FHRSID,BusinessNameClean,BusinessName,FHRSIDRep,RepresentativeClass,BusinessType,PostCode,LocalAuthorityName,Address,BakeryRank,BakeryScore,StoreCount,LocationMatch,AIClass,AIReason,BatchID,Model,VerificationDateTime
1599523,sainsbury s local,Sainsbury's Local,294551,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SE4 2RR,Lewisham,"Sainsbury's, Sainsburys Supermarket Ltd Langtry Court, 180 Brockley Road, London",13121,0.030543403601934,46,YES,GROCER_BAKERY,"Sainsbury's Local stores are supermarkets that offer a ""Food to Go"" section which includes a ""Bakery"" offering a range of baked goods.",20260901_164604_287,gemini-2.5-flash,2026-09-01T17:30:03
1629204,sainsbury s local,Sainsbury's Local,294551,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW12 8SY,Wandsworth,"39 Nightingale Lane, London, Wandsworth",13121,0.030543403601934,46,YES,GROCER_BAKERY,"Sainsbury's Local stores are supermarkets that offer a ""Food to Go"" section which includes a ""Bakery"" offering a range of baked goods.",20260901_164604_287,gemini-2.5-flash,2026-09-01T17:30:03
1735811,sainsbury s local,Sainsbury's Local,294551,GROCER_BAKERY,Retailers - other,TW9 1DN,Richmond-Upon-Thames,"27D - 27E The Quadrant, Richmond, Richmond Upon Thames",13121,0.030543403601934,46,YES,GROCER_BAKERY,"Sainsbury's Local stores are supermarkets that offer a ""Food to Go"" section which includes a ""Bakery"" offering a range of baked goods.",20260901_164604_287,gemini-2.5-flash,2026-09-01T17:30:03
1770847,sainsbury s local,Sainsbury's Local,294551,GROCER_BAKERY,Retailers - other,SE23 1EA,Lewisham,"55-59 Honor Oak Park, Crofton Park, London",13121,0.030543403601934,46,YES,GROCER_BAKERY,"Sainsbury's Local stores are supermarkets that offer a ""Food to Go"" section which includes a ""Bakery"" offering a range of baked goods.",20260901_164604_287,gemini-2.5-flash,2026-09-01T17:30:03
1871213,sainsbury s local,Sainsbury's Local,294551,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW4 0JQ,Lambeth,"53 Old Town, London",13121,0.030543403601934,46,YES,GROCER_BAKERY,"Sainsbury's Local is a supermarket, and larger Sainsbury's stores often have in-store bakeries. While specific evidence for this exact ""Local"" branch is not available, it's reasonable to infer a substantial bakery provision given the brand and business type.",20260901_164604_288,gemini-2.5-flash,2026-09-01T17:30:14
1616499,orchard childcare limited,Orchard Childcare Limited,1578923,NON_BAKERY,Restaurant/Cafe/Canteen,SW20 0EG,Merton,"The Rowans School 19 Drax Avenue, Wimbledon, Merton",13127,0.0305243098974308,2,YES,NON_BAKERY,"Orchard Childcare Limited is a childcare facility/nursery, not a food establishment with bakery provision.",20260901_164604_288,gemini-2.5-flash,2026-09-01T17:30:14
1423951,gopuff,Gopuff,1422318,NON_BAKERY,Retailers - other,SE10 0AT,Greenwich,"Unit 6 City Cross Business Park Salutation Road, Greenwich",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff is an online delivery service for groceries and convenience items. This location is a ""Retailers - other"" and functions as a delivery hub, not a customer-facing retail bakery.",20260901_164604_288,gemini-2.5-flash,2026-09-01T17:30:14
1425920,gopuff,Gopuff,1422318,NON_BAKERY,Distributors/Transporters,CR0 4YN,Croydon,"Units 2 - 3, 4 Commerce Way, Croydon",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff is an online delivery service for groceries and convenience items. This location is listed as ""Distributors/Transporters"" and functions as a delivery hub, not a customer-facing retail bakery.",20260901_164604_288,gemini-2.5-flash,2026-09-01T17:30:14
1426002,gopuff,Gopuff,1422318,NON_BAKERY,Retailers - other,W3 7QS,Ealing,"Ground Floor Left, Bombay Duck, 231 The Vale, Acton",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff is an online delivery service for groceries and convenience items. This location is a ""Retailers - other"" and functions as a delivery hub, not a customer-facing retail bakery.",20260901_164604_288,gemini-2.5-flash,2026-09-01T17:30:14
1426603,gopuff,Gopuff,1422318,NON_BAKERY,Restaurant/Cafe/Canteen,E8 1LS,Hackney,"435-436 SPURSTOWE ROAD, Hackney, London",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff is an online delivery service for groceries and convenience items. This location is listed as ""Restaurant/Cafe/Canteen"" but functions as a delivery hub, not a customer-facing retail bakery.",20260901_164604_288,gemini-2.5-flash,2026-09-01T17:30:14
1431169,gopuff,Gopuff,1422318,NON_BAKERY,Retailers - other,KT9 1ST,Kingston-Upon-Thames,"9 Lion Park Avenue, Chessington",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff is an online delivery service for groceries and convenience items. This location is a ""Retailers - other"" and functions as a delivery hub, not a customer-facing retail bakery.",20260901_164604_288,gemini-2.5-flash,2026-09-01T17:30:14
1433996,gopuff,Gopuff,1422318,NON_BAKERY,Distributors/Transporters,E1 5BL,Tower Hamlets,"Gopuff  Railway Arch 89, Hemming Street, London",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff is an online delivery service for groceries and convenience items. This location is listed as ""Distributors/Transporters"" and functions as a delivery hub, not a customer-facing retail bakery.",20260901_164604_288,gemini-2.5-flash,2026-09-01T17:30:14
1475620,gopuff,Gopuff,1422318,NON_BAKERY,Distributors/Transporters,BR1 1TR,Bromley,"1 - 5 The Mall, Bromley",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff is an online delivery service for groceries and convenience items. This location is listed as ""Distributors/Transporters"" and functions as a delivery hub, not a customer-facing retail bakery.",20260901_164604_288,gemini-2.5-flash,2026-09-01T17:30:14
1494312,gopuff,Gopuff,1422318,NON_BAKERY,Retailers - other,N7 8HS,Islington,"Gopuff, Railway Arch 4, 303 Holloway Road, London",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff is an online delivery service for groceries and convenience items. This location is a ""Retailers - other"" and functions as a delivery hub, not a customer-facing retail bakery.",20260901_164604_288,gemini-2.5-flash,2026-09-01T17:30:14
1553455,gopuff,Gopuff,1422318,NON_BAKERY,Distributors/Transporters,E14 7BN,Tower Hamlets,"Go Puff  Unit 15 Thomas Road Industrial Estate, Thomas Road, London",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff operates as an online/delivery-only retailer from a micro-fulfillment center, which is a hard exclusion.",20260901_164604_289,gemini-2.5-flash,2026-09-01T17:30:22
1558514,gopuff,Gopuff,1422318,NON_BAKERY,Retailers - other,HA3 5QB,Harrow,"Unit 6, Whitefriars Industrial Estate",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff operates as an online/delivery-only retailer from a micro-fulfillment center, which is a hard exclusion.",20260901_164604_289,gemini-2.5-flash,2026-09-01T17:30:22
1559388,gopuff,Gopuff,1422318,NON_BAKERY,Retailers - other,W2 2HR,Westminster,"145-147 EDGWARE ROAD, LONDON",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff operates as an online/delivery-only retailer from a micro-fulfillment center, which is a hard exclusion.",20260901_164604_289,gemini-2.5-flash,2026-09-01T17:30:22
1573534,gopuff,Gopuff,1422318,NON_BAKERY,Retailers - other,SW8 4AB,Wandsworth,"Unit 3 Linford Street Business Centre 2 Linford Street, London, Wandsworth",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff operates as an online/delivery-only retailer from a micro-fulfillment center, which is a hard exclusion.",20260901_164604_289,gemini-2.5-flash,2026-09-01T17:30:22
1573996,gopuff,Gopuff,1422318,NON_BAKERY,Restaurant/Cafe/Canteen,SW18 5JS,Wandsworth,"Unit 4 Benhams 307-309 Merton Road, London, Wandsworth",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff operates as an online/delivery-only retailer from a micro-fulfillment center, which is a hard exclusion.",20260901_164604_289,gemini-2.5-flash,2026-09-01T17:30:22
1587063,gopuff,Gopuff,1422318,NON_BAKERY,Retailers - other,NW10 0JF,Brent,"5 Brent Trade Park, North Circular Road, Stonebridge, London",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff operates as an online/delivery-only retailer from a micro-fulfillment center, which is a hard exclusion.",20260901_164604_289,gemini-2.5-flash,2026-09-01T17:30:22
1719043,gopuff,Gopuff,1422318,NON_BAKERY,Retailers - other,N15 4NE,Haringey,"Unit 1, 19 Bernard Road, Tottenham, London",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff operates as an online/delivery-only retailer from a micro-fulfillment center, which is a hard exclusion.",20260901_164604_289,gemini-2.5-flash,2026-09-01T17:30:22
1774295,gopuff,GoPuff,1422318,NON_BAKERY,Retailers - other,W14 9LE,Hammersmith and Fulham,"4 Challoner Crescent, London",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff operates as an online/delivery-only retailer from a micro-fulfillment center, which is a hard exclusion.",20260901_164604_289,gemini-2.5-flash,2026-09-01T17:30:22
1866113,gopuff,GOPUFF,1422318,NON_BAKERY,Retailers - other,NW1 8SX,Camden,"43-46 Castle Mews, London",13161,0.0304568542420097,18,YES,NON_BAKERY,"Gopuff operates as an online/delivery-only retailer from a micro-fulfillment center, which is a hard exclusion.",20260901_164604_289,gemini-2.5-flash,2026-09-01T17:30:22
1945517,simply delicious,Simply Delicious,1837111,UNCLEAR,Other catering premises,SW19,Merton,,13230,0.0302945425202036,2,YES,NON_BAKERY,Simply Delicious has permanently closed its business.,20260901_164604_289,gemini-2.5-flash,2026-09-01T17:30:22
1763961,la maritxu,La Maritxu,1669412,CORE_BAKERY,Retailers - other,W1B 5PJ,Westminster,"10 KINGLY STREET, LONDON",13234,0.0302788517207122,5,YES,NON_BAKERY,"This establishment is a specialist single-product business focusing solely on Basque cheesecakes, which falls under the single-product rule for non-bakery classification.",20260901_164604_290,gemini-2.5-flash,2026-09-01T17:30:34
1852805,la maritxu,La Maritxu,1669412,CORE_BAKERY,Manufacturers/packers,E2 9HD,Tower Hamlets,"Railway Arch, 285 Clare Street, London",13234,0.0302788517207122,5,YES,NON_BAKERY,"This establishment is a specialist single-product business focusing solely on Basque cheesecakes, which falls under the single-product rule for non-bakery classification.",20260901_164604_290,gemini-2.5-flash,2026-09-01T17:30:34
1885964,la maritxu,La Maritxu,1669412,CORE_BAKERY,Manufacturers/packers,SE10 9JB,Greenwich,"7 Nelson Road, Greenwich",13234,0.0302788517207122,5,YES,NON_BAKERY,"This establishment is a specialist single-product business focusing solely on Basque cheesecakes, which falls under the single-product rule for non-bakery classification.",20260901_164604_290,gemini-2.5-flash,2026-09-01T17:30:34
1942065,la maritxu,LA MARITXU,1669412,CORE_BAKERY,Restaurant/Cafe/Canteen,N1C 4DH,Camden,"Unit 16 Bagley Walk Arches, Coal Drops Yard, London",13234,0.0302788517207122,5,YES,NON_BAKERY,"This establishment is a specialist single-product business focusing solely on Basque cheesecakes, which falls under the single-product rule for non-bakery classification.",20260901_164604_290,gemini-2.5-flash,2026-09-01T17:30:34
1550894,the raven,The raven,345096,NON_BAKERY,Pub/bar/nightclub,SE1 2UP,Southwark,"218, Tower Bridge Road, London",13238,0.0302631379268842,2,YES,NON_BAKERY,"The Raven is a pub offering a gastropub food menu with incidental baked desserts, not a substantial bakery provision.",20260901_164604_290,gemini-2.5-flash,2026-09-01T17:30:34
1945596,roti,Roti,1918480,NON_BAKERY,Manufacturers/packers,SW8 4DE,Wandsworth,"Units 2 4 6 9 76 Stewarts Road, London, Wandsworth",13271,0.0302009548851595,2,UNCLEAR,UNCLEAR,"The search results for ""Roti Units 2 4 6 9 76 Stewarts Road, London, Wandsworth SW8 4DE"" did not provide sufficient information to determine the operating model or bakery provision at this specific location.",20260901_164604_290,gemini-2.5-flash,2026-09-01T17:30:34
1426704,blue pear day nursery,Blue Pear Day Nursery,1422942,NON_BAKERY,Caring Premises,SE20 7UE,Bromley,"Stembridge Hall 9A Stembridge Road, Penge, London",13281,0.0301817431724867,2,YES,NON_BAKERY,Blue Pear Day Nursery is a childcare facility and not a food establishment.,20260901_164604_290,gemini-2.5-flash,2026-09-01T17:30:34
993187,the blue shop,The Blue Shop,414139,NON_BAKERY,Retailers - other,NW5 4DS,Camden,"189 Queen's Crescent, London",13284,0.0301787423220151,2,UNCLEAR,UNCLEAR,"The search results for ""The Blue Shop 189 Queen's Crescent, London NW5 4DS"" did not provide sufficient information to determine the operating model or bakery provision at this specific location.",20260901_164604_290,gemini-2.5-flash,2026-09-01T17:30:34
1636830,sainsbury s supermarkets,Sainsbury's Supermarkets,424925,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW18 3NY,Wandsworth,"282 Magdalen Road, London, Wandsworth",13300,0.0301577687762713,4,UNCLEAR,UNCLEAR,"The search results for ""Sainsbury's Supermarkets 282 Magdalen Road, London, Wandsworth SW18 3NY"" did not provide sufficient information to confirm a substantial in-store bakery at this specific location.",20260901_164604_290,gemini-2.5-flash,2026-09-01T17:30:34
1662478,sainsbury s supermarkets,Sainsbury's Supermarkets,424925,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,DA8 1GF,Bexley,"Sainsbury's, 1 Bronze Walk, Erith, Kent",13300,0.0301577687762713,4,UNCLEAR,UNCLEAR,"The search results for ""Sainsbury's Supermarkets 1 Bronze Walk, Erith, Kent DA8 1GF"" did not provide sufficient information to confirm a substantial in-store bakery at this specific location.",20260901_164604_290,gemini-2.5-flash,2026-09-01T17:30:34
1961731,sainsbury s supermarkets,Sainsbury's Supermarkets,424925,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW19 5UA,Merton,"97-98 High Street, Wimbledon, Merton",13300,0.0301577687762713,4,YES,GROCER_BAKERY,"Sainsbury's Local at this address has an in-store bakery with a substantial range of bread, pastries, cakes, and rolls.",20260901_164604_291,gemini-2.5-flash,2026-09-01T17:30:42
1801339,beans and beyond,Beans & Beyond,1589896,NON_BAKERY,Restaurant/Cafe/Canteen,E2 7HR,Tower Hamlets,"25 Old Nichol Street, London",13319,0.0301026603249681,2,YES,BAKERY_CAFE,"Beans & Beyond at this location is a cafe and restaurant that offers a substantial range of freshly baked items, including paninis and other baked goods, as well as all-day breakfast, lunch, and dinner.",20260901_164604_291,gemini-2.5-flash,2026-09-01T17:30:42
1694440,st lukes church,St. Lukes Church,1087047,NON_BAKERY,Distributors/Transporters,SW3 6NH,Kensington and Chelsea,"St Lukes and Christ Church, Sydney Street, LONDON",13339,0.0300721062740871,2,YES,NON_BAKERY,"St. Lukes Church is a place of worship and community outreach, not a food establishment.",20260901_164604_291,gemini-2.5-flash,2026-09-01T17:30:42
1249659,the prince of wales,The Prince of Wales,422479,NON_BAKERY,Pub/bar/nightclub,SW1V 1DW,Westminster,"PRINCE OF WALES 91 WILTON ROAD, LONDON",13353,0.0300463970758298,4,YES,NON_BAKERY,"The Prince of Wales is a pub that serves food, including pub classics, burgers, and small plates, but bakery items are incidental to its main offering.",20260901_164604_291,gemini-2.5-flash,2026-09-01T17:30:42
1532160,the prince of wales,The Prince Of Wales,422479,NON_BAKERY,Pub/bar/nightclub,KT6 6AL,Kingston-Upon-Thames,"117 Ewell Road, Surbiton",13353,0.0300463970758298,4,YES,NON_BAKERY,"The Prince of Wales in Surbiton is a pub and restaurant with a focus on food, but its menu does not indicate a substantial bakery provision.",20260901_164604_291,gemini-2.5-flash,2026-09-01T17:30:42
1934447,the prince of wales,The Prince of Wales,422479,NON_BAKERY,Pub/bar/nightclub,SM3 8QF,Sutton,"Prince Of Wales, 28 Malden Road, Cheam",13353,0.0300463970758298,4,YES,NON_BAKERY,"The Prince of Wales in Cheam is a pub offering drinks and pub food, but there is no evidence of a substantial bakery offering.",20260901_164604_291,gemini-2.5-flash,2026-09-01T17:30:42
413655,karaoke box,Karaoke Box,294424,NON_BAKERY,Restaurant/Cafe/Canteen,W1D ,Westminster,,13363,0.03002976800988,2,YES,NON_BAKERY,"Karaoke Box at this location is a karaoke venue with private rooms, a cocktail bar, and a selection of snacks and pizzas, but it is not a bakery.",20260901_164604_291,gemini-2.5-flash,2026-09-01T17:30:42
990712,patara,Patara,334777,NON_BAKERY,Restaurant/Cafe/Canteen,SW19 5DX,Merton,"18 High Street, Wimbledon, Merton",13382,0.0299728562917929,2,YES,NON_BAKERY,"Patara is a Thai restaurant offering traditional Thai cuisine, and its menu does not indicate any substantial bakery provision.",20260901_164604_291,gemini-2.5-flash,2026-09-01T17:30:42
1844558,jay s mini market,Jay's Mini Market,1572400,GROCER_BAKERY,Retailers - other,CR4 3HB,Merton,"73 Monarch Parade London Road, Mitcham, Merton",13402,0.02993779709638,2,YES,NON_BAKERY,"Jay's Mini Market is a grocer and convenience store that also offers takeout food, but there is no evidence of a substantial bakery provision at this specific location.",20260901_164604_291,gemini-2.5-flash,2026-09-01T17:30:42
1900286,apple tree day nursery,Apple Tree Day Nursery,276643,NON_BAKERY,Caring Premises,HA1 3PP,Harrow,"Harrow Cricket Club Wood End Road, Harrow",13416,0.029905204464035,2,YES,NON_BAKERY,Apple Tree Day Nursery is a childcare facility and not a food establishment.,20260901_164604_291,gemini-2.5-flash,2026-09-01T17:30:42
1017648,twisty tails nursery,Twisty Tails Nursery,757928,NON_BAKERY,Caring Premises,HA5 ,Harrow,,13484,0.0297554010416884,2,YES,NON_BAKERY,Caring Premises (nursery) with no evidence of bakery provision.,20260901_164604_292,gemini-2.5-flash,2026-09-01T17:30:52
1841675,manna,Manna,1788560,NON_BAKERY,Restaurant/Cafe/Canteen,WC1A 1DB,Camden,"Arcade Food Hall, 103-105 New Oxford Street",13491,0.0297349124977873,2,YES,NON_BAKERY,"Food hall vendor specializing in American-style burgers and fried chicken, with no substantial bakery offering.",20260901_164604_292,gemini-2.5-flash,2026-09-01T17:30:52
1743771,feeneys,Feeneys,1608067,NON_BAKERY,Pub/bar/nightclub,EC3N 3AE,City of London Corporation,"Retail Unit, 5 Lloyd's Avenue, London",13503,0.0297112402034242,2,YES,NON_BAKERY,Irish pub with no evidence of substantial bakery provision.,20260901_164604_292,gemini-2.5-flash,2026-09-01T17:30:52
1834616,soho theatre bar,Soho Theatre Bar,412863,NON_BAKERY,Restaurant/Cafe/Canteen,E17 4QH,Waltham Forest,"Soho Theatre 186 Hoe Street, Walthamstow, London",13529,0.0296442841609856,2,YES,NON_BAKERY,Theatre bar and pub serving a food menu that does not indicate substantial bakery provision.,20260901_164604_292,gemini-2.5-flash,2026-09-01T17:30:52
1267271,eggslut,Eggslut,1135140,NON_BAKERY,Restaurant/Cafe/Canteen,W1T 1DY,Camden,"19 Percy Street, London",13572,0.0295548251361765,8,YES,NON_BAKERY,"Restaurant specializing in egg-based sandwiches and dishes, with baked goods being incidental (brioche buns, French toast sticks, cookies).",20260901_164604_292,gemini-2.5-flash,2026-09-01T17:30:52
1405760,eggslut,Eggslut,1135140,NON_BAKERY,Restaurant/Cafe/Canteen,EC2A 4RH,Hackney,"94 LEONARD STREET, Hackney, London",13572,0.0295548251361765,8,YES,NON_BAKERY,"Restaurant specializing in egg-based sandwiches and dishes, with baked goods being incidental (brioche buns, French toast sticks, cookies).",20260901_164604_292,gemini-2.5-flash,2026-09-01T17:30:52
1627359,eggslut,Eggslut,1135140,NON_BAKERY,Restaurant/Cafe/Canteen,SW1E 5NE,Westminster,"MARKET HALL VICTORIA 191 VICTORIA STREET, LONDON",13572,0.0295548251361765,8,YES,NON_BAKERY,"Restaurant specializing in egg-based sandwiches and dishes, with baked goods being incidental (brioche buns, French toast sticks, cookies).",20260901_164604_292,gemini-2.5-flash,2026-09-01T17:30:52
1771346,eggslut,Eggslut,1135140,NON_BAKERY,Restaurant/Cafe/Canteen,E14 5HD,Tower Hamlets,"Market Hall, 25 North Colonnade, London",13572,0.0295548251361765,8,YES,NON_BAKERY,"Restaurant specializing in egg-based sandwiches and dishes, with baked goods being incidental (brioche buns, French toast sticks, cookies).",20260901_164604_292,gemini-2.5-flash,2026-09-01T17:30:52
1904614,eggslut,Eggslut,1135140,NON_BAKERY,Restaurant/Cafe/Canteen,E20 1FS,Newham,"31 - 34 Victory Parade, Stratford, London",13572,0.0295548251361765,8,YES,NON_BAKERY,"Restaurant specializing in egg-based sandwiches and dishes, with baked goods being incidental (brioche buns, French toast sticks, cookies).",20260901_164604_292,gemini-2.5-flash,2026-09-01T17:30:52
1918532,eggslut,EGGSLUT,1135140,NON_BAKERY,Restaurant/Cafe/Canteen,W1T 1DY,Camden,"19 Percy Street, London",13572,0.0295548251361765,8,YES,NON_BAKERY,"Restaurant specializing in egg-based sandwiches and dishes, with baked goods being incidental (brioche buns, French toast sticks, cookies).",20260901_164604_292,gemini-2.5-flash,2026-09-01T17:30:52
1937286,eggslut,Eggslut,1135140,NON_BAKERY,Takeaway/sandwich shop,SW12 0PS,Lambeth,"Zennor Road Industrial Estate, Zennor Road, London",13572,0.0295548251361765,8,YES,NON_BAKERY,"Eggslut is a restaurant concept focused on egg sandwiches and dishes, not a bakery.",20260901_164604_293,gemini-2.5-flash,2026-09-01T17:30:59
1037798,madelina,Madelina,609238,BAKERY_CAFE,Restaurant/Cafe/Canteen,SW2 5TU,Lambeth,"Ground Floor, 105 Acre Lane, London",13573,0.0295539270984035,2,YES,BAKERY_CAFE,"Madelina is a cafe offering a substantial range of bagels, focaccia, and other baked goods alongside its main menu.",20260901_164604_293,gemini-2.5-flash,2026-09-01T17:30:59
1727863,momlette,Momlette,1537374,BAKERY_CAFE,Restaurant/Cafe/Canteen,E3 4PL,Tower Hamlets,"554 Mile End Road, London",13577,0.0295393786939492,2,YES,NON_BAKERY,"Momlette is a brunch restaurant specializing in omelettes and other breakfast/brunch items, with bread (paratha, sourdough, muffins) serving as accompaniments rather than a primary bakery offering.",20260901_164604_293,gemini-2.5-flash,2026-09-01T17:30:59
703961,sunshine food and wine,Sunshine Food and Wine,442875,NON_BAKERY,Retailers - other,CR4 1AB,Merton,"378 Grove Road, Mitcham, Merton",13578,0.0295307758684087,2,YES,GROCER_BAKERY,"Sunshine Food and Wine is identified as a convenience store/grocer (Londis) that sells a wide range of groceries and morning goods, including bread.",20260901_164604_293,gemini-2.5-flash,2026-09-01T17:30:59
293581,little learners day nursery,Little Learners Day Nursery,31002,NON_BAKERY,Caring Premises,CR8 4DN,Croydon,"Beaumont School House, Old Lodge Lane, Purley",13608,0.0294654376669402,3,YES,NON_BAKERY,Little Learners Day Nursery is a childcare facility and not a food establishment.,20260901_164604_293,gemini-2.5-flash,2026-09-01T17:30:59
859682,little learners day nursery,Little Learners Day Nursery,31002,NON_BAKERY,Caring Premises,CR2 6NE,Croydon,"46 Haling Park Road, South Croydon",13608,0.0294654376669402,3,YES,NON_BAKERY,Little Learners Day Nursery is a childcare facility and not a food establishment.,20260901_164604_293,gemini-2.5-flash,2026-09-01T17:30:59
1936763,only jerkin,Only Jerkin,1472195,NON_BAKERY,Retailers - other,N18 2TQ,Enfield,"Unit 12, Langhedge Lane, LONDON",13610,0.0294634373975573,3,YES,NON_BAKERY,"Only Jerkin' is a street food vendor specializing in fried jerk chicken and related dishes, not a bakery.",20260901_164604_293,gemini-2.5-flash,2026-09-01T17:30:59
1963766,only jerkin,Only Jerkin,1472195,NON_BAKERY,Restaurant/Cafe/Canteen,E1 6EW,Tower Hamlets,"2 Horner Square, London",13610,0.0294634373975573,3,YES,NON_BAKERY,"Only Jerkin' is a street food vendor specializing in fried jerk chicken and related dishes, not a bakery.",20260901_164604_293,gemini-2.5-flash,2026-09-01T17:30:59
1032394,snowflakes day nursery and montessori,Snowflakes Day Nursery & Montessori,962918,NON_BAKERY,Caring Premises,UB1 2BL,Ealing,"100 Carlyle Avenue, Southall",13614,0.029460456501268,4,YES,NON_BAKERY,Snowflakes Day Nursery & Montessori is a childcare facility and not a food establishment.,20260901_164604_293,gemini-2.5-flash,2026-09-01T17:30:59
1033192,snowflakes day nursery and montessori,Snowflakes Day Nursery & Montessori,962918,NON_BAKERY,Caring Premises,UB5 6FP,Ealing,"8 Higham Mews, Northolt",13614,0.029460456501268,4,YES,NON_BAKERY,Snowflakes Day Nursery & Montessori is a childcare facility and not a food establishment.,20260901_164604_293,gemini-2.5-flash,2026-09-01T17:30:59
1101426,snowflakes day nursery and montessori,Snowflakes Day Nursery & Montessori,962918,NON_BAKERY,Caring Premises,UB2 4LA,Ealing,"Snowflakes Montessori, Hall, Norwood Green Road, Southall",13614,0.029460456501268,4,YES,NON_BAKERY,"This is a nursery and Montessori school, not a food establishment.",20260901_164604_294,gemini-2.5-flash,2026-09-01T17:31:07
730984,little learners nursery,Little Learners Nursery,276219,NON_BAKERY,School/college/university,EN3 5XF,Enfield,"St Helier Hall, Eastfield Road, ENFIELD",13656,0.0294010057532002,3,YES,NON_BAKERY,"This is a nursery, not a food establishment.",20260901_164604_294,gemini-2.5-flash,2026-09-01T17:31:07
1422977,little learners nursery,Little Learners Nursery,276219,NON_BAKERY,Caring Premises,EN3 6ND,Enfield,"Ordnance Unity Centre, 645 Hertford Road, ENFIELD",13656,0.0294010057532002,3,YES,NON_BAKERY,"This is a nursery, not a food establishment.",20260901_164604_294,gemini-2.5-flash,2026-09-01T17:31:07
1800502,sostrene grene,Sostrene Grene,1772366,NON_BAKERY,Retailers - other,KT1 1PH,Kingston-Upon-Thames,"11 - 13 Thames Street, Kingston Upon Thames",13666,0.029372746466419,9,YES,NON_BAKERY,"Søstrene Grene is a retail store selling home decor, crafts, and stationery, not a bakery.",20260901_164604_294,gemini-2.5-flash,2026-09-01T17:31:07
1800858,sostrene grene,Sostrene Grene,1772366,NON_BAKERY,Retailers - other,SW18 4TG,Wandsworth,"Unit 61 Southside Shopping Centre Wandsworth High Street, London, Wandsworth",13666,0.029372746466419,9,YES,NON_BAKERY,"Søstrene Grene is a retail store selling home decor, crafts, and stationery, not a bakery.",20260901_164604_294,gemini-2.5-flash,2026-09-01T17:31:07
1800881,sostrene grene,Sostrene Grene,1772366,NON_BAKERY,Retailers - other,,Richmond-Upon-Thames,"83 - 84 George Street, Richmond, Richmond Upon Thames",13666,0.029372746466419,9,YES,NON_BAKERY,"Søstrene Grene is a retail store selling home decor, crafts, and stationery, not a bakery.",20260901_164604_294,gemini-2.5-flash,2026-09-01T17:31:07
1844561,sostrene grene,Sostrene Grene,1772366,NON_BAKERY,Retailers - other,SW19 1QD,Merton,"Unit 1 51 The Broadway, Wimbledon, Merton",13666,0.029372746466419,9,YES,NON_BAKERY,"Søstrene Grene is a retail store selling home decor, crafts, and stationery, not a bakery.",20260901_164604_294,gemini-2.5-flash,2026-09-01T17:31:07
1854642,sostrene grene,Sostrene Grene,1772366,NON_BAKERY,Retailers - other,W1F 7TQ,Westminster,"12-14 ARGYLL STREET, WEST END, LONDON",13666,0.029372746466419,9,YES,NON_BAKERY,"Søstrene Grene is a retail store selling home decor, crafts, and stationery, not a bakery.",20260901_164604_294,gemini-2.5-flash,2026-09-01T17:31:07
1902527,sostrene grene,Sostrene Grene,1772366,NON_BAKERY,Retailers - other,E14 5NY,Tower Hamlets,"Unit 52 Jubilee Place, 45 Bank Street, London",13666,0.029372746466419,9,YES,NON_BAKERY,"Søstrene Grene is a retail store selling home decor, crafts, and stationery, not a bakery.",20260901_164604_294,gemini-2.5-flash,2026-09-01T17:31:07
1911705,sostrene grene,Sostrene Grene,1772366,NON_BAKERY,Retailers - other,N1 0PS,Islington,"Sostrene Grene, 5-6 Parkfield Street, London, N1 0PS",13666,0.029372746466419,9,YES,NON_BAKERY,"Søstrene Grene is a retail store selling home decor, crafts, and stationery, not a bakery.",20260901_164604_294,gemini-2.5-flash,2026-09-01T17:31:07
1933042,sostrene grene,Sostrene Grene,1772366,NON_BAKERY,Retailers - other,SE10 0DX,Greenwich,"1 Peninsula Square, Greenwich",13666,0.029372746466419,9,YES,NON_BAKERY,"Sostrene Grene is a retail store selling homeware, crafts, and gifts, not primarily a food establishment with substantial bakery provision.",20260901_164604_295,gemini-2.5-flash,2026-09-01T17:31:17
