msoa_code,msoa_name,borough_code,borough_name,area_km2,population,transport_nodes,bakery_count,core_bakery_count,core_and_cafe_count,population_density_km2,transport_nodes_per_km2,bakery_density_km2,bakeries_per_10000_people,core_bakeries_per_10000_people,core_and_cafe_per_10000_people
E02000339,Greenwich 027,E09000011,Greenwich,1.2562974855656541,6481,25,5,1,1,5158.8099749176035,19.899745312905427,3.9799490625810856,7.714858818083629,1.5429717636167257,1.5429717636167257
E02000340,Greenwich 028,E09000011,Greenwich,3.262184205372606,7190,42,5,1,2,2204.04475877191,12.874809439279584,1.5327154094380457,6.954102920723226,1.3908205841446455,2.781641168289291
E02000341,Greenwich 029,E09000011,Greenwich,1.791563856309647,7973,31,1,0,0,4450.301881186186,17.30331848949853,0.5581715641773719,1.2542330364981815,0.0,0.0
E02000342,Greenwich 030,E09000011,Greenwich,1.364383569308765,6819,13,1,0,0,4997.861417705797,9.528112396271501,0.7329317227901154,1.4664906877841324,0.0,0.0
E02000343,Greenwich 031,E09000011,Greenwich,1.2569369054513468,7126,12,1,1,1,5669.337871371644,9.547018587771502,0.7955848823142919,1.4033118158854898,1.4033118158854898,1.4033118158854898
E02000344,Greenwich 032,E09000011,Greenwich,1.291809485657612,6381,21,2,0,0,4939.582864846104,16.256267068134804,1.5482159112509337,3.134304967873374,0.0,0.0
E02000345,Hackney 001,E09000012,Hackney,0.6119258796667604,8251,16,4,2,2,13483.659172077,26.146957550991637,6.536739387747909,4.847897224578839,2.4239486122894194,2.4239486122894194
E02000346,Hackney 002,E09000012,Hackney,0.582765208655929,10119,30,2,0,0,17363.768203215386,51.478707984629075,3.4319138656419383,1.9764798893171263,0.0,0.0
E02000347,Hackney 003,E09000012,Hackney,0.6858086572057729,8055,6,3,3,3,11745.258557713341,8.74879594615519,4.374397973077595,3.7243947858473,3.7243947858473,3.7243947858473
E02000348,Hackney 004,E09000012,Hackney,0.5586374444523038,8398,8,4,1,2,15033.005902841905,14.320558135596004,7.160279067798002,4.763038818766373,1.1907597046915932,2.3815194093831864
E02000350,Hackney 006,E09000012,Hackney,0.5664639764119651,10181,11,2,1,1,17972.89929094413,19.418710558922054,3.530674647076737,1.9644435713584127,0.9822217856792064,0.9822217856792064
E02000351,Hackney 007,E09000012,Hackney,0.5225232989833452,9699,11,5,1,3,18561.85172770477,21.051692855423493,9.568951297919769,5.155170636148056,1.0310341272296113,3.093102381688834
E02000352,Hackney 008,E09000012,Hackney,0.762689610442552,6806,13,2,0,1,8923.682592255067,17.044941771865396,2.6222987341331376,2.9385836027034973,0.0,1.4692918013517486
E02000353,Hackney 009,E09000012,Hackney,0.5587588934751369,7841,15,14,4,12,14032.886261968557,26.845210295820475,25.055529609432444,17.854865450835355,5.101390128810102,15.304170386430302
E02000354,Hackney 010,E09000012,Hackney,0.7932760088138949,9691,21,2,0,2,12216.428950738053,26.472501079919418,2.5211905790399447,2.0637705087194305,0.0,2.0637705087194305
E02000355,Hackney 011,E09000012,Hackney,0.6560899549731488,8335,19,3,0,3,12704.050621139473,28.9594435274925,4.572543714867237,3.599280143971206,0.0,3.599280143971206
E02000356,Hackney 012,E09000012,Hackney,0.40308641976569326,6890,9,4,2,3,17093.108728408737,22.327718222885146,9.923430321282286,5.805515239477503,2.9027576197387517,4.354136429608128
E02000357,Hackney 013,E09000012,Hackney,1.522617759291117,6847,13,0,0,0,4496.8607243801935,8.537927474359941,0.0,0.0,0.0,0.0
E02000358,Hackney 014,E09000012,Hackney,0.6160557354300429,11182,13,8,3,5,18150.955111544106,21.101986804692665,12.985838033657025,7.154355213736362,2.6828832051511355,4.471472008585226
E02000359,Hackney 015,E09000012,Hackney,0.43675013179209626,6809,9,5,1,3,15590.149846231187,20.606748217958685,11.44819345442149,7.343222205903951,1.46864444118079,4.405933323542371
E02000360,Hackney 016,E09000012,Hackney,0.546509673529062,11709,24,5,3,4,21425.055341453797,43.9150506614477,9.148968887801605,4.270219489281749,2.5621316935690492,3.4161755914253993
E02000361,Hackney 017,E09000012,Hackney,0.594389213083039,8435,30,16,3,9,14191.038152002247,50.47197920095642,26.918388907176755,18.96858328393598,3.5566093657379962,10.669828097213989
E02000362,Hackney 018,E09000012,Hackney,1.2953758042014902,7636,37,6,1,2,5894.814443216397,28.563139654139167,4.631860484455,7.85751702462022,1.3095861707700367,2.6191723415400734
E02000363,Hackney 019,E09000012,Hackney,0.5963641624720343,12170,21,1,0,0,20406.994192194936,35.21338356911205,1.6768277890053356,0.8216926869350862,0.0,0.0
E02000364,Hackney 020,E09000012,Hackney,0.6645870682647496,9359,16,13,0,3,14082.428694311704,24.07509980863204,19.56101859451353,13.890372903087936,0.0,3.20547066994337
E02000366,Hackney 022,E09000012,Hackney,0.6432115014279204,8424,17,6,3,5,13096.780734328973,26.42987565094878,9.328191406217217,7.122507122507123,3.5612535612535616,5.935422602089268
E02000367,Hackney 023,E09000012,Hackney,0.7391091882338822,11041,24,16,8,10,14938.252934431399,32.471521639919715,21.64768109327981,14.491440992663708,7.245720496331854,9.057150620414816
E02000368,Hackney 024,E09000012,Hackney,0.6348445450516874,10459,15,3,0,2,16474.899377371912,23.627831595810182,4.725566319162036,2.868343053829238,0.0,1.9122287025528253
E02000369,Hackney 025,E09000012,Hackney,0.6503983628036332,13766,12,6,1,5,21165.489932446526,18.45023094503547,9.225115472517736,4.358564579398518,0.7264274298997531,3.632137149498765
E02000370,Hackney 026,E09000012,Hackney,0.4884087538319642,8876,16,0,0,0,18173.302444644072,32.759445596474215,0.0,0.0,0.0,0.0
E02000372,Hammersmith and Fulham 001,E09000013,Hammersmith and Fulham,3.4403102730866535,11672,51,3,1,3,3392.7172474265985,14.824244312779003,0.8720143713399413,2.5702535983550376,0.8567511994516793,2.5702535983550376
E02000373,Hammersmith and Fulham 002,E09000013,Hammersmith and Fulham,0.4081590625666999,7081,7,1,0,0,17348.62863382544,17.150176590421985,2.450025227203141,1.4122299110295156,0.0,0.0
E02000374,Hammersmith and Fulham 003,E09000013,Hammersmith and Fulham,0.49606358189172756,7020,10,2,0,1,14151.411746916361,20.15870619218855,4.03174123843771,2.849002849002849,0.0,1.4245014245014245
E02000375,Hammersmith and Fulham 004,E09000013,Hammersmith and Fulham,0.7489399655680727,7639,32,20,3,14,10199.749447481816,42.72705620099726,26.70441012562329,26.181437360911115,3.9272156041366673,18.32700615263778
E02000376,Hammersmith and Fulham 005,E09000013,Hammersmith and Fulham,0.4099108496303787,6772,16,10,1,5,16520.665422997194,39.032877549904775,24.39554846869048,14.766686355581808,1.4766686355581806,7.383343177790904
E02000377,Hammersmith and Fulham 006,E09000013,Hammersmith and Fulham,0.44353832687735917,7839,13,7,3,5,17673.782681169574,29.309755690165133,15.782176140858148,8.929710422247735,3.827018752391887,6.378364587319811
E02000378,Hammersmith and Fulham 007,E09000013,Hammersmith and Fulham,0.29441426565477363,6547,5,4,0,1,22237.373537045,16.982872718073164,13.58629817445853,6.109668550481136,0.0,1.527417137620284
E02000379,Hammersmith and Fulham 008,E09000013,Hammersmith and Fulham,0.6787556510472834,7351,10,2,0,1,10830.112410346497,14.732842348451227,2.9465684696902454,2.7207182696231804,0.0,1.3603591348115902
E02000380,Hammersmith and Fulham 009,E09000013,Hammersmith and Fulham,0.35245158609343563,5553,8,2,0,2,15755.35539944453,22.698152925545877,5.674538231386469,3.6016567621105713,0.0,3.6016567621105713
E02000381,Hammersmith and Fulham 010,E09000013,Hammersmith and Fulham,0.553175170937309,7780,4,7,1,5,14064.261031125896,7.230982535283236,12.654219436745665,8.997429305912597,1.2853470437017993,6.4267352185089965
E02000382,Hammersmith and Fulham 011,E09000013,Hammersmith and Fulham,0.6795507443123662,6362,20,7,1,4,9362.06759134327,29.431209026542817,10.300923159289985,11.002829298962592,1.5718327569946557,6.287331027978623
E02000383,Hammersmith and Fulham 012,E09000013,Hammersmith and Fulham,0.6003358878201743,8768,18,9,1,8,14605.15717598809,29.983215005450003,14.991607502725001,10.264598540145986,1.1405109489051095,9.124087591240876
E02000384,Hammersmith and Fulham 013,E09000013,Hammersmith and Fulham,0.837603634814276,8811,43,26,4,16,10519.295325113633,51.33693099306392,31.040935019061905,29.50856883441153,4.539779820678698,18.15911928271479
E02000385,Hammersmith and Fulham 014,E09000013,Hammersmith and Fulham,0.39961499145190355,5514,13,6,0,4,13798.281140470297,32.53131208308195,15.014451730653208,10.881392818280741,0.0,7.254261878853827
E02000386,Hammersmith and Fulham 015,E09000013,Hammersmith and Fulham,0.4375047726509632,7700,9,3,0,2,17599.80800516428,20.571204161880324,6.857068053960108,3.896103896103896,0.0,2.5974025974025974
E02000387,Hammersmith and Fulham 016,E09000013,Hammersmith and Fulham,0.40786575419179233,6291,7,0,0,0,15424.192728477416,17.162509791661407,0.0,0.0,0.0,0.0
E02000388,Hammersmith and Fulham 017,E09000013,Hammersmith and Fulham,0.5316644721386039,8806,14,5,1,2,16563.07777079431,26.332397091882843,9.404427532815301,5.677946854417443,1.1355893708834885,2.271178741766977
E02000389,Hammersmith and Fulham 018,E09000013,Hammersmith and Fulham,0.8018930114921974,9115,7,8,1,3,11366.853020751998,8.729344064208885,9.976393216238725,8.776741634668129,1.0970927043335161,3.291278113000548
E02000390,Hammersmith and Fulham 019,E09000013,Hammersmith and Fulham,0.3478873526332064,6225,5,1,1,1,17893.723220698117,14.372468450359934,2.874493690071987,1.606425702811245,1.606425702811245,1.606425702811245
E02000391,Hammersmith and Fulham 020,E09000013,Hammersmith and Fulham,0.6652626063366961,7523,22,4,1,2,11308.316337552473,33.06964767063065,6.012663212841937,5.317027781470158,1.3292569453675396,2.658513890735079
E02000392,Hammersmith and Fulham 021,E09000013,Hammersmith and Fulham,0.5533479634674223,9238,15,17,3,11,16694.739313961305,27.107717006865077,30.72207927444709,18.402251569603813,3.2474561593418487,11.907339250920113
E02000393,Hammersmith and Fulham 022,E09000013,Hammersmith and Fulham,0.35592226285770506,5976,5,1,0,0,16790.183204665558,14.048011382752309,2.8096022765504616,1.6733601070950468,0.0,0.0
E02000394,Hammersmith and Fulham 023,E09000013,Hammersmith and Fulham,0.8136984316339595,10278,23,1,0,0,12631.215202616411,28.266000161527288,1.228956528762056,0.972951936174353,0.0,0.0
E02000395,Hammersmith and Fulham 024,E09000013,Hammersmith and Fulham,1.1973742112136456,5923,20,4,0,2,4946.657397937868,16.70321593090619,3.340643186181238,6.753334458889077,0.0,3.3766672294445383
E02000396,Hammersmith and Fulham 025,E09000013,Hammersmith and Fulham,0.705596489995167,6903,11,4,2,3,9783.211931861058,15.589646711643002,5.668962440597456,5.794582065768506,2.897291032884253,4.34593654932638
E02000397,Haringey 001,E09000014,Haringey,0.5638974034251483,7902,6,3,1,3,14013.187420269636,10.640233424654243,5.320116712327121,3.7965072133637054,1.2655024044545686,3.7965072133637054
E02000398,Haringey 002,E09000014,Haringey,1.191196932688191,7613,13,4,0,1,6391.050707979607,10.91339277600616,3.3579670080018955,5.254170497832654,0.0,1.3135426244581636
E02000400,Haringey 004,E09000014,Haringey,1.3337976120793402,7766,24,1,0,0,5822.472562305085,17.99373441866109,0.7497389341108789,1.287664177182591,0.0,0.0
E02000401,Haringey 005,E09000014,Haringey,0.7468421441900406,6823,14,1,0,0,9135.7993828798,18.7455945127242,1.338971036623157,1.465630954125751,0.0,0.0
E02000402,Haringey 006,E09000014,Haringey,0.9506703584420936,6557,17,1,1,1,6897.23829271931,17.882118495688314,1.051889323275783,1.5250876925423213,1.5250876925423213,1.5250876925423213
E02000403,Haringey 007,E09000014,Haringey,0.8508968569671503,7379,22,0,0,0,8672.02639142534,25.855072585900185,0.0,0.0,0.0,0.0
E02000404,Haringey 008,E09000014,Haringey,0.6409520694385051,7022,12,3,1,1,10955.57738997785,18.722148772391655,4.680537193097914,4.272287097692965,1.4240956992309883,1.4240956992309883
E02000405,Haringey 009,E09000014,Haringey,1.7820319052271105,6347,23,4,3,4,3561.664626420428,12.906615157975397,2.244628723126156,6.302190011028833,4.726642508271625,6.302190011028833
E02000406,Haringey 010,E09000014,Haringey,0.45801750195556507,6592,6,1,0,1,14392.463108624894,13.099936081879454,2.183322680313242,1.5169902912621358,0.0,1.5169902912621358
E02000407,Haringey 011,E09000014,Haringey,0.5221232713055132,7506,23,3,1,1,14375.915444703418,44.0508999771088,5.745769562231582,3.996802557953637,1.332267519317879,1.332267519317879
E02000408,Haringey 012,E09000014,Haringey,0.5178490449368266,8136,13,5,2,3,15711.142232564176,25.103840833743153,9.65532339759352,6.145526057030481,2.458210422812193,3.687315634218289
E02000409,Haringey 013,E09000014,Haringey,0.6940698838708631,6075,10,1,0,0,8752.720930808027,14.407771079519385,1.4407771079519385,1.646090534979424,0.0,0.0
E02000410,Haringey 014,E09000014,Haringey,0.7521366146268817,6237,12,1,0,0,8292.376516058905,15.954548371445702,1.3295456976204751,1.60333493666827,0.0,0.0
E02000411,Haringey 015,E09000014,Haringey,1.39358298266331,13169,39,2,0,2,9449.742257064885,27.985416358533715,1.4351495568478827,1.518718201837649,0.0,1.518718201837649
E02000412,Haringey 016,E09000014,Haringey,0.771559180275128,8079,24,13,1,7,10471.004955341381,31.105844650104363,16.848999185473197,16.091100383710856,1.2377769525931428,8.664438668151998
E02000413,Haringey 017,E09000014,Haringey,1.2189679718802895,7655,8,0,0,0,6279.902488489476,6.562928792673522,0.0,0.0,0.0,0.0
E02000414,Haringey 018,E09000014,Haringey,0.40933698630339865,6991,11,0,0,0,17078.837813151593,26.87272435197647,0.0,0.0,0.0,0.0
E02000415,Haringey 019,E09000014,Haringey,0.7040973673587217,7144,22,4,1,2,10146.323976184238,31.24567853808136,5.681032461469338,5.599104143337066,1.3997760358342666,2.799552071668533
E02000416,Haringey 020,E09000014,Haringey,0.6285325372758674,8183,9,5,0,4,13019.214622469772,14.319067774927037,7.955037652737243,6.110228522546743,0.0,4.888182818037395
E02000417,Haringey 021,E09000014,Haringey,1.059599138798119,6411,20,11,4,8,6050.401293523004,18.87506252853846,10.381284390696154,17.15800967087818,6.239276243955701,12.478552487911402
E02000418,Haringey 022,E09000014,Haringey,0.7132737033328769,5274,7,0,0,0,7394.076040314475,9.813904490368094,0.0,0.0,0.0,0.0
E02000419,Haringey 023,E09000014,Haringey,0.6424400835151619,9016,14,11,4,5,14033.993568191201,21.791915478557765,17.1222193045811,12.200532386867792,4.436557231588288,5.545696539485359
E02000420,Haringey 024,E09000014,Haringey,0.577295992028498,7996,23,10,4,6,13850.780380275497,39.84091405031721,17.32213654361618,12.506253126563282,5.002501250625312,7.503751875937969
E02000421,Haringey 025,E09000014,Haringey,0.7838916156317393,8850,21,7,2,5,11289.82607227885,26.789417798627778,8.929805932875926,7.909604519774011,2.2598870056497176,5.649717514124294
E02000422,Haringey 026,E09000014,Haringey,0.5424387207043878,7225,13,1,0,1,13319.476881403161,23.965840755465898,1.843526211958915,1.384083044982699,0.0,1.384083044982699
E02000423,Haringey 027,E09000014,Haringey,0.5549407394454065,6784,10,7,3,6,12224.728728295846,18.01994211128515,12.613959477899606,10.318396226415095,4.422169811320755,8.84433962264151
E02000424,Haringey 028,E09000014,Haringey,0.666188214139801,6494,14,3,0,2,9747.995929926825,21.015082078684255,4.5032318740037685,4.619648906683092,0.0,3.079765937788728
E02000425,Haringey 029,E09000014,Haringey,0.5409088661565628,8003,10,0,0,0,14795.46833252236,18.487402639663078,0.0,0.0,0.0,0.0
E02000426,Haringey 030,E09000014,Haringey,2.229190111782883,6477,35,2,1,1,2905.539534633842,15.700769447612238,0.8971868255778422,3.087849312953528,1.543924656476764,1.543924656476764
E02000427,Haringey 031,E09000014,Haringey,1.0738150640345774,6589,17,3,2,2,6136.0659024874985,15.831403906858016,2.7937771600337675,4.5530429503718315,3.0353619669145546,3.0353619669145546
E02000428,Haringey 032,E09000014,Haringey,0.5967405388458056,8587,9,4,1,1,14389.838532854952,15.08193161706004,6.703080718693351,4.6582042622569,1.164551065564225,1.164551065564225
E02000429,Haringey 033,E09000014,Haringey,0.9808490958083548,6467,15,1,0,0,6593.2670251077725,15.292872332861696,1.0195248221907798,1.5463120457708364,0.0,0.0
E02000430,Haringey 034,E09000014,Haringey,0.6581220341587425,6944,17,15,6,8,10551.234633674445,25.831075572071654,22.792125504769107,21.601382488479263,8.640552995391706,11.52073732718894
E02000431,Haringey 035,E09000014,Haringey,0.6090882246565371,5706,13,3,0,1,9368.10098933959,21.343377648337658,4.925394841924075,5.257623554153523,0.0,1.752541184717841
E02000432,Haringey 036,E09000014,Haringey,0.5361505634801338,5884,7,3,0,0,10974.529172938233,13.056034026269142,5.595443154115347,5.098572399728076,0.0,0.0
E02000433,Harrow 001,E09000015,Harrow,6.318055660216951,8917,43,9,2,6,1411.3519221028525,6.80589129196172,1.4244888750617553,10.093080632499719,2.24290680722216,6.72872042166648
E02000434,Harrow 002,E09000015,Harrow,1.9627532042093445,10180,18,2,1,2,5186.591965901697,9.17079129530752,1.0189768105897246,1.9646365422396856,0.9823182711198428,1.9646365422396856
E02000435,Harrow 003,E09000015,Harrow,1.80670528572297,8254,9,0,0,0,4568.537029932409,4.981443332855788,0.0,0.0,0.0,0.0
E02000436,Harrow 004,E09000015,Harrow,4.7218926852024925,5695,13,0,0,0,1206.0841657513818,2.753133301978571,0.0,0.0,0.0,0.0
E02000437,Harrow 005,E09000015,Harrow,1.396669909776261,9139,17,3,1,1,6543.421560119398,12.171809445456807,2.147966372727672,3.2826348615822303,1.09421162052741,1.09421162052741
E02000438,Harrow 006,E09000015,Harrow,1.7512993168313096,8612,25,4,0,3,4917.491782947765,14.275115486959375,2.2840184779135,4.644681839294009,0.0,3.4835113794705066
E02000439,Harrow 007,E09000015,Harrow,1.0635055207763962,9832,10,6,2,3,9244.897941688443,9.402866092034625,5.641719655220775,6.102522375915378,2.034174125305126,3.051261187957689
E02000440,Harrow 008,E09000015,Harrow,1.4951518940192066,9520,23,2,1,1,6367.246055789505,15.383052445709938,1.3376567344095598,2.100840336134454,1.050420168067227,1.050420168067227
E02000441,Harrow 009,E09000015,Harrow,2.3359222453901194,7547,20,1,0,0,3230.843841182558,8.561928822532286,0.4280964411266143,1.3250298131707963,0.0,0.0
E02000442,Harrow 010,E09000015,Harrow,1.1396827657145916,9806,17,4,0,0,8604.14871137544,14.916431582029622,3.5097486075363817,4.079135223332654,0.0,0.0
E02000443,Harrow 011,E09000015,Harrow,0.9782380036103577,11093,7,2,0,0,11339.776168027976,7.155722814044518,2.044492232584148,1.8029387902280718,0.0,0.0
E02000444,Harrow 012,E09000015,Harrow,1.0942984755283631,9200,17,5,2,2,8407.21266248492,15.535066876330832,4.5691373165678915,5.434782608695652,2.1739130434782608,2.1739130434782608
E02000445,Harrow 013,E09000015,Harrow,1.2508953074552867,12477,25,6,2,3,9974.455836261894,19.985685333537496,4.796564480048999,4.80884828083674,1.6029494269455797,2.40442414041837
E02000447,Harrow 015,E09000015,Harrow,2.1238306858512064,8666,22,1,0,1,4080.3629299323215,10.358641179149673,0.47084732632498516,1.1539349180706209,0.0,1.1539349180706209
E02000448,Harrow 016,E09000015,Harrow,1.7202668577164086,7228,23,6,2,4,4201.673692414737,13.37001866706405,3.4878309566254044,8.301051466519093,2.767017155506364,5.534034311012728
E02000449,Harrow 017,E09000015,Harrow,0.9183350440683464,8572,6,0,0,0,9334.283881866142,6.533563146429871,0.0,0.0,0.0,0.0
E02000451,Harrow 019,E09000015,Harrow,1.5993023367851507,6761,19,4,1,1,4227.468343221879,11.880180227956766,2.5010905743066876,5.916284573287975,1.4790711433219939,1.4790711433219939
E02000452,Harrow 020,E09000015,Harrow,1.1246256287469365,11180,13,16,3,4,9941.085917148102,11.559402229241979,14.226956589836282,14.311270125223613,2.6833631484794274,3.5778175313059033
E02000453,Harrow 021,E09000015,Harrow,1.0341386790465021,8639,13,1,0,0,8353.811896838963,12.57084785957941,0.9669882968907239,1.1575413821044103,0.0,0.0
E02000454,Harrow 022,E09000015,Harrow,1.5667773653796233,7326,18,1,0,0,4675.839823755012,11.488549935516,0.6382527741953333,1.365001365001365,0.0,0.0
E02000455,Harrow 023,E09000015,Harrow,1.2317188349377273,13159,33,15,4,8,10683.44465209488,26.79182867384536,12.178103942656982,11.399042480431643,3.0397446614484385,6.079489322896877
E02000456,Harrow 024,E09000015,Harrow,0.9254075053163333,7969,16,0,0,0,8611.341440629387,17.2896803927808,0.0,0.0,0.0,0.0
E02000457,Harrow 025,E09000015,Harrow,1.1599709948724344,7177,8,4,2,2,6187.223673458557,6.896724172727944,3.448362086363972,5.573359342343598,2.786679671171799,2.786679671171799
E02000459,Harrow 027,E09000015,Harrow,1.1996437599503462,9554,18,5,2,2,7964.03092230934,15.004454322960866,4.167903978600241,5.233410090014654,2.0933640360058616,2.0933640360058616
E02000460,Harrow 028,E09000015,Harrow,0.8661221984591188,7511,14,3,0,0,8671.9864856974,16.164000905307365,3.4637144797087207,3.994141925176408,0.0,0.0
E02000461,Harrow 029,E09000015,Harrow,2.6622394453872147,7557,27,3,0,1,2838.5876458610046,10.141837559646305,1.1268708399607006,3.969829297340214,0.0,1.323276432446738
E02000462,Harrow 030,E09000015,Harrow,0.9996425477553239,7129,13,4,1,1,7131.549188265363,13.004648540812138,4.001430320249888,5.610885117127227,1.4027212792818067,1.4027212792818067
E02000463,Harrow 031,E09000015,Harrow,0.9288259021551692,8822,4,1,0,0,9498.012468784706,4.306512114615599,1.0766280286538998,1.1335298118340513,0.0,0.0
E02000464,Havering 001,E09000016,Havering,5.8574070490874375,8038,26,0,0,0,1372.2795654524796,4.438824172899287,0.0,0.0,0.0,0.0
E02000465,Havering 002,E09000016,Havering,2.800641436971268,9713,39,1,1,1,3468.1340752081596,13.925381337703925,0.35706105994112625,1.0295480284155256,1.0295480284155256,1.0295480284155256
E02000466,Havering 003,E09000016,Havering,6.279437314248417,9337,37,0,0,0,1486.9166666914232,5.892247688506229,0.0,0.0,0.0,0.0
E02000467,Havering 004,E09000016,Havering,1.3585929621586725,12045,26,6,2,2,8865.790075094797,19.13744640535199,4.416333785850459,4.9813200498132,1.6604400166044002,1.6604400166044002
E02000468,Havering 005,E09000016,Havering,4.093894458774874,9251,21,4,2,3,2259.7065198325668,5.129589981243531,0.9770647583321012,4.323856880337261,2.1619284401686305,3.242892660252946
E02000469,Havering 006,E09000016,Havering,1.7140356702695632,7647,22,1,0,1,4461.400735491911,12.835205463687988,0.5834184301676358,1.307702366941284,0.0,1.307702366941284
E02000470,Havering 007,E09000016,Havering,6.762613843040564,10290,47,7,1,3,1521.601002042943,6.949975422353579,1.0351027224781926,6.802721088435374,0.9718172983479106,2.9154518950437316
E02000471,Havering 008,E09000016,Havering,2.1405036269007898,7902,16,2,0,1,3691.6545717052645,7.474876379053939,0.9343595473817424,2.5310048089091373,0.0,1.2655024044545686
E02000472,Havering 009,E09000016,Havering,1.5357646338808328,9908,17,1,1,1,6451.509418446999,11.069404533064088,0.651141443121417,1.0092854259184496,1.0092854259184496,1.0092854259184496
E02000473,Havering 010,E09000016,Havering,2.855531873834404,11085,19,1,1,1,3881.938808518736,6.653751679012719,0.3501974567901431,0.9021199819576003,0.9021199819576003,0.9021199819576003
E02000474,Havering 011,E09000016,Havering,2.207142660906401,9728,24,2,0,1,4407.508482485237,10.873787374552395,0.9061489478793663,2.0559210526315788,0.0,1.0279605263157894
E02000475,Havering 012,E09000016,Havering,2.8026861595702095,10124,31,2,1,2,3612.2489010872737,11.060817456904926,0.7136011262519307,1.9755037534571314,0.9877518767285657,1.9755037534571314
E02000476,Havering 013,E09000016,Havering,1.5664522104136493,10410,41,23,5,13,6645.590545817581,26.17379561753322,14.682860956177173,22.094140249759846,4.803073967339097,12.487992315081652
E02000477,Havering 014,E09000016,Havering,1.7491244764959577,9582,17,1,1,1,5478.169294843862,9.719148195819834,0.5717145997541079,1.0436234606553956,1.0436234606553956,1.0436234606553956
E02000478,Havering 015,E09000016,Havering,2.491271205581171,6017,17,0,0,0,2415.2328283328497,6.82382550800373,0.0,0.0,0.0,0.0
E02000479,Havering 016,E09000016,Havering,1.3751152067929395,10136,23,5,0,2,7371.018769866783,16.72587132073165,3.63605898276775,4.932912391475928,0.0,1.973164956590371
E02000480,Havering 017,E09000016,Havering,3.375481291256089,15127,39,2,0,1,4481.434999857729,11.553907912636442,0.59250809808392,1.3221392212599985,0.0,0.6610696106299992
E02000481,Havering 018,E09000016,Havering,12.243913508759665,8449,17,1,0,1,690.0571450423372,1.388444959843737,0.08167323293198452,1.1835720203574387,0.0,1.1835720203574387
E02000482,Havering 019,E09000016,Havering,2.83003872449902,6805,39,2,2,2,2404.56073660428,13.78073015834929,0.706704110684579,2.9390154298310067,2.9390154298310067,2.9390154298310067
E02000483,Havering 020,E09000016,Havering,1.6026478859121323,8123,25,6,3,3,5068.487015397564,15.599184462013925,3.7438042708833423,7.38643358365136,3.69321679182568,3.69321679182568
E02000484,Havering 021,E09000016,Havering,1.850738758475601,8656,10,3,0,0,4677.051237166337,5.403247732401036,1.6209743197203108,3.465804066543438,0.0,0.0
E02000485,Havering 022,E09000016,Havering,2.0936810156505214,8821,28,10,1,4,4213.153739305055,13.373574957549206,4.776276770553288,11.336583153837433,1.1336583153837434,4.534633261534974
E02000486,Havering 023,E09000016,Havering,1.2742304162187028,7569,16,3,1,1,5940.05597705093,12.556598709580511,2.3543622580463457,3.9635354736424895,1.321178491214163,1.321178491214163
E02000487,Havering 024,E09000016,Havering,12.879963364509635,7888,20,1,0,0,612.4241022094174,1.5527994477926403,0.07763997238963202,1.2677484787018256,0.0,0.0
E02000488,Havering 025,E09000016,Havering,1.8287365700993714,8196,12,2,0,0,4481.782742253926,6.561907382509409,1.0936512304182349,2.440214738897023,0.0,0.0
E02000489,Havering 026,E09000016,Havering,2.5992069877949473,8951,22,3,1,1,3443.7426653710386,8.464120057888822,1.154198189712112,3.3515808289576583,1.1171936096525528,1.1171936096525528
E02000490,Havering 027,E09000016,Havering,2.051468601894786,8982,16,0,0,0,4378.326819968879,7.799290705800719,0.0,0.0,0.0,0.0
E02000491,Havering 028,E09000016,Havering,5.348459797658949,13545,41,5,0,1,2532.5047793999915,7.665758283898092,0.9348485712070844,3.6913990402362495,0.0,0.7382798080472499
E02000492,Havering 029,E09000016,Havering,15.611168703220239,7041,20,1,0,1,451.0232471286789,1.2811340637087882,0.06405670318543942,1.42025280499929,0.0,1.42025280499929
E02000493,Havering 030,E09000016,Havering,1.2889243230213718,6908,21,4,0,1,5359.507828828099,16.292655530600765,3.1033629582096696,5.790387955993051,0.0,1.4475969889982627
E02000494,Hillingdon 001,E09000017,Hillingdon,6.221247759906896,7774,30,0,0,0,1249.5885552251889,4.822183773701526,0.0,0.0,0.0,0.0
E02000495,Hillingdon 002,E09000017,Hillingdon,2.727704321910353,10853,45,10,2,7,3978.8036822110835,16.497389265594652,3.666086503465478,9.214042200313276,1.8428084400626557,6.4498295402192936
E02000496,Hillingdon 003,E09000017,Hillingdon,15.224361255525926,7773,37,5,1,4,510.5632919199592,2.4303154253233616,0.3284210034220759,6.432522835456066,1.2865045670912132,5.146018268364853
E02000497,Hillingdon 004,E09000017,Hillingdon,2.7020105600311934,9547,24,1,0,0,3533.294851330923,8.882274686492318,0.37009477860384654,1.0474494605635278,0.0,0.0
E02000498,Hillingdon 005,E09000017,Hillingdon,3.1377176067004555,6401,27,0,0,0,2040.0178736069017,8.604980876017239,0.0,0.0,0.0,0.0
E02000499,Hillingdon 006,E09000017,Hillingdon,1.6086443290885943,8104,17,4,2,3,5037.782344709762,10.567904721133507,2.4865658167372957,4.935834155972359,2.4679170779861797,3.7018756169792697
E02000500,Hillingdon 007,E09000017,Hillingdon,2.897848874292918,8665,40,14,6,6,2990.1490298089757,13.803342318795039,4.831169811578264,16.156953260242354,6.924408540103866,6.924408540103866
