BusinessNameClean,DisplayName,StoreCount,BakeryScore,BakeryRank
faasos wrapchic,"Faasos, Wrapchic",1,0.008327848801405828,43670
saravanaa bhavan restaurant,Saravanaa Bhavan Restaurant,1,0.008327456226532711,43671
al forno,Al Forno,2,0.008326895732531306,43672
famous spyros hca,Famous Spyros (HCA),1,0.008326706436561613,43673
maxilla social club,Maxilla Social Club,1,0.008326176124567996,43674
extratime clockhouse club,ExtraTime@Clockhouse Club,1,0.008325066881459614,43675
remo s village,Remo's Village,1,0.008324890392847027,43676
xi an biang biang noodles,Xi'an Biang Biang Noodles,1,0.008324176963631077,43677
uncle pinoy,Uncle Pinoy,1,0.008324087579117557,43678
lyric public house,Lyric Public House,1,0.00832388809783966,43679
clarke pharmacy,Clarke Pharmacy,1,0.008323480052458998,43680
newham college canteen,Newham College Canteen,1,0.008323287196250407,43681
shoots jerk van,Shoots Jerk Van,1,0.008323041733566785,43682
approach tavern,Approach Tavern,1,0.008322853077726995,43683
cansu food express,Cansu Food Express,1,0.008322607119163883,43684
poetry of spices,Poetry Of Spices,1,0.00832246635245444,43685
bubble and chai,Bubble & Chai,1,0.008322348311365146,43686
sam poundstore,Sam Poundstore,1,0.008322282747915554,43687
chi pot pot,CHI POT POT,1,0.008321725837611494,43688
putney town rowing club,Putney Town Rowing Club,1,0.008320307236661266,43689
wimborne house children s home,Wimborne House Children's home,1,0.008320181242014382,43690
purley sports club,Purley Sports Club,1,0.008319970644440565,43691
melk coffee company,Melk Coffee Company,1,0.008319019795634085,43692
mina s spice pantry,Mina's Spice Pantry,1,0.0083188815909382,43693
ark royal,Ark Royal,1,0.0083182957444093,43694
bar lula s,Bar Lula's,1,0.008317976784471824,43695
maureens kitchen,Maureens Kitchen,1,0.008317486052890576,43696
chequers,Chequers,2,0.008317066658562156,43697
go club gordon primary school,GO! Club (Gordon Primary School),1,0.008316410801138511,43698
wraps and wings wicked burger eggsquisite holy bagel,"Wraps and Wings, Wicked Burger, Eggsquisite, Holy Bagel",1,0.008316097530154323,43699
baylis food and wine,Baylis Food & Wine,1,0.008315052631094734,43700
mirravale kitchen,Mirravale Kitchen,1,0.008315024088011724,43701
ariana restaurant limited,Ariana Restaurant Limited,1,0.008314998706357648,43702
cc s cuisine carib nibbs,CC's Cuisine / Carib-Nibbs,1,0.008314988469950227,43703
raas swahili arab catering,RAAS Swahili - Arab Catering,1,0.008314367964973007,43704
hanworth air parks and library cafe,Hanworth Air Parks and Library Cafe,1,0.00831412890057569,43705
nu moi,Nu Moi,1,0.008313841049307236,43706
premier bexley,Premier Bexley,1,0.008313707702995483,43707
salim catering,Salim Catering,1,0.008313385555502201,43708
red tomato,Red Tomato,1,0.008312759640557686,43709
beijing,Beijing,1,0.008311389083593624,43710
mv city alpha,MV City Alpha,1,0.008310902513580501,43711
the momos,The Momos,1,0.008310817182703495,43712
happy valley,Happy Valley,5,0.00831015170161756,43713
ristorante carola,Ristorante Carola,1,0.00830992232974183,43714
delight cafe,Delight Cafe,1,0.008309342593857384,43715
pandian foods,Pandian Foods,1,0.008309000727773215,43716
tra brew 29,Tra Brew 29,1,0.00830899545662024,43717
13th floor coffee,13th Floor Coffee,2,0.008308424775297701,43718
jewish care sandringham campus,Jewish Care ? Sandringham Campus,1,0.00830798026932307,43719
s s news,S S News,1,0.008307513355579072,43720
warren court,Warren Court,1,0.00830748269590401,43721
king of wings tinseltown dog n bun,King of Wings/ Tinseltown/ Dog 'N' Bun,1,0.008306966689040608,43722
tinseltown king of wings dog n bun,"Tinseltown, King of Wings, Dog 'N' Bun",1,0.008306966689040608,43723
ken persaud,Ken Persaud,1,0.00830632147078494,43724
kebab kitchen ltd,Kebab kitchen ltd,1,0.008304976193417414,43725
wonder food,Wonder Food,1,0.008304463317342093,43726
vita student,"Vita Student,",1,0.00830408082173011,43727
romford nursing care centre,Romford Nursing Care Centre,1,0.008303708751411646,43728
canary wharf college kitchen,Canary Wharf College Kitchen,2,0.008302593673170858,43729
street grub,Street Grub,1,0.00830234789527616,43730
pitta pan,PITTA PAN,1,0.008302219019554339,43731
gidea park lawn tennis club,Gidea Park Lawn Tennis Club,1,0.008302193297010449,43732
campden hill lawn tennis club,Campden Hill Lawn Tennis Club,1,0.008302067033151152,43733
hive canteen,Hive Canteen,1,0.008300951857701995,43734
50 ways caviar,50 Ways Caviar,1,0.0083006522788427,43735
bangkok manor the boston bar,Bangkok Manor @ The Boston Bar,1,0.008300640713162425,43736
the purpose bar,The purpose bar,1,0.008300618413806969,43737
grana cheesy pasta,Grana cheesy pasta,1,0.008299324507540035,43738
combo meals,Combo Meals,2,0.00829909394064677,43739
impact food group orchard house school lower school,Impact Food Group @ Orchard House School Lower School,1,0.008298835695998331,43740
fenix mayfair,FENIX MAYFAIR,1,0.008298702299901628,43741
persian palace,Persian Palace,1,0.008298627613508374,43742
mei leaf,Mei Leaf,1,0.008298561849297675,43743
himalayan tiffin,Himalayan Tiffin,1,0.008298384771910876,43744
birria taco,Birria Taco,3,0.008297923077816712,43745
red squirrel shop,Red Squirrel Shop,1,0.008297531670878868,43746
go hakka,Go Hakka,1,0.008297397385534465,43747
coco playa,Coco Playa,1,0.008296421667309184,43748
kishmish,Kishmish,1,0.008295197439567439,43749
ali mangoes,Ali Mangoes,1,0.008294992689522962,43750
square 1 cafe and chessington community food pantry,Square 1 Cafe And Chessington Community Food Pantry,1,0.00829495133408452,43751
joe delucci s,Joe Delucci's,2,0.008294554355774296,43752
the black lamb,The Black Lamb,1,0.008293931614793337,43753
caddi club chelsea,Caddi Club Chelsea,1,0.008293341177610002,43754
long joy,Long Joy,1,0.008293247389224071,43755
bismillah grocery,Bismillah Grocery,1,0.008293227979072308,43756
diyana food and wine,Diyana Food And Wine,1,0.008291877266885543,43757
refill therapy,Refill Therapy,1,0.008291588228335981,43758
rachel s hot hot hot chilli sauce,Rachel's Hot Hot Hot Chilli Sauce,1,0.008291435722990256,43759
go stop,Go Stop,1,0.008291358056382767,43760
riverside vineyard church food bank,Riverside Vineyard Church Food Bank,1,0.008291090303081982,43761
don s hut,Don's Hut,1,0.00829108789145905,43762
yun,YUN,1,0.008290703131506968,43763
little chicks afterschool club,Little Chicks Afterschool Club,1,0.008290266211127105,43764
sovereign food court,Sovereign Food Court,1,0.008289935849542027,43765
bao time,Bao Time,1,0.008289484339288045,43766
aipanda bao shop,AiPanda Bao Shop,1,0.008289351310474341,43767
latin food co,Latin Food Co,1,0.008289223381298026,43768
junior adventures group at park hill junior school,Junior Adventures Group At Park Hill Junior School,1,0.008289065210600929,43769
temple 24 z city hotel,"Temple 24, Z City Hotel",1,0.008287910350668027,43770
eml foods,EML Foods,1,0.008287434825784633,43771
the woolwich front room,The Woolwich Front Room,1,0.008287375108242023,43772
botanica hall,Botanica Hall,1,0.008287102380189978,43773
abbey wood grange day nursery,Abbey Wood Grange Day Nursery,1,0.008286885548796427,43774
kam hon take away,Kam Hon Take Away,1,0.008286402604286234,43775
holiplay at downsview primary and nursery school,Holiplay At Downsview Primary And Nursery School,1,0.00828603766955068,43776
foodland local,Foodland Local,1,0.00828541762356158,43777
chipotle westfield white city,Chipotle Westfield White City,1,0.008284499743717566,43778
prima sapori d italia,Prima Sapori D'Italia,1,0.008284295315178072,43779
kalypso finest,Kalypso Finest,1,0.008283928353491331,43780
mama t s,Mama T's,1,0.008283287587363925,43781
shikumen express,Shikumen Express,1,0.008282954966950452,43782
edgware local,Edgware Local,1,0.008282954238868588,43783
lordship lane food and wine,Lordship lane food and wine,1,0.008282822704112257,43784
abbey wood community centre,Abbey Wood Community Centre,1,0.008282686031641884,43785
hoko wonton noodles,HOKO WONTON NOODLES,1,0.00828220211295966,43786
lucy ward catering,Lucy Ward catering,1,0.008281865074489253,43787
chutnei charm,Chutnei Charm,2,0.00828152708284713,43788
woodside express,Woodside Express,1,0.008281119037248595,43789
trent park golf club,Trent Park Golf Club,1,0.008279239335066354,43790
miraj cash and carry,Miraj Cash And Carry,1,0.008278559672712673,43791
angels club,Angels Club,1,0.00827851944838505,43792
blend and sip,Blend&Sip,1,0.008277537192743798,43793
lantana catering services,Lantana Catering Services,1,0.008277447488101023,43794
the aegean deli,The Aegean Deli,1,0.008276735575586964,43795
chaat chaska,Chaat Chaska,1,0.00827620347821298,43796
foodcycle lewisham newcross,FoodCycle Lewisham Newcross,1,0.008275861345718937,43797
rishi s news,Rishi's News,1,0.00827480451391752,43798
sev mini market,Sev Mini Market,1,0.008274484016064761,43799
munchies cafe munchies burgers,Munchies Cafe/Munchies Burgers,1,0.00827445469717058,43800
oniseh persian cuisine,Oniseh Persian Cuisine,1,0.008274113028365577,43801
your local food and wine,Your Local Food & Wine,3,0.008273942395637612,43802
brimsdown school and childcentre,Brimsdown School and Childcentre,1,0.008271874482833926,43803
eaton house the manor school,Eaton House The Manor School,1,0.00827136361132995,43804
sahar,Sahar,1,0.008271290414356817,43805
abbey nursery school,Abbey Nursery School,1,0.008270979566188618,43806
aj s dhaba,AJ’S Dhaba,1,0.008270605798646349,43807
open doors lunch club,Open Doors Lunch Club,1,0.008270325888594297,43808
marsh food and wine,Marsh Food and Wine,1,0.008270201510310273,43809
the lemon tree public house,The Lemon Tree Public House,1,0.008269068795204402,43810
aroma baristas,Aroma Baristas,1,0.008268145776214793,43811
goat d,GOAT'd,1,0.008267970921892263,43812
gingr kitchen,Gingr Kitchen,1,0.00826786965494549,43813
chicken cottage holloway road,Chicken Cottage Holloway Road,1,0.00826711464405419,43814
shining roots,Shining Roots,1,0.00826671598404665,43815
delhi wala,Delhi Wala,2,0.008266468378094376,43816
harvest home pub,Harvest Home Pub,1,0.008265633024290139,43817
benugo at nomura hospitality,"Benugo At Nomura, Hospitality",1,0.008264915420376665,43818
wessons post office,Wessons Post Office,1,0.00826473169533993,43819
hugs and mugs food and wine,Hugs & Mugs Food and Wine,1,0.008264723602809592,43820
todays express,Todays Express,1,0.00826452197576372,43821
neerosh food and wine,Neerosh Food And Wine,1,0.008264315683748602,43822
club mexicana marketplace leicester square,Club Mexicana @ MarketPlace Leicester Square,1,0.008263706780329137,43823
olive tree day nursery and preschool,Olive Tree Day Nursery & Preschool,1,0.008262818237132962,43824
the tiger,The tiger,1,0.008262747690496819,43825
kinderzimmer white city living,Kinderzimmer White City Living,2,0.008262729533521914,43826
kantin kitchen,Kantin Kitchen,1,0.008262230196757798,43827
euro express,Euro Express,4,0.008261314982468557,43828
villa country club,Villa Country Club,1,0.008261139667070235,43829
jazzy food and wine,Jazzy Food and Wine,1,0.008261128515677804,43830
the village londis,The Village Londis,1,0.00825991165532712,43831
lebanese falafel and shawarma,Lebanese Falafel & Shawarma,1,0.008258927087432243,43832
sulgrave club,Sulgrave Club,1,0.00825880433940331,43833
east 1 kiosk,East 1 Kiosk,1,0.00825858044182099,43834
efirim catering solutions,Efirim Catering Solutions,1,0.008257628204321068,43835
sky osterley campus the garden,Sky Osterley Campus - The Garden,1,0.00825759441306949,43836
chelsea house hotel,Chelsea House Hotel,1,0.008256915725786287,43837
zen musubi,Zen Musubi,1,0.008256839687032868,43838
bobo s,Bobo's,1,0.00825671109310124,43839
g and b news,G&B News,1,0.0082564542652621,43840
tasteseelive,TasteSeeLive,1,0.008255786902335274,43841
sud italia grab and go,Sud Italia Grab & Go,1,0.008255582115446719,43842
peckham supermarket,Peckham supermarket,1,0.008255298794108737,43843
richmond fresh foods centre,Richmond Fresh Foods centre,1,0.008254329672334868,43844
impact food group more house,Impact Food Group @ More House,1,0.008254272943487925,43845
chandu s kitchen,Chandu's Kitchen,1,0.008253711147783276,43846
big catch,Big Catch,1,0.008253282868423086,43847
hotel in the park kitchen,Hotel in the Park Kitchen,1,0.008253236786018745,43848
the oval brasserie,The Oval Brasserie,1,0.008252913270538027,43849
corner supermarket,Corner Supermarket,2,0.00825275494930634,43850
dom catering,Dom Catering,1,0.008252520173668844,43851
hoan kiem food,Hoan Kiem Food,1,0.00825074680081769,43852
peckham fish limited,Peckham fish limited,1,0.008250372536065963,43853
its all greek to me,Its All Greek To Me,5,0.008250333867176825,43854
kung fu,Kung Fu,1,0.008250229771886997,43855
impact food group eaton house schools the manor,Impact Food Group @ Eaton House Schools -The Manor,1,0.008250005756877949,43856
shanghai family,Shanghai Family,1,0.008249875609006408,43857
bombay chatkaz juice and chat corner,Bombay Chatkaz Juice & Chat Corner,1,0.008249463832189862,43858
howl at the moon,Howl at the Moon,1,0.008248355513756604,43859
tesco bayswater express,Tesco Bayswater Express,1,0.008247542084934766,43860
yumthai,YumThai,1,0.008247502752706633,43861
church of scientology cafe,Church Of Scientology Cafe,1,0.008247399492351527,43862
taz bazar,Taz Bazar,1,0.008245814695891975,43863
1 rebel gym,1 Rebel Gym,1,0.008245191445939616,43864
mitcham s plaice,Mitcham's Plaice,1,0.008244697754732692,43865
hyderabad biryani point,Hyderabad Biryani Point,1,0.008244552691135257,43866
central stores,Central Stores,1,0.0082445368685524,43867
maples nursery school and children s centre,Maples Nursery School & Children's Centre,1,0.008244086684392877,43868
roxy ball room,Roxy Ball Room,2,0.008243772446222831,43869
inaka,Inaka,1,0.008243668838876457,43870
the hoop and grapes,The Hoop & Grapes,1,0.008242905117404336,43871
the kidz clean kitchen,The Kidz Clean Kitchen,1,0.00824167305296591,43872
paji da dhaba,Paji da dhaba,1,0.00824123635408832,43873
rose garden,Rose Garden,1,0.008240567327186598,43874
opa souvlaki,Opa souvlaki,1,0.008240516305103147,43875
wicker fish limited,Wicker Fish Limited,1,0.008239510035168802,43876
urban greens,Urban Greens,6,0.00823944485187695,43877
coffeeklatch,CoffeeKlatch,1,0.008239249639018282,43878
vaani food and wine,Vaani Food & Wine,1,0.008239149086514982,43879
the optimist tavern,The Optimist Tavern,1,0.008239026015432364,43880
happy ninos nursery and pre school,Happy Ninos Nursery & Pre School,1,0.008238919623396204,43881
rk convenience store,RK Convenience Store,1,0.008237927716467076,43882
the choice lounge,The Choice Lounge,1,0.008237589695748058,43883
musthafa kitchen,Musthafa Kitchen,1,0.00823758809726349,43884
phoreal vietnamese street food,Phoreal Vietnamese Street Food,1,0.008236049199131993,43885
beckenham cellar,Beckenham Cellar,1,0.008235899204366471,43886
shivshakti news,Shivshakti News,1,0.008235502834768142,43887
lanterns nursery kitchen,Lanterns Nursery Kitchen,1,0.00823393055085335,43888
the oaks golf centre,The Oaks Golf Centre,1,0.00823370422794016,43889
colombo kitchen,Colombo Kitchen,1,0.008233486101524004,43890
a and j mini market,A And J Mini Market,1,0.00823301190786542,43891
mottingham post office,Mottingham Post office,1,0.008232854787944558,43892
avon lodge,Avon Lodge,1,0.008232694451420355,43893
north end road post office,North End Road Post Office,1,0.00823233743173558,43894
jiffy grocery,Jiffy Grocery,1,0.008232326889819218,43895
dharu chini unit 8,Dharu Chini - Unit 8,1,0.008231303767491174,43896
desi square,Desi Square,1,0.00823061227352151,43897
lmg coffee hut ltd,LMG Coffee Hut Ltd,1,0.008230206531261443,43898
irma s conscious cafe,Irma's Conscious Cafe,1,0.008230151884177904,43899
phoenix bar and hostel,Phoenix Bar & Hostel,1,0.008229332265399143,43900
lavya news also t a more your way,Lavya News Also T/A More Your Way,1,0.00822878005878703,43901
dukes caffe,Dukes Caffe,1,0.008228590852260817,43902
the smokehouse,The Smokehouse,1,0.008228418140370007,43903
mela street food,Mela Street Food,1,0.008227869869152433,43904
go extra local,Go Extra Local,1,0.00822763719912466,43905
fatoush express,Fatoush Express,1,0.008227583967801018,43906
stage house,Stage House,1,0.008226513178603559,43907
ghioks food,Ghioks Food,1,0.008226077072331068,43908
vacherin fieldfisher,"Vacherin, Fieldfisher",1,0.008225878853444044,43909
rajgowry superstore,Rajgowry Superstore,1,0.008225824297710928,43910
the azuki dinning,The Azuki Dinning,1,0.00822580894986111,43911
yen s kitchen,Yen's Kitchen,1,0.008225452565174126,43912
art of zero living,ART OF ZERO LIVING,2,0.00822413886783439,43913
zongo,Zongo,1,0.008223752787581553,43914
ann s general store,Ann's General Store,1,0.008223130446150813,43915
direct team,Direct Team,1,0.008222523341520823,43916
afrikana,Afrikana,5,0.008222381097939366,43917
roberts greengrocer,Roberts Greengrocer,1,0.008220926786546222,43918
penang satay house,Penang Satay House,1,0.00822047896578858,43919
hanoi kitchen,Hanoi Kitchen,1,0.008219764862187336,43920
say nada street food,Say Nada Street Food,1,0.008219753582327285,43921
brewdog,Brewdog,6,0.008219219432715372,43922
chickywicky day nursery,Chickywicky Day Nursery,1,0.008219058481978469,43923
snug place,Snug place,1,0.008218677690525342,43924
madras mess,Madras Mess,1,0.008217296979532787,43925
jaya mini market,Jaya Mini Market,1,0.008217020868684134,43926
hillview childrens centre,Hillview Childrens Centre,1,0.00821688116007367,43927
lord john russell p h,Lord John Russell P.H.,1,0.00821669195119716,43928
rainham food centre,Rainham Food Centre,1,0.008216665670333927,43929
grand feast,Grand Feast,1,0.008216560349196484,43930
falt and feast,Falt and Feast,1,0.008216386396619936,43931
the ugly dumplings,The Ugly Dumplings,1,0.008216128973818434,43932
the dinner tables,The Dinner Tables,1,0.008216093081674317,43933
ella food center,Ella Food Center,1,0.00821565110772959,43934
chase side mini market,Chase Side Mini Market,1,0.008215369174840512,43935
meyer house care home,Meyer House Care Home,1,0.008214936866142837,43936
shores of africa,Shores Of Africa,1,0.008214665579298784,43937
d and d grocery shop,D And D Grocery Shop,1,0.008214522949114792,43938
andy s bangin burgers,Andy's Bangin Burgers,1,0.008214403118874702,43939
the kings centre,The Kings Centre,1,0.008213739251914137,43940
kulcha express,Kulcha Express,5,0.00821344551945933,43941
west indian ex service association,West Indian Ex Service Association,1,0.008212720493588435,43942
the mossy well,The Mossy Well,1,0.008212716755823985,43943
refresh,REFRESH,1,0.008212601419252442,43944
richmond catering,Richmond Catering,1,0.008212376693070893,43945
turkuoise traditional turkish cuisine,Turkuoise Traditional Turkish Cuisine,1,0.008210930888332565,43946
beefeater,Beefeater,1,0.008210546838225271,43947
chopra s superstore,Chopra's Superstore,1,0.00821017264337447,43948
cafe delight,Cafe Delight,8,0.008210033287113797,43949
las iguanas o2 blazing bird and bang bang burrito delivery brands,Las Iguanas O2 (Blazing Bird & Bang Bang Burrito - delivery brands),1,0.008209590798540367,43950
mahiparfish,Mahiparfish,1,0.00820923081068761,43951
arc inflight dining,ARC Inflight Dining,1,0.008208981006332165,43952
ashgrove house simple settings,Ashgrove House – Simple settings,1,0.008208446334405897,43953
mai iv deli,Mai IV Deli,1,0.008208430682524843,43954
kishan news,Kishan News,1,0.008208202400670437,43955
aston house,Aston House,1,0.008208109426283305,43956
juju s bar and stage,Juju's Bar & Stage,1,0.008207876862377514,43957
commune at goodhood,Commune at Goodhood,1,0.008207804824624241,43958
aramada baltic,Aramada Baltic,1,0.008207705464486794,43959
magazin 2 culturi,Magazin 2 Culturi,1,0.00820765758020221,43960
morden news,Morden News,2,0.008207567452636845,43961
the jam pedlar,The Jam Pedlar,1,0.008207561425241023,43962
nirala,Nirala,5,0.008206793238702884,43963
eat17 spar,Eat17 Spar,1,0.008206770399115203,43964
horns supermarket,Horns Supermarket,1,0.008206022231381432,43965
hayward adventure playground,Hayward Adventure Playground,1,0.008205946620005901,43966
one inn the wood micro pub,One Inn The Wood - Micro Pub,1,0.008205777538761342,43967
mama b,Mama B,1,0.008205413763906483,43968
greenshaw high school kitchen,Greenshaw High School Kitchen,1,0.008205278834976727,43969
grand union project st george building site site canteen,"Grand Union Project, St George Building Site,- Site Canteen",1,0.008205204142374084,43970
aylin food and wine,Aylin Food & Wine,1,0.008205092672691257,43971
meridian school kitchen,Meridian School Kitchen,1,0.008204332632288562,43972
uncle patrick kitchen 5,Uncle Patrick (Kitchen 5),1,0.008204293128982715,43973
super star sport finchley,Super Star Sport Finchley,1,0.008203740954583164,43974
olive dining at kensington avenue primary school,Olive Dining At Kensington Avenue Primary School,1,0.00820371000065993,43975
toplocks superstore,Toplocks Superstore,1,0.00820329135978167,43976
han dian,Han Dian,1,0.008203197967396823,43977
emerald food centre,Emerald Food Centre,1,0.008203046423759616,43978
feltham biryani point,Feltham Biryani Point,1,0.008202915285668863,43979
sr food city,SR Food City,1,0.008202417327418087,43980
weavers adventure playground food record,Weavers Adventure Playground Food record,1,0.0082009484789158,43981
moochi booch,Moochi Booch,1,0.008200476871133134,43982
woodgrange news,Woodgrange News,1,0.008199778254299553,43983
10 greek street,10 Greek Street,1,0.008198470282315207,43984
tapinos,Tapinos,1,0.00819714841108771,43985
the greyhound public house,The Greyhound Public House,1,0.00819542233004334,43986
jeet food and wine,Jeet Food & Wine,1,0.008194744122955774,43987
kingston urc cafe,Kingston URC Cafe,1,0.008194732507561968,43988
the wimbledon club,The Wimbledon Club,1,0.008194704105518785,43989
family action food club charlton,Family Action - Food Club - Charlton,1,0.008194598882445695,43990
house of momo,House Of Momo,4,0.008194429021142115,43991
lekki kitchen,Lekki Kitchen,1,0.008193396212481548,43992
unicorn public house,Unicorn Public House,1,0.0081933201466965,43993
neighbourhood cafe yukari,Neighbourhood Cafe Yukari,1,0.008193289405957737,43994
enterprise lounge at croydon mencap,Enterprise Lounge At Croydon Mencap,1,0.008192520049489326,43995
simply the best fish bar limited,Simply The Best Fish Bar Limited,1,0.00819238607622251,43996
ifg food ltd t a istanbul food gate,IFG Food Ltd T/A Istanbul Food Gate,1,0.008192211754146854,43997
kassiopi cove,Kassiopi Cove,1,0.008191998637711943,43998
mercadao da carne,Mercadao da Carne,1,0.00819151679145872,43999
squires food and wine,Squires Food and Wine,1,0.008191334096399595,44000
the dolphin public house,The Dolphin Public House,1,0.00819119205477714,44001
fat hand can street food,Fat Hand Can Street Food,1,0.008191159604252568,44002
nssport care club,NSSport Care Club,1,0.008190904206666214,44003
south end supermarket,South End Supermarket,1,0.008190652116343598,44004
top cat breakfast club,Top Cat Breakfast Club,1,0.008190536769736143,44005
spices of malabar,Spices of Malabar,1,0.008189157417928559,44006
vitals,VITALS,1,0.008189094482212994,44007
food bank at khalsa va primary school,Food Bank At Khalsa VA Primary School,1,0.00818906901830626,44008
kensal green grocery,Kensal Green Grocery,1,0.008189021477464111,44009
st johns tavern,St Johns Tavern,2,0.008188486180684197,44010
al fresco feasts,Al Fresco Feasts,1,0.008188334237769225,44011
nks food and wine,NKS Food And Wine,1,0.008187182952449247,44012
gurka durbar,Gurka Durbar,1,0.008187141457767113,44013
pat s off licence,Pat's Off Licence,1,0.008186914972733444,44014
wheelwrights arms,Wheelwrights Arms,1,0.008186795735314589,44015
wraps and wings wicked eggsquisite maida,"Wraps & Wings, Wicked, EggsQuisite, Maida",1,0.008186663860430626,44016
u see in continental,U See in Continental,1,0.008186579349684725,44017
linda s kitchen,Linda's Kitchen,1,0.008186285873309768,44018
melrose house nursery school fulham,Melrose House Nursery School (Fulham),1,0.008185290455599525,44019
hop vietnamese,HOP VIETNAMESE,5,0.00818482720776159,44020
al raziq,Al-Raziq,1,0.008184427599700811,44021
rg care gullivers unit,RG Care Gullivers Unit,1,0.00818433247824807,44022
aisha s kitchen,Aisha's Kitchen,1,0.008182720731936374,44023
south harrow super market,South Harrow super market,1,0.008181554053999222,44024
meera whole foods,Meera whole foods,1,0.008180422196746306,44025
coal hole,Coal Hole,1,0.008180356045818654,44026
hollybank children s respite centre,Hollybank Children's Respite Centre,1,0.00817994478294003,44027
greenwoods pharmacy,Greenwoods Pharmacy,1,0.008179783654930531,44028
the colombian coffee company t a ethical caffine,The colombian coffee company t/a ethical caffine,1,0.008179162631495117,44029
afro hair and beauty croydon,Afro Hair & Beauty Croydon,1,0.008178612461446135,44030
kids at play preschool,Kids at Play Preschool,1,0.008177750317127096,44031
wylde market,Wylde Market,1,0.008177514688642622,44032
jade garden,Jade Garden,3,0.008176536128651313,44033
east asian home made foods stall,EAST ASIAN HOME - MADE FOODS STALL,1,0.008176447974090454,44034
isovita,Isovita,1,0.008175505972226903,44035
prairie fire,Prairie Fire,2,0.008175452154431478,44036
southall food market,Southall Food Market,1,0.008175263549021894,44037
smugglers cove wet pub,Smugglers Cove - wet pub,1,0.008175227315475363,44038
best boff kitchen,Best Boff Kitchen,1,0.00817441481471794,44039
flavour of india,Flavour Of India,1,0.008173644851938024,44040
il cortile and bustan,Il Cortile & Bustan,1,0.008173448708826928,44041
george green s secondary school kitchen,George Green's Secondary School Kitchen,1,0.008173214524596264,44042
go kyoodai,GO KYOODAI,1,0.008173035720786096,44043
spring taste,Spring Taste,1,0.008172108341630237,44044
bao stop,Bao Stop,1,0.008172067030758288,44045
berni s sandwich bar,Berni's Sandwich Bar,1,0.008172035192248791,44046
starbucks coffee company,Starbucks Coffee Company,55,0.008171912139820022,44047
euro mini market,Euro Mini Market,1,0.00817166939870484,44048
skylark bed and breakfast,Skylark Bed & Breakfast,1,0.008171257438050486,44049
bella donna,Bella Donna,1,0.00817025660029499,44050
loon fung,Loon Fung,1,0.008169845968066419,44051
stop and save supermarket,Stop And Save Supermarket,1,0.008169023435342431,44052
halfway house,Halfway House,2,0.008168659337479966,44053
cuppabutta,CUPPABUTTA,1,0.008168326827059752,44054
global food centre,Global Food Centre,1,0.00816828596396915,44055
united fruit and veg ltd,United Fruit & Veg Ltd,1,0.008167710950467361,44056
rio s piri piri holloway,Rio's Piri Piri Holloway,1,0.00816763497262371,44057
stella s greek kitchen,Stella's Greek Kitchen,1,0.008167347006089464,44058
atalian servest food co,ATALIAN SERVEST FOOD CO,2,0.008167306015395242,44059
ealing lawn tennis club,Ealing Lawn Tennis Club,1,0.008167110672998659,44060
silver darling,Silver Darling,1,0.00816519913520313,44061
new young space,New Young Space,1,0.008164735397913724,44062
wing shack co bethnal green eggs n stuff bethnal green chitti dosa,"Wing Shack Co-Bethnal Green, Eggs n Stuff-Bethnal Green,Chitti Dosa",1,0.008164180414088994,44063
mango lab,Mango Lab,1,0.00816386673923149,44064
a and s caterers,A & S Caterers,1,0.008163494362456992,44065
avebury play group kitchen,Avebury Play Group Kitchen,1,0.008163324623601708,44066
1930 coffee company,1930 Coffee Company,1,0.008162793742630431,44067
little bao boy,LITTLE BAO BOY,3,0.00816261586737821,44068
benugo main kitchen,Benugo - Main Kitchen,1,0.008161773789681286,44069
lee s news,Lee's News,1,0.008161738166678437,44070
the stapleton tavern,The Stapleton Tavern,1,0.00816145103787601,44071
platz kitchen,Platz Kitchen,1,0.008160416428317826,44072
kaptaan s biryani,Kaptaan's Biryani,1,0.008160336060400057,44073
the vault the shack,The Vault/The Shack,1,0.008159911965280032,44074
southgate food centre,Southgate Food Centre,1,0.008159675763737499,44075
coffee beverly hills,Coffee Beverly Hills,1,0.0081595420307041,44076
cutty sark tavern,Cutty Sark Tavern,1,0.008159067639963694,44077
music and beans,Music & Beans,1,0.008158641031230917,44078
harefield nursing centre,Harefield Nursing Centre,1,0.00815800557880126,44079
kg food,KG Food,1,0.008157629519730975,44080
chat,Chat,1,0.008157284009350426,44081
shell park royal,Shell Park Royal,1,0.008156879374343973,44082
nisha s kitchen,Nisha's Kitchen,1,0.008156557565591539,44083
bhaiya s kitchen,Bhaiya's Kitchen,1,0.008156256194733202,44084
beirut canteen lebanese street food,Beirut Canteen Lebanese Street Food,1,0.008156151110082213,44085
il mirto bianco,Il mirto bianco,1,0.00815574819929809,44086
kings caterers,Kings Caterers,1,0.008153765625983375,44087
enfield town conservative club,ENFIELD TOWN CONSERVATIVE CLUB,1,0.008153740511116994,44088
baxterstorey ish,Baxterstorey@ ISH,1,0.008153526970122357,44089
the dark horse terrace,The Dark Horse Terrace,1,0.008153341569231629,44090
new horizons centre,New Horizons Centre,2,0.00815227497291315,44091
dim sum lab,Dim Sum Lab,1,0.008151273044209336,44092
cockfosters cricket club,Cockfosters Cricket Club,1,0.008150630582181505,44093
bar social,Bar Social,1,0.008149271227342762,44094
social bar,Social bar,1,0.008149271227342762,44095
