CleanBusinessName,BakeryLabel,DisplayName,LocationCount,SourceCategories
el sabor,0,El Sabor,1,amenity=fast_food
el salón,0,El Salón,1,amenity=restaurant
el senorio criollo,0,El Senorio Criollo,1,amenity=fast_food
el señorio criollo,0,El Señorio Criollo,1,amenity=cafe
el shaddai,0,El Shaddai,1,shop=convenience
el shams,0,El Shams,1,amenity=fast_food
el socavon,0,El Socavon,1,amenity=restaurant
el sol,0,El Sol,1,amenity=restaurant
el tio,0,El Tio,1,amenity=restaurant
el torero,0,El Torero,1,amenity=restaurant
el toro café,0,El Toro Café,1,amenity=cafe
el turko,0,El Turko,1,amenity=restaurant
el vaquero,0,El Vaquero,1,amenity=restaurant
el vaquero rodizio and wine bar,0,El Vaquero Rodizio & Wine Bar,1,amenity=restaurant
el vino,0,El Vino,1,amenity=restaurant
ela,0,Ela,1,amenity=restaurant
ela and dhani,0,Ela & Dhani,1,amenity=restaurant
ela cafe,0,Ela Cafe,1,amenity=cafe
ela kendro,0,Ela Kendro,1,amenity=restaurant
ela kitchen,0,Ela Kitchen,1,amenity=restaurant
ela s café,0,Ela's Café,1,amenity=cafe
elaahi tandoori,0,Elaahi Tandoori,1,amenity=fast_food
elach,0,Elach,1,amenity=cafe
elaf,0,Elaf,1,amenity=restaurant
elaichi grove,0,Elaichi Grove,1,amenity=restaurant
elaichi tandoori,0,Elaichi Tandoori,1,amenity=restaurant
elaine s,0,Elaine's,1,amenity=restaurant
elaine s kitchen,0,Elaine's Kitchen,1,amenity=restaurant
elaine s tea rooms,0,Elaine's Tea Rooms,1,amenity=cafe
elaka food city,0,Elaka Food City,1,shop=convenience
elamis,0,Elamis,1,amenity=restaurant
elan cafe,0,Elan Cafe,1,amenity=cafe
elan pizzeria,0,Elan Pizzeria,1,amenity=restaurant
elane asian market,0,Elane Asian Market,1,shop=supermarket
elané asian market,0,Elané Asian Market,1,shop=convenience
elate coffee ltd,0,Elate Coffee Ltd.,1,amenity=cafe
elcho s,0,Elcho's,1,amenity=fast_food
elda bistro,0,Elda Bistro,1,amenity=cafe
eldene chinese takeaway,0,Eldene Chinese Takeaway,1,amenity=fast_food
elder,0,Elder,1,amenity=restaurant
elder and wolf,0,Elder and Wolf,1,amenity=restaurant
elder beer café,0,Elder Beer Café,1,amenity=cafe
elder restaurant,0,Elder Restaurant,1,amenity=restaurant
elderberry black s cafe,0,Elderberry Black's Cafe,1,amenity=cafe
elderwood books and cafe,0,Elderwood Books & Cafe,1,amenity=cafe
eldon,0,Eldon,1,amenity=cafe
eldon arcade cafe,0,Eldon Arcade Cafe,1,amenity=cafe
eldonian village stores,0,Eldonian Village Stores,1,shop=convenience
eldred avenue londis,0,Eldred Avenue Londis,1,shop=convenience
eldred drive store,0,Eldred Drive Store,1,shop=convenience
eldwick food and wine centre,0,Eldwick Food and Wine Centre,1,shop=convenience
ele cafe,0,Ele Cafe,1,amenity=cafe
eleanor s tea rooms,0,Eleanor's Tea Rooms,1,amenity=cafe
elective care centre cafe,0,Elective Care Centre cafe,1,amenity=cafe
electric cafe,0,Electric Cafe,1,amenity=cafe
electric coffee company,0,Electric Coffee Company,1,amenity=cafe
electric diner,0,Electric diner,1,amenity=restaurant
electron cafe,0,Electron Cafe,1,amenity=cafe
elegance food metro,0,Elegance Food Metro,1,shop=convenience
element bar and kitchen,0,Element Bar & Kitchen,1,amenity=restaurant
element coffee,0,Element Coffee,1,amenity=cafe
elena s patisserie,0,Elena's Patisserie,1,amenity=cafe
eleon,0,Eleon,1,amenity=restaurant
eleos,0,Eleos,1,amenity=cafe
elephant and castle food and wine,0,Elephant & Castle Food & Wine,1,shop=convenience
elephant bistro,0,Elephant Bistro,1,amenity=restaurant
elephant castle,0,Elephant Castle,1,amenity=restaurant
elephant coffee,0,Elephant Coffee,1,amenity=cafe
elephant lounge,0,Elephant Lounge,1,amenity=cafe
elephant on the green,0,Elephant on the Green,1,amenity=cafe
elephant walk,0,Elephant Walk,1,amenity=restaurant
elerkey guest house art gallery and gifts,0,Elerkey Guest House Art Gallery & Gifts,1,amenity=cafe
eleven coffee house,0,Eleven Coffee House,1,amenity=cafe
eleventh hour,0,Eleventh Hour,1,amenity=cafe
eleventh kitchen,0,Eleventh Kitchen,1,amenity=cafe
eley s of ironbridge,0,Eley's of Ironbridge,1,shop=deli
elfida,0,Elfida,1,amenity=restaurant
elfida restorant,0,Elfida Restorant,1,amenity=restaurant
elgar inn,0,Elgar Inn,1,amenity=restaurant
elgars,0,Elgars,1,amenity=restaurant
elgars coffee shop,0,Elgars Coffee Shop,1,amenity=cafe
elgato negro s tapas,0,Elgato Negro's Tapas,1,amenity=restaurant
elgin food and wine,0,Elgin Food and Wine,1,shop=convenience
elgin market,0,Elgin Market,1,shop=convenience
elham valley stores,0,Elham Valley Stores,1,shop=convenience
eli s,0,Eli's,1,amenity=restaurant
eli s fried chicken,0,Eli’s Fried Chicken,1,amenity=fast_food
elia,0,Elia,1,amenity=restaurant
elian s corner,0,elian's corner,1,amenity=cafe
elianos,0,Elianos,1,amenity=cafe
elias,0,Elias,1,amenity=restaurant
elie deli,0,Elie Deli,1,shop=deli
elif mini market and butchers,0,Elif Mini Market & Butchers,1,shop=convenience
elijah allen and son,0,Elijah Allen & Son,1,shop=convenience
elim cafe,0,Elim Cafe,1,amenity=cafe
eling creek tea rooms,0,Eling Creek Tea Rooms,1,amenity=cafe
elior at the hive,0,Elior at The Hive,1,amenity=cafe
elios coffee lounge,0,Elios Coffee Lounge,1,amenity=cafe
elisa bawtry,0,Elisa Bawtry,1,amenity=restaurant
elisabeth,0,Elisabeth,1,amenity=cafe
elissar,0,Elissar,1,amenity=restaurant
elite convenience store,0,Elite Convenience Store,1,shop=convenience
elite fish and chips,0,Elite Fish and Chips,1,amenity=fast_food
elite fish and chips and kebab house,0,Elite Fish & Chips & Kebab House,1,amenity=fast_food
elite food and wine,0,Elite Food and Wine,1,shop=convenience
elite gaming lounge,0,Elite Gaming Lounge,1,amenity=cafe
elite news,0,Elite News,1,shop=convenience
elite on the bail,0,Elite on the Bail,1,amenity=restaurant
elitoria,0,Elitoria,1,shop=convenience
elixir,0,Elixir,1,amenity=cafe
elixis,0,elixis,1,amenity=cafe
eliza coffee company,0,Eliza Coffee Company,1,amenity=cafe
eliza s pantry,0,Eliza's Pantry,1,amenity=cafe
elizabeth pizza,0,Elizabeth Pizza,1,amenity=fast_food
elizabeth s restaurant,0,Elizabeth's Restaurant,1,amenity=restaurant
elizabeth street fish and chips,0,Elizabeth Street Fish and Chips,1,amenity=fast_food
elizabethan restaurant,0,Elizabethan Restaurant,1,amenity=restaurant
elka,0,Elka,1,shop=deli
elkervan,0,Elkervan,1,amenity=restaurant
elkwater darras hall,0,Elkwater Darras Hall,1,amenity=cafe
ella s ca phe house,0,Ella's Ca Phe House,1,amenity=cafe
ella s seafood kitchen,0,Ella's Seafood Kitchen,1,amenity=restaurant
ella s snack bar,0,Ella's Snack Bar,1,amenity=fast_food
ellachi,0,Ellachi,1,amenity=fast_food
ellacombe news,0,Ellacombe News,1,shop=convenience
ellalan convenience store,0,Ellalan Convenience Store,1,shop=convenience
ellamia,0,Ellamia,1,amenity=cafe
elland road cafe sandwich bar,0,Elland Road Cafe - Sandwich Bar,1,amenity=cafe
elland road news,0,Elland Road News,1,shop=convenience
elland spice,0,Elland Spice,1,amenity=fast_food
ellary s,0,Ellary's,1,amenity=restaurant
ellas kitchen,0,ELLAS KITCHEN,1,amenity=restaurant
elle s baguettes,0,Elle's Baguettes,1,amenity=cafe
elle s deli and oli s thai,0,Elle's Deli & Oli's Thai,1,amenity=restaurant
elle s kitchen,0,Elle's Kitchen,1,amenity=restaurant
ellenborough mini market,0,Ellenborough Mini Market,1,shop=convenience
ellenbrook fish bar,0,Ellenbrook Fish Bar,1,amenity=fast_food
ellenders,0,Ellenders,1,amenity=restaurant
ellendune chinese takeaway,0,Ellendune Chinese Takeaway,1,amenity=restaurant
eller coffee,0,Eller Coffee,1,amenity=cafe
ellerby s,0,Ellerby's,1,amenity=cafe
ellerton convenience,0,Ellerton Convenience,1,shop=convenience
ellerton lakeside cafe and farm shop,0,Ellerton Lakeside Cafe & Farm Shop,1,amenity=cafe
ellesmere food and news,0,Ellesmere Food & News,1,shop=convenience
ellesmere kebab and pizza house,0,Ellesmere Kebab And Pizza House,1,amenity=fast_food
ellesmere newsagents,0,Ellesmere Newsagents,1,shop=convenience
elleza,0,Elleza,1,amenity=cafe
ellie s cafe,0,Ellie's Cafe,1,amenity=cafe
ellie s kebab ye fish and chips,0,Ellie's Kebab Ye Fish and Chips,1,amenity=fast_food
ellie s pizza,0,Ellie's Pizza,1,amenity=fast_food
ellie s pizzeria,0,Ellie's Pizzeria,1,amenity=fast_food
ellies soul kitchen,0,Ellies soul kitchen,1,amenity=fast_food
ellimatta,0,Ellimatta,1,amenity=cafe
ellington cafe,0,Ellington Cafe,1,amenity=cafe
elliot s bistro,0,Elliot's Bistro,1,amenity=restaurant
elliot s cafe,0,Elliot's Cafe,1,amenity=cafe
elliot s fish and chips,0,Elliot's Fish and Chips,1,amenity=fast_food
elliot s fish bar,0,Elliot's Fish Bar,1,amenity=restaurant
elliots,0,Elliots,1,amenity=cafe
elliott meats,0,Elliott Meats,1,shop=butcher
elliott s,0,Elliott's,1,amenity=restaurant
elliott s brew house,0,Elliott's Brew House,1,amenity=cafe
elliott s coffee shop,0,Elliott's Coffee Shop,1,amenity=cafe
elliott s custom burger,0,Elliott's Custom Burger,1,amenity=cafe
ellis butchers,0,Ellis Butchers,1,shop=butcher
ellis cafe,0,Ellis Cafe,1,amenity=cafe
ellis s tea room,0,Ellis's Tea Room,1,amenity=cafe
ellison s of low fell,0,Ellison's of Low Fell,1,amenity=restaurant
ellisons butchers,0,Ellisons Butchers,1,shop=butcher
ellistown convenience store,0,Ellistown Convenience Store,1,shop=convenience
ellistown fish bar,0,Ellistown Fish Bar,1,amenity=restaurant
ellonies,0,Ellonies,1,amenity=cafe
ellora,0,Ellora,1,amenity=restaurant
ells kitchen,0,Ells Kitchen,1,amenity=cafe
elly s cafe,0,Elly's Cafe,1,amenity=cafe
elly s wine store,0,Elly's Wine Store,1,shop=convenience
ellys,0,Ellys,1,shop=convenience
elm,0,Elm,1,amenity=cafe
elm farm cafe,0,Elm Farm Cafe,1,amenity=cafe
elm farm tandori,0,Elm Farm Tandori,1,amenity=restaurant
elm fish bar,0,Elm Fish Bar,1,amenity=fast_food
elm grove cafe,0,Elm Grove Cafe,1,amenity=cafe
elm grove fish and chips,0,Elm Grove Fish & Chips,1,amenity=fast_food
elm grove food and wine,0,Elm Grove Food & Wine,1,shop=convenience
elm grove mini market,0,Elm Grove Mini Market,1,shop=convenience
elm grove stores,0,Elm Grove Stores,1,shop=convenience
elm masala,0,Elm Masala,1,amenity=restaurant
elm park stores,0,Elm Park Stores,1,shop=convenience
elm tree farm tearoom,0,Elm Tree Farm Tearoom,1,amenity=cafe
elm view store,0,Elm View Store,1,shop=convenience
elm village store,0,Elm Village Store,1,shop=convenience
elma,0,Elma,1,amenity=restaurant
elmas mediterranean restaurant,0,Elmas Mediterranean Restaurant,1,amenity=restaurant
elmbridge fish and chips,0,Elmbridge fish&chips,1,amenity=fast_food
elmbury lodge,0,Elmbury Lodge,1,amenity=restaurant
elmer beach stores,0,Elmer Beach Stores,1,shop=convenience
elmer café,0,Elmer Café,1,amenity=cafe
elmers end cafe,0,Elmers End Cafe,1,amenity=cafe
elmes cafe,0,Elmes Cafe,1,amenity=cafe
elmet fisheries,0,Elmet Fisheries,1,amenity=fast_food
elmet kitchen,0,Elmet Kitchen,1,amenity=restaurant
elmham tea post,0,Elmham Tea Post,1,amenity=cafe
elmina lounge,0,Elmina Lounge,1,amenity=restaurant
elmore green fish bar,0,Elmore Green Fish Bar,1,amenity=fast_food
elms cafe,0,Elms Cafe,1,amenity=cafe
elmsett post office general stores and off licence,0,"Elmsett Post Office, General Stores and Off Licence",1,shop=convenience
elmsleigh foodstore,0,Elmsleigh Foodstore,1,shop=convenience
elmtree convenience store,0,Elmtree Convenience Store,1,shop=convenience
elnecot,0,Elnecot,1,amenity=restaurant
elondi,0,Elondi,1,amenity=restaurant
elote,0,elote,1,amenity=restaurant
elsa bistro and wine house,0,Elsa Bistro and Wine House,1,amenity=restaurant
elsa s restaurant,0,Elsa's Restaurant,1,amenity=restaurant
elsabel cafe,0,Elsabel Cafe,1,amenity=cafe
elsdon convenience store,0,Elsdon Convenience Store,1,shop=convenience
elsewhere,0,Elsewhere,1,amenity=cafe
elsewhere coffee,0,Elsewhere Coffee,1,amenity=cafe
elsewhere coffee roastery,0,Elsewhere Coffee Roastery,1,amenity=cafe
elsha delight,0,Elsha Delight,1,amenity=restaurant
elsie cafe,0,Elsie Cafe,1,amenity=cafe
elsie s vintage tea shop,0,Elsie's Vintage Tea Shop,1,amenity=cafe
elson convenience store,0,Elson Convenience Store,1,shop=convenience
elstead fish bar,0,Elstead Fish Bar,1,amenity=fast_food
elswick convenience store,0,Elswick Convenience Store,1,shop=convenience
elsworth community shop,0,Elsworth Community Shop,1,shop=convenience
elta tavern kitchen,0,Elta Tavern Kitchen,1,amenity=cafe
eltham cafe and restaurant,0,Eltham Cafe & Restaurant,1,amenity=cafe
eltham food and wine,0,Eltham Food & Wine,1,shop=convenience
eltham fried chicken,0,Eltham Fried Chicken,1,amenity=fast_food
eltham grill restaurant,0,Eltham Grill Restaurant,1,amenity=restaurant
eltham grill takeaway,0,Eltham Grill Takeaway,1,amenity=fast_food
eltham international market,0,Eltham International Market,1,shop=convenience
eltham kebab express,0,Eltham Kebab Express,1,amenity=fast_food
elton comminity cafe,0,Elton Comminity Cafe,1,amenity=cafe
elton convenience store,0,Elton Convenience Store,1,shop=convenience
elton road convenience store,0,Elton Road Convenience Store,1,shop=convenience
elton road fish and chips,0,Elton Road Fish & Chips,1,amenity=fast_food
elton s,0,Elton's,1,amenity=restaurant
elton village store,0,Elton Village Store,1,shop=convenience
elveden courtyard restaurant,0,Elveden Courtyard Restaurant,1,amenity=restaurant
elves kitchen,0,Elves Kitchen,1,amenity=cafe
elvet ices and cafe,0,Elvet Ices & Cafe,1,amenity=cafe
elvet steakhouse,0,Elvet Steakhouse,1,amenity=restaurant
elvira,0,Elvira,1,amenity=restaurant
elvira s cafe,0,Elvira's Cafe,1,amenity=cafe
elvis s bistro and takeaway,0,Elvis's Bistro & Takeaway,1,amenity=cafe
elwin london wc1,0,Elwin London WC1,1,amenity=cafe
ely food centre,0,Ely Food centre,1,shop=convenience
ely food station,0,Ely Food Station,1,amenity=cafe
ely grazing cafe,0,Ely Grazing Cafe,1,amenity=cafe
ely kebab house,0,Ely Kebab House,1,amenity=fast_food
ely king,0,Ely King,1,amenity=fast_food
ely s fish bar,0,Ely's Fish Bar,1,amenity=fast_food
ely s restaurant,0,Ely's Restaurant,1,amenity=restaurant
ely spice,0,Ely Spice,1,amenity=fast_food
ely turkish restaurant and meze bar,0,Ely Turkish Restaurant & Meze Bar,1,amenity=restaurant
elysium bistro,0,Elysium Bistro,1,amenity=restaurant
elystan street,0,Elystan Street,1,amenity=restaurant
elysée,0,Elysée,1,amenity=restaurant
eléa greek grill,0,Eléa Greek Grill,1,amenity=restaurant
em pho,0,Em Pho,1,amenity=restaurant
em s bistro,0,Em's Bistro,1,amenity=restaurant
em s den,0,Em's Den,1,amenity=cafe
em10 express,0,EM10 Express,1,shop=convenience
emaan,0,Emaan,1,shop=butcher
emath cafe,0,Emath Cafe,1,amenity=cafe
emba,0,emba,1,amenity=restaurant
embankment grocery,0,Embankment Grocery,1,shop=convenience
embankment kebab and pizza,0,Embankment Kebab and Pizza,1,amenity=fast_food
embas express,0,Embas Express,1,shop=convenience
embas local,0,Embas Local,1,shop=convenience
embassy china,0,Embassy China,1,amenity=fast_food
ember and cork,0,Ember & Cork,1,amenity=restaurant
ember grill house,0,Ember Grill House,1,amenity=restaurant
ember yard,0,Ember Yard,1,amenity=restaurant
emberwood,0,Emberwood,1,amenity=restaurant
embresso,0,Embresso,1,amenity=cafe
embsay station coffee shop,0,Embsay Station Coffee Shop,1,amenity=cafe
eme greek,0,EME Greek,1,amenity=fast_food
emelia s,0,Emelia's,1,amenity=restaurant
emerald food and wine,0,Emerald Food & Wine,1,shop=convenience
emerald food centre,0,Emerald Food Centre,1,amenity=fast_food
emerald lake city,0,Emerald Lake City,1,amenity=fast_food
emerald restaurant,0,Emerald Restaurant,1,amenity=restaurant
emi deli,0,Emi Deli,1,amenity=cafe
emil s kitchen,0,Emil's Kitchen,1,amenity=cafe
emilia,0,Emilia,1,amenity=restaurant
emilia s delicatessen,0,Emilia's Delicatessen,1,shop=deli
emilia s pasta,0,Emilia's Pasta,1,amenity=restaurant
emilio s pizzeria,0,Emilio's Pizzeria,1,amenity=fast_food
emilios,0,Emilios,1,amenity=restaurant
emily market,0,Emily Market,1,shop=convenience
emily s cafe,0,Emily's Cafe,1,amenity=cafe
emily s plaice,0,Emily's Plaice,1,amenity=fast_food
emily s steakhouse,0,Emily's Steakhouse,1,amenity=restaurant
emily s tea room,0,Emily's Tea Room,1,amenity=cafe
emilys eatery,0,Emilys Eatery,1,amenity=cafe
emin supermarket,0,Emin Supermarket,1,shop=supermarket
emir african cuisine and lounge,0,Emir African Cuisine and Lounge,1,amenity=restaurant
emir meat,0,Emir Meat,1,shop=butcher
emira s kitchen,0,Emira’s Kitchen,1,amenity=cafe
emm dee stores,0,Emm Dee Stores,1,shop=convenience
emma market,0,Emma Market,1,shop=convenience
emma s cafe,0,Emma's Cafe,1,amenity=cafe
emma s café,0,Emma's Café,1,amenity=cafe
emma s dell,0,Emma's Dell,1,amenity=cafe
emma s diner,0,Emma's Diner,1,amenity=cafe
emma s pantry,0,Emma's Pantry,1,amenity=restaurant
emma s sett valley cafe,0,Emma’s Sett Valley Cafe,1,amenity=cafe
emmanuel cafe,0,Emmanuel Cafe,1,amenity=cafe
emmanuel international groceries,0,Emmanuel International Groceries,1,shop=supermarket
emmas coffee lounge,0,Emmas Coffee Lounge,1,amenity=cafe
emmas sandwich shop,0,Emmas Sandwich Shop,1,amenity=fast_food
emmaus,0,Emmaus,1,amenity=cafe
emmaus dover cafe,0,Emmaus Dover Cafe,1,amenity=cafe
emmaus suffolk,0,Emmaus Suffolk,1,amenity=cafe
emmbrook food and wine,0,Emmbrook Food & Wine,1,shop=convenience
emmett s garden tea room,0,Emmett's Garden Tea Room,1,amenity=cafe
emmett s store shop cafe and smokehouse,0,"Emmett's Store-Shop, Cafe and Smokehouse",1,shop=deli
emmi s,0,Emmi's,1,shop=convenience
emmy s pitta,0,Emmy's Pitta,1,amenity=restaurant
emmys coffee pod,0,Emmys Coffee Pod,1,amenity=cafe
emnete restaurant,0,Emnete Restaurant,1,amenity=cafe
emochi,0,Emochi,1,amenity=cafe
emon s,0,Emon's,1,amenity=fast_food
emon spice lounge,0,Emon Spice Lounge,1,amenity=restaurant
emparo,0,Emparo,1,amenity=fast_food
emparo pizza,0,Emparo Pizza,1,amenity=fast_food
emperor of india,0,Emperor of India,1,amenity=restaurant
emperors kitchen,0,Emperors Kitchen,1,amenity=fast_food
empire bar and restaurant,0,Empire Bar & Restaurant,1,amenity=restaurant
empire convenience store,0,Empire Convenience Store,1,shop=convenience
empire diner,0,Empire Diner,1,amenity=restaurant
empire empire,0,Empire Empire,1,amenity=restaurant
empire express,0,Empire Express,1,shop=convenience
empire food and wine,0,Empire Food & Wine,1,shop=convenience
empire kebab,0,Empire Kebab,1,amenity=fast_food
empire kebabs,0,Empire Kebabs,1,amenity=fast_food
empire lounge,0,Empire Lounge,1,amenity=restaurant
empire of india,0,Empire of India,1,amenity=fast_food
empire palace,0,Empire Palace,1,amenity=restaurant
empire pizza,0,Empire Pizza,1,amenity=fast_food
empire restaurant,0,Empire Restaurant,1,amenity=restaurant
empire tandoori,0,Empire Tandoori,1,amenity=fast_food
empire thai and chinese takeaway,0,Empire Thai & Chinese Takeaway,1,amenity=fast_food
emporer ming s,0,Emporer Ming's,1,amenity=restaurant
emporer s kitchen,0,Emporer's Kitchen,1,amenity=fast_food
emporio italia,0,Emporio Italia,1,amenity=restaurant
emporio maria,0,Emporio Maria,1,amenity=restaurant
emporium food centre,0,Emporium Food Centre,1,shop=convenience
emporium restaurant,0,Emporium Restaurant,1,amenity=cafe
empourium coffee shop,0,Empourium Coffee Shop,1,amenity=cafe
empowered kitchen,0,Empowered Kitchen,1,amenity=cafe
empress cafe,0,Empress Cafe,1,amenity=cafe
empress convenience store,0,Empress Convenience Store,1,shop=convenience
empress fish bar,0,Empress Fish Bar,1,amenity=fast_food
empty jars,0,Empty Jars,1,shop=convenience
empório brasil,0,Empório Brasil,1,amenity=cafe
emre food and wine,0,Emre Food & Wine,1,shop=convenience
ems coffee,0,Ems Coffee,1,amenity=cafe
emscote convenience store,0,Emscote Convenience Store,1,shop=convenience
emsworth delicatessen,0,Emsworth Delicatessen,1,shop=supermarket
emt restaurant,0,EMT Restaurant,1,amenity=restaurant
emy s kitchen,0,Emy's Kitchen,1,amenity=cafe
emz,0,EMZ,1,amenity=cafe
en cafe,0,EN Cafe,1,amenity=cafe
en steak,0,eN Steak,1,amenity=restaurant
en sushi and bbq,0,eN Sushi & BBQ,1,amenity=restaurant
ena paye market,0,Ena Paye Market,1,shop=convenience
enam tandoori,0,Enam Tandoori,1,amenity=fast_food
enat cafe,0,Enat Cafe,1,amenity=cafe
enat guada,0,Enat Guada,1,amenity=restaurant
enchan tea d,0,Enchan-tea'd,1,amenity=cafe
enchanted retreat,0,Enchanted Retreat,1,amenity=cafe
encore toulouse,0,Encore @ Toulouse,1,amenity=restaurant
end of the line,0,End of the Line,1,amenity=cafe
end of the line cafe,0,End of The Line Cafe,1,amenity=cafe
endcliffe park cafe,0,Endcliffe Park Cafe,1,amenity=cafe
endless kitchen,0,Endless Kitchen,1,amenity=fast_food
endo at the rotunda,0,Endo at the Rotunda,1,amenity=restaurant
endo s place,0,Endo's Place,1,amenity=fast_food
endon stores,0,Endon Stores,1,shop=convenience
endora house food and wine,0,Endora House Food & Wine,1,shop=supermarket
endorphins dessert cafe,0,Endorphins Dessert Cafe,1,amenity=cafe
energy bar,0,Energy Bar,1,amenity=cafe
energy sportpark,0,Energy @ SportPark,1,amenity=cafe
energy station,0,Energy Station,1,amenity=restaurant
enfes ocakbasi,0,Enfes Ocakbasi,1,amenity=restaurant
enfes turkish restaurant,0,Enfes Turkish Restaurant,1,amenity=restaurant
enfield food hall,0,Enfield Food Hall,1,shop=supermarket
enfield halal meat centre,0,Enfield Halal Meat Centre,1,shop=butcher
enfield local,0,Enfield Local,1,shop=convenience
enfield lock express,0,Enfield Lock Express,1,shop=convenience
enfield news,0,Enfield News,1,shop=convenience
enfield pound evim,0,Enfield Pound+/EViM,1,shop=supermarket
enfield tandoori,0,Enfield Tandoori,1,amenity=restaurant
enfield town park cafe,0,Enfield Town Park Cafe,1,amenity=cafe
engawa,0,Engawa,1,amenity=restaurant
engin s bar and grill,0,Engin’s Bar & Grill,1,amenity=restaurant
engine room,0,Engine Room,1,amenity=restaurant
engine room café,0,Engine Room Café,1,amenity=cafe
england pharmacy,0,England Pharmacy,1,shop=supermarket
england s grace,0,England's Grace,1,amenity=cafe
england s lane,0,England's Lane,1,amenity=cafe
england s top market,0,England's Top Market,1,shop=convenience
englefield stores,0,Englefield Stores,1,shop=convenience
englefield tea rooms,0,Englefield Tea Rooms,1,amenity=cafe
english,0,English,1,amenity=cafe
english and european food,0,English and European Food,1,shop=convenience
english breakfast and vegitarian cafe,0,English Breakfast And Vegitarian Cafe,1,amenity=cafe
english heritage cafe,0,English Heritage Cafe,1,amenity=cafe
english heritage tearoom,0,English Heritage Tearoom,1,amenity=cafe
english heritage trust,0,English Heritage Trust,1,amenity=cafe
english raj tandoori restaurant,0,English Raj Tandoori Restaurant,1,amenity=restaurant
english rose,0,English Rose,1,amenity=cafe
english rose cafe,0,English Rose Cafe,1,amenity=cafe
english s of brighton,0,English's of Brighton,1,amenity=restaurant
english tea house,0,English Tea House,1,amenity=cafe
engocha,0,Engocha,1,amenity=cafe
enigma cafe,0,Enigma Cafe,1,amenity=cafe
enigma indian cuisine,0,Enigma Indian Cuisine,1,amenity=restaurant
enish africa,0,Enish Africa,1,amenity=restaurant
enjoy eat,0,Enjoy Eat,1,amenity=fast_food
enjoy sandwich and cafe bar,0,Enjoy Sandwich & Cafe Bar,1,amenity=cafe
enjoys best,0,Enjoys Best,1,amenity=fast_food
enjoys pizza,0,Enjoys Pizza,1,amenity=fast_food
enjoys pizza 2,0,Enjoys Pizza 2,1,amenity=fast_food
enne s cafe,0,Enne's Cafe,1,amenity=cafe
ennios,0,Ennios,1,amenity=restaurant
eno s italian restaurant,0,Eno's Italian Restaurant,1,amenity=restaurant
enoteca,0,Enoteca,1,amenity=restaurant
enoteca restaurant and wine bar,0,Enoteca Restaurant & Wine Bar,1,amenity=restaurant
enoteca super tuscan,0,Enoteca Super Tuscan,1,amenity=restaurant
enoteca turi,0,Enoteca Turi,1,amenity=restaurant
enoteca vinum,0,Enoteca Vinum,1,amenity=restaurant
enotecha rosso,0,Enotecha Rosso,1,amenity=restaurant
enough to feed an elephant,0,Enough To Feed An Elephant,1,amenity=restaurant
enrique thomas,0,Enrique Thomas,1,shop=deli
ensh,0,ENSH,1,amenity=restaurant
enso lounge,0,Enso Lounge,1,amenity=restaurant
enter pl,0,Enter PL,1,amenity=fast_food
enterprise cafe,0,Enterprise Cafe,1,amenity=cafe
enthaice,0,Enthaice,1,amenity=fast_food
entice desserts,0,Entice Desserts,1,amenity=fast_food
entrance coffee shop,0,Entrance Coffee Shop,1,amenity=cafe
entree,0,Entree,1,amenity=cafe
entree steakhouse,0,Entree Steakhouse,1,amenity=restaurant
entwistle grocers confectioners,0,Entwistle Grocers Confectioners,1,shop=convenience
entwistles deli,0,Entwistles Deli,1,shop=deli
enver s bar and grill,0,Enver's Bar and Grill,1,amenity=restaurant
envi ous,0,Envi-Ous,1,amenity=fast_food
envy,0,Envy,1,amenity=restaurant
enzo s cafe bistro,0,Enzo's Cafe Bistro,1,amenity=cafe
enzo s fish bar,0,Enzo's Fish Bar,1,amenity=fast_food
enzo s pizza and grill,0,Enzo's Pizza & Grill,1,amenity=restaurant
enzo s pizzeria,0,Enzo's Pizzeria,1,amenity=restaurant
ephesus meze and bbq restaurant,0,Ephesus Meze & BBQ Restaurant,1,amenity=restaurant
ephesus restaurant,0,Ephesus Restaurant,1,amenity=restaurant
epic bite,0,Epic Bite,1,amenity=fast_food
epic eats,0,Epic Eats,1,amenity=fast_food
epic legendary greek streetfood,0,Epic Legendary Greek Streetfood,1,amenity=fast_food
epicure,0,Epicure,1,amenity=cafe
epicurus,0,Epicurus,1,amenity=restaurant
epoch art gallery and frames,0,Epoch Art Gallery and Frames,1,amenity=cafe
epping and ongar railway cafe,0,Epping And Ongar Railway Cafe,1,amenity=cafe
epping news,0,Epping News,1,shop=convenience
epsom food express,0,Epsom Food Express,1,shop=supermarket
epsom grill,0,Epsom Grill,1,amenity=fast_food
epsom hub,0,Epsom Hub,1,shop=convenience
epsom newsagency,0,Epsom Newsagency,1,shop=convenience
epsom spice lounge,0,Epsom Spice Lounge,1,amenity=restaurant
epsom thai,0,Epsom Thai,1,amenity=restaurant
epsom wine cellar,0,Epsom Wine Cellar,1,shop=convenience
eptons,0,Eptons,1,amenity=fast_food
eral bagels smash haus,0,Eral Bagels Smash Haus,1,amenity=fast_food
erawan,0,Erawan,1,amenity=restaurant
erbil shawarma and kebab house,0,Erbil Shawarma and Kebab House,1,amenity=fast_food
erbin,0,Erbin,1,amenity=restaurant
ercan fish bar,0,Ercan Fish Bar,1,amenity=restaurant
