FHRSID,BusinessName,BusinessType,PostCode,LocalAuthorityName,geocode.longitude,geocode.latitude,BusinessNameClean
415776,Heathway Seafood,Retailers - other,RM9 5AN,Barking and Dagenham,0.147654,51.540629,heathway seafood
446893,Coronet Service Station,Retailers - other,RM10 8XB,Barking and Dagenham,0.16494,51.540824,coronet service station
446902,Pennywise,Retailers - other,RM10 7YA,Barking and Dagenham,0.153637,51.55159,pennywise
446918,Hillflex Limited,Retailers - other,RM8 1UU,Barking and Dagenham,0.122884,51.562447,hillflex limited
465919,Barking United Services Club,Pub/bar/nightclub,IG11 9SF,Barking and Dagenham,0.098489,51.53303,barking united services club
465924,The Avenues Social Club Limited,Pub/bar/nightclub,RM7 0TH,Barking and Dagenham,0.175296,51.563231,the avenues social club limited
465930,Boots UK Ltd,Retailers - other,RM10 8RE,Barking and Dagenham,0.148732,51.540861,boots uk ltd
465932,Eastbrook Cafe & Restaurant,Restaurant/Cafe/Canteen,RM10 7UU,Barking and Dagenham,0.161954,51.550546,eastbrook cafe and restaurant
465935,Caterplus Ltd.,Caring Premises,RM9 6UJ,Barking and Dagenham,0.144808,51.534701,caterplus ltd
465939,Dizz Food T/A ADA Enterprise,Retailers - other,RM9 6BU,Barking and Dagenham,0.129311,51.539093,dizz food t a ada enterprise
465943,Mixas,Retailers - other,IG11 8RY,Barking and Dagenham,0.082574,51.540058,mixas
465946,Lara Grill,Restaurant/Cafe/Canteen,RM8 1BJ,Barking and Dagenham,0.147331,51.56255,lara grill
465947,TST Foods Ltd,Retailers - other,IG11 8RX,Barking and Dagenham,0.082574,51.540058,tst foods ltd
504602,Osborne Centre,Restaurant/Cafe/Canteen,RM9 5AU,Barking and Dagenham,0.144272,51.550286,osborne centre
504611,Essential Mini Market,Retailers - other,IG11 9JP,Barking and Dagenham,0.101339,51.539813,essential mini market
504613,Natural Remedies International Ltd,Retailers - other,IG11 7NT,Barking and Dagenham,0.081871,51.536338,natural remedies international ltd
504614,Faircross Supermarket,Retailers - other,IG11 8UN,Barking and Dagenham,0.093127,51.545329,faircross supermarket
504616,Mayfair Convenience,Retailers - other,RM10 7XD,Barking and Dagenham,0.165059,51.546676,mayfair convenience
504622,Super Wines,Retailers - other,RM10 7YA,Barking and Dagenham,0.153637,51.55159,super wines
504623,Esso,Retailers - other,RM10 8YT,Barking and Dagenham,0.165737,51.54,esso
504624,Co-Op Welcome,Retailers - supermarkets/hypermarkets,RM6 5NR,Barking and Dagenham,0.135302,51.58482,co op welcome
504627,Aguona,Retailers - other,RM6 6PB,Barking and Dagenham,0.133554,51.571543,aguona
553026,Eastbury Manor House,Restaurant/Cafe/Canteen,IG11 9SN,Barking and Dagenham,0.099386,51.534354,eastbury manor house
553028,Bottle Green,Retailers - other,IG11 8EA,Barking and Dagenham,0.081616,51.539293,bottle green
553029,Ottoman Food & Wine,Retailers - other,RM10 8EH,Barking and Dagenham,0.16055,51.545257,ottoman food and wine
553032,Boots UK Ltd,Retailers - other,IG11 8EQ,Barking and Dagenham,0.079432,51.537568,boots uk ltd
553033,Barking Methodist Church,Other catering premises,IG11 8AA,Barking and Dagenham,0.078572,51.537998,barking methodist church
553034,Shell Service Station,Retailers - other,IG11 8BU,Barking and Dagenham,0.071202,51.537642,shell service station
553035,Padnall Stores & Off Licence,Retailers - other,RM6 5ES,Barking and Dagenham,0.131645,51.582863,padnall stores and off licence
553036,Hannigan Pharmacy,Retailers - other,RM8 3UU,Barking and Dagenham,0.124607,51.552964,hannigan pharmacy
553037,Bodson Wine Store,Retailers - other,RM8 2UB,Barking and Dagenham,0.115272,51.552297,bodson wine store
553042,Lords Chemist,Retailers - other,IG11 8EB,Barking and Dagenham,0.080525,51.539087,lords chemist
553048,William Ford C of E Junior School,School/college/university,RM10 9JS,Barking and Dagenham,0.152522,51.538651,william ford c of e junior school
553051,Oxlow Chemist,Retailers - other,RM10 7YA,Barking and Dagenham,0.153637,51.55159,oxlow chemist
553055,Hedgemans Pharmacy,Retailers - other,RM9 6BU,Barking and Dagenham,0.129311,51.539093,hedgemans pharmacy
553060,Herbs & Acupuncture,Retailers - other,IG11 8ED,Barking and Dagenham,0.079936,51.538495,herbs and acupuncture
553061,Brewers Fayre & Premier Inn,Restaurant/Cafe/Canteen,RM9 6YS,Barking and Dagenham,0.149903,51.530822,brewers fayre and premier inn
553063,Way 2 Save,Retailers - other,IG11 7PW,Barking and Dagenham,0.084018,51.534412,way 2 save
553071,S S Stores,Retailers - other,RM10 8YL,Barking and Dagenham,0.1659712,51.5428559,s s stores
553072,Cristina's,Restaurant/Cafe/Canteen,IG11 8AW,Barking and Dagenham,0.076908,51.536597,cristina s
553075,The Chef Hat,Restaurant/Cafe/Canteen,RM7 0XU,Barking and Dagenham,,,the chef hat
553076,George's Fish Bar,Takeaway/sandwich shop,RM8 2DA,Barking and Dagenham,0.114927,51.5517904,george s fish bar
553082,British Asian Catering,Other catering premises,RM10 8PS,Barking and Dagenham,0.156621,51.549718,british asian catering
553083,B&M Retail Ltd,Retailers - other,RM8 1AT,Barking and Dagenham,0.144977,51.566505,b and m retail ltd
553088,Sunnys Newsagents,Retailers - other,IG11 0UQ,Barking and Dagenham,0.132048,51.530392,sunnys newsagents
553092,Hainault Stores,Retailers - other,RM6 6AU,Barking and Dagenham,0.145772,51.572966,hainault stores
553093,Ann's General Store,Retailers - other,RM6 6RS,Barking and Dagenham,0.140039,51.575642,ann s general store
553094,Turners News,Retailers - other,RM8 1DJ,Barking and Dagenham,0.140758,51.561457,turners news
580228,The Vibe (Studio),Restaurant/Cafe/Canteen,RM8 3BX,Barking and Dagenham,0.127532,51.558774,the vibe studio
580246,Travelodge,Hotel/bed & breakfast/guest house,IG11 7RX,Barking and Dagenham,0.079786,51.537113,travelodge
580252,Tesco,Retailers - supermarkets/hypermarkets,RM10 8AJ,Barking and Dagenham,0.164005,51.543008,tesco
580261,Bartlett Mitchell Ltd T/A Hapag Lloyd Cafe,Restaurant/Cafe/Canteen,IG11 8NW,Barking and Dagenham,0.078544,51.539923,bartlett mitchell ltd t a hapag lloyd cafe
580262,Food and Wine Off Licence,Retailers - other,RM8 1UT,Barking and Dagenham,0.125023,51.561904,food and wine off licence
580263,Shels Food & Wine,Retailers - other,RM8 2UL,Barking and Dagenham,0.118029,51.555142,shels food and wine
580264,Savewise Convenience Store,Retailers - other,RM8 1BB,Barking and Dagenham,0.146641,51.56384,savewise convenience store
580268,Vida & Sons Shop,Retailers - other,RM9 6UR,Barking and Dagenham,0.146885,51.532253,vida and sons shop
580276,Tuckin Cafe,Takeaway/sandwich shop,IG11 0TJ,Barking and Dagenham,0.10247,51.532769,tuckin cafe
595253,Paradise Groceries,Retailers - other,RM8 2AQ,Barking and Dagenham,0.130016,51.551427,paradise groceries
595255,Tesco,Retailers - supermarkets/hypermarkets,RM10 7YA,Barking and Dagenham,0.153637,51.55159,tesco
595268,Top Deck Fish Bar,Takeaway/sandwich shop,IG11 8ED,Barking and Dagenham,0.079936,51.538495,top deck fish bar
628379,G  S Food & Wine Ltd T/A G.S Wines,Retailers - other,RM9 6BU,Barking and Dagenham,0.129311,51.539093,g s food and wine ltd t a g s wines
628381,West Ham Training Ground,Restaurant/Cafe/Canteen,RM6 6DT,Barking and Dagenham,0.144394,51.570671,west ham training ground
628386,Daddies,Restaurant/Cafe/Canteen,IG11 0DA,Barking and Dagenham,0.095832,51.523842,daddies
628387,Lotus,Retailers - other,IG11 9PN,Barking and Dagenham,0.094059,51.535789,lotus
628389,Britannia Pharmacy,Retailers - other,IG11 8UW,Barking and Dagenham,0.0935506,51.5455285,britannia pharmacy
628391,Lick'n Chick'n & Pizza,Takeaway/sandwich shop,RM10 9LS,Barking and Dagenham,0.153941,51.529929,lick n chick n and pizza
628396,Asda,Retailers - supermarkets/hypermarkets,RM8 1AT,Barking and Dagenham,0.144977,51.566505,asda
628400,Mazee's Kitchen,Takeaway/sandwich shop,RM10 7YU,Barking and Dagenham,0.158826,51.551494,mazee s kitchen
628404,Yummy Grill UK Ltd,Takeaway/sandwich shop,RM8 2NT,Barking and Dagenham,0.1294851,51.5515542,yummy grill uk ltd
628409,Orange Restaurant & Bar,Restaurant/Cafe/Canteen,RM10 9LS,Barking and Dagenham,0.153941,51.529929,orange restaurant and bar
628412,Brothers International,Retailers - other,IG11 8SF,Barking and Dagenham,0.084551,51.541354,brothers international
628415,Faircross Fish Bar,Takeaway/sandwich shop,IG11 8UN,Barking and Dagenham,0.093127,51.545329,faircross fish bar
628416,Royal Express,Retailers - other,RM10 7UB,Barking and Dagenham,0.162132,51.552171,royal express
628418,Ark Day Care Nursery,Caring Premises,RM8 1NL,Barking and Dagenham,0.147058,51.564425,ark day care nursery
628420,Harmony House Childhood Centre,School/college/university,RM9 6XN,Barking and Dagenham,0.136702,51.533113,harmony house childhood centre
628421,Hopewell School,School/college/university,RM9 6XN,Barking and Dagenham,0.136702,51.533113,hopewell school
628423,Continental Food Centre,Retailers - other,RM10 9HX,Barking and Dagenham,0.151302,51.534807,continental food centre
696170,Lay and Leave Buffets,Other catering premises,RM7 ,Barking and Dagenham,,,lay and leave buffets
696171,Nikki's,Retailers - other,RM10 7AR,Barking and Dagenham,0.16679,51.555484,nikki s
696187,Fords Service Station,Retailers - other,RM10 9LU,Barking and Dagenham,0.15752,51.528164,fords service station
696200,BITE-A-LICIOUS,Mobile caterer,RM8 ,Barking and Dagenham,,,bite a licious
696208,Genesis Housing Association,Caring Premises,RM8 1UQ,Barking and Dagenham,0.127411,51.565144,genesis housing association
696212,Claridges,Restaurant/Cafe/Canteen,RM8 1JX,Barking and Dagenham,0.15606,51.562552,claridges
696215,Barking Sportshouse & Gym,Restaurant/Cafe/Canteen,RM8 2JR,Barking and Dagenham,0.11296,51.545378,barking sportshouse and gym
696224,Daily Munch Cafe,Restaurant/Cafe/Canteen,IG11 8UW,Barking and Dagenham,0.094549,51.545834,daily munch cafe
696226,Lewisham Butcher,Retailers - other,IG11 8ER,Barking and Dagenham,0.077709,51.536781,lewisham butcher
696227,Valence Primary School,School/college/university,RM9 5AH,Barking and Dagenham,0.14301,51.550138,valence primary school
696234,Smart Express,Retailers - other,RM8 2NT,Barking and Dagenham,0.129532,51.551553,smart express
696242,Express Mini Market,Retailers - other,IG11 9PG,Barking and Dagenham,0.105558,51.533425,express mini market
696253,Sunny's Cafe,Restaurant/Cafe/Canteen,IG11 0RJ,Barking and Dagenham,0.120667,51.53121,sunny s cafe
696254,Indiano Pizza,Takeaway/sandwich shop,RM8 1YX,Barking and Dagenham,0.119985,51.562769,indiano pizza
710106,Mamboz BBQ,Mobile caterer,IG11,Barking and Dagenham,,,mamboz bbq
710107,Friends Butchers,Retailers - other,IG11 7NT,Barking and Dagenham,0.08187,51.536338,friends butchers
710108,Mutleys,Takeaway/sandwich shop,IG11 0NZ,Barking and Dagenham,0.104667,51.5288,mutleys
710109,Ritchies Fresh Bake,Takeaway/sandwich shop,IG11 8UN,Barking and Dagenham,0.093127,51.545329,ritchies fresh bake
710110,Piece of Cake,Other catering premises,RM8 ,Barking and Dagenham,,,piece of cake
710112,Ibis Budget,Hotel/bed & breakfast/guest house,IG11 7BA,Barking and Dagenham,0.071487,51.534391,ibis budget
710117,Favorite 'N' Tasty,Takeaway/sandwich shop,RM10 8YL,Barking and Dagenham,0.165924,51.542712,favorite n tasty
727791,The Bowl Bar (City Pavilion),Pub/bar/nightclub,RM5 2BH,Barking and Dagenham,0.147456,51.595516,the bowl bar city pavilion
730045,Polskie Smaki,Retailers - other,RM10 7XD,Barking and Dagenham,0.165059,51.546676,polskie smaki
732185,Fiddlers Cafe,Takeaway/sandwich shop,RM8 3HD,Barking and Dagenham,0.146705,51.559981,fiddlers cafe
743293,Julies Fast Foods,Other catering premises,RM10 7XL,Barking and Dagenham,0.162065,51.547414,julies fast foods
743295,OUTDOOR Caterers,Mobile caterer,IG11 9BS,Barking and Dagenham,0.106618,51.546723,outdoor caterers
743298,Freshco Food Ltd,Retailers - other,RM6 6QJ,Barking and Dagenham,0.1317732,51.571189,freshco food ltd
743299,Kebab Party Hire,Mobile caterer,RM9 6BF,Barking and Dagenham,0.14018,51.520891,kebab party hire
743300,Enjoy Cafe,Restaurant/Cafe/Canteen,RM9 6QJ,Barking and Dagenham,0.1438238,51.5180913,enjoy cafe
746694,London City Bond Ltd,Mobile caterer,IG11 0EG,Barking and Dagenham,0.101981,51.516195,london city bond ltd
753394,St. Chads Preschool,School/college/university,RM6 6JH,Barking and Dagenham,0.135473,51.570626,st chads preschool
753398,River Restaurant,Restaurant/Cafe/Canteen,IG11 0EG,Barking and Dagenham,0.101981,51.516195,river restaurant
753399,RCCG Jesus Church of God,Takeaway/sandwich shop,RM10 8PS,Barking and Dagenham,0.156621,51.549718,rccg jesus church of god
771366,Tubbies Day Nursery,Caring Premises,RM7 ,Barking and Dagenham,,,tubbies day nursery
771367,George Carey Primary School,School/college/university,IG11 0FJ,Barking and Dagenham,0.108903,51.520648,george carey primary school
771372,Kiddies Lounge Nursery,Caring Premises,IG11 0FG,Barking and Dagenham,0.107041,51.522147,kiddies lounge nursery
773705,The Pipe Major,Restaurant/Cafe/Canteen,RM10 7XS,Barking and Dagenham,0.1657596,51.5459058,the pipe major
781765,Gunays Cafe,Restaurant/Cafe/Canteen,RM10 8YL,Barking and Dagenham,0.165924,51.542712,gunays cafe
782899,The Vintage Ice Cream Van,Mobile caterer,RM6 ,Barking and Dagenham,,,the vintage ice cream van
798417,Sweet Heaven,Retailers - other,RM8 ,Barking and Dagenham,,,sweet heaven
807047,Oaks Acitivty Centre & Preschool,School/college/university,RM5 2DD,Barking and Dagenham,0.145195,51.594432,oaks acitivty centre and preschool
810631,BG Zakuska,Retailers - other,IG11 8RT,Barking and Dagenham,0.083067,51.540427,bg zakuska
817894,Party Quiz,Retailers - other,IG11 7BG,Barking and Dagenham,0.073855,51.530671,party quiz
833713,Goals Soccer Centre,Restaurant/Cafe/Canteen,RM9 6XW,Barking and Dagenham,0.130539,51.532667,goals soccer centre
843220,Ariana Restaurant Limited,Restaurant/Cafe/Canteen,IG11 8SF,Barking and Dagenham,0.084551,51.541353,ariana restaurant limited
843221,The Mall News,Retailers - other,RM10 8RE,Barking and Dagenham,,,the mall news
843226,Eurest Food Services,Restaurant/Cafe/Canteen,IG11 8DJ,Barking and Dagenham,0.082214,51.53849,eurest food services
843227,YMCA Thamesgateway Ltd,Restaurant/Cafe/Canteen,RM7 0PH,Barking and Dagenham,0.184602,51.565045,ymca thamesgateway ltd
843236,Grilago,Takeaway/sandwich shop,IG11 8RQ,Barking and Dagenham,0.079839,51.54302,grilago
847351,Upper Grill Restaurant & Coffee Bar,Restaurant/Cafe/Canteen,RM8 1DJ,Barking and Dagenham,0.140757,51.561456,upper grill restaurant and coffee bar
847352,Saint Chads Church,Restaurant/Cafe/Canteen,RM6 6JB,Barking and Dagenham,0.135777,51.570944,saint chads church
847353,Asda,Retailers - other,IG11 8FJ,Barking and Dagenham,0.07769,51.537635,asda
854835,Caterplus @ Anchor – Harp House,Restaurant/Cafe/Canteen,IG11 9PH,Barking and Dagenham,0.098811,51.539426,caterplus anchor harp house
860890,Cake Art by Julie Carpel,Other catering premises,RM9 ,Barking and Dagenham,,,cake art by julie carpel
864287,Gallaghers Market Fresh,Retailers - other,RM10 8RE,Barking and Dagenham,0.148732,51.540861,gallaghers market fresh
864288,La Valea Mare Ltd,Retailers - other,RM8 2UB,Barking and Dagenham,0.115271,51.552296,la valea mare ltd
868951,Magazin Romanese Traditional,Retailers - other,IG11 8EJ,Barking and Dagenham,0.078877,51.537722,magazin romanese traditional
877083,Atlantic Fish Bar,Takeaway/sandwich shop,IG11 0NY,Barking and Dagenham,0.104121,51.528837,atlantic fish bar
892366,Tasty Chicken,Restaurant/Cafe/Canteen,RM10 9RR,Barking and Dagenham,0.156727,51.540075,tasty chicken
902319,Manor Longbridge School Kitchen,School/college/university,RM8 2DD,Barking and Dagenham,0.110797,51.552242,manor longbridge school kitchen
902323,Caffe Latte,Restaurant/Cafe/Canteen,IG11 8DG,Barking and Dagenham,0.081221,51.537905,caffe latte
905802,Wood Lane Supermarket,Retailers - other,RM9 5SL,Barking and Dagenham,0.131881,51.551807,wood lane supermarket
908742,Bulgarian Food Store,Retailers - other,IG11 7NZ,Barking and Dagenham,0.079126,51.529588,bulgarian food store
908744,Manija,Retailers - other,RM10 7YR,Barking and Dagenham,0.155482,51.551258,manija
908748,King's Flavour,Takeaway/sandwich shop,RM8 1BB,Barking and Dagenham,0.146641,51.56384,king s flavour
913328,Longbridge Food & Wine,Retailers - other,RM8 2AR,Barking and Dagenham,0.110629,51.551417,longbridge food and wine
913331,Abu Discount Store,Retailers - other,RM8 1BB,Barking and Dagenham,0.146641,51.56384,abu discount store
913332,Subway,Takeaway/sandwich shop,IG11 8DH,Barking and Dagenham,0.081221,51.537905,subway
913333,Chestnut Nursery,School/college/university,RM10 8BS,Barking and Dagenham,0.173037,51.542184,chestnut nursery
915495,Barking football Club,Pub/bar/nightclub,RM8 2JR,Barking and Dagenham,0.11296,51.545377,barking football club
926987,Caterplus @ Anchor - Fred Tibble Court,Caring Premises,RM9 5UN,Barking and Dagenham,0.1389309,51.5527315,caterplus anchor fred tibble court
930362,B&M Home Store,Retailers - other,IG11 8DJ,Barking and Dagenham,0.082214,51.53849,b and m home store
930364,Sydney Russell Primary School,School/college/university,RM9 5QA,Barking and Dagenham,0.140176,51.54662,sydney russell primary school
930365,Quality Coffee For You,Mobile caterer,IG11 0LB,Barking and Dagenham,0.100987,51.527805,quality coffee for you
942227,Gifted Hands Catering,Mobile caterer,IG11 7LU,Barking and Dagenham,0.078698,51.536025,gifted hands catering
946129,The Toby Carvery,Restaurant/Cafe/Canteen,RM6 6QU,Barking and Dagenham,0.140444,51.580581,the toby carvery
950704,Castle Green Nursery,Caring Premises,RM9 4UN,Barking and Dagenham,0.126375,51.533355,castle green nursery
950706,Brothers Fish Bar,Takeaway/sandwich shop,RM6 4BE,Barking and Dagenham,0.1306,51.570094,brothers fish bar
958777,NC Convenience Store,Retailers - other,RM8 1YT,Barking and Dagenham,0.123053,51.562039,nc convenience store
