FHRSID,BusinessName,Chain,Address,PostCode,InitialDecision,AIReason,ManualDecision,ManualReason
483259,Tesco,Tesco,"330 Brixton Road, London, SW9 7AA",SW9 7AA,NEEDS_CHECK,"The Tesco at 330 Brixton Road is listed as an Esso Express, which typically lacks substantial bakery provision, but specific bakery details are not available.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
483314,Tesco,Tesco,"Block F St George Wharf London, London",,NEEDS_CHECK,"The postcode is unknown, and ""Block F St George Wharf London"" is not specific enough to identify a particular Tesco store and its bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
483502,Tesco,Tesco,"214 Wandsworth Road, London, SW8 2JU",SW8 2JU,NEEDS_CHECK,The Tesco at 214 Wandsworth Road could not be confidently identified with specific bakery provision details.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
517198,Sainsbury's,Sainsbury's,"36-38 Abbeville Road, London, SW4 9NG",SW4 9NG,NEEDS_CHECK,Sainsbury's store details for this specific address were not found.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
517203,Waitrose Ltd,Waitrose,"5 The Pavement, London, SW4 0HY",SW4 0HY,NEEDS_CHECK,Specific store details for this Waitrose branch were not found.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
590866,Waitrose,Waitrose,"3 Bondway, London, SW8 1SJ",SW8 1SJ,NEEDS_CHECK,Specific store details for this Waitrose branch were not found.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
606760,Sainsbury's,Sainsbury's,"379 Brixton Road, London, SW9 7DE",SW9 7DE,NEEDS_CHECK,Sainsbury's store details for this specific address were not found.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
665343,Sainsbury's,Sainsbury's,"2 Tulse Hill, London, SW2 2TP",SW2 2TP,NEEDS_CHECK,Sainsbury's store details for this specific address were not found.,YES,There is evidence on their website of a bakery available inside the store
988828,Sainsburys,Sainsbury's,"107 Westminster Bridge Road, London, SE1 7HR",SE1 7HR,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Sainsbury's.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1094396,Mark & Spencer,,"Unit 1C Building 1 Southbank Place, London, SE1",,NEEDS_CHECK,The exact M&S branch could not be confidently identified with sufficient detail for bakery provision.,YES,There are images and online evidence that there is an instore bakery at this location
1317391,Budgens,,"112 - 114 Coldharbour Lane, London, SE5 9PZ",SE5 9PZ,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Budgens.,NO,There is insufficient evidence of bakery provisions
1598650,Sainsbury's Supermarkets Ltd.,Sainsbury's,"Sainsbury's Central Square, Lewisham Shopping Centre, Molesworth Street, SE13 7HB",SE13 7HB,NEEDS_CHECK,"While Sainsbury's Lewisham Shopping Centre is a supermarket, there is no specific mention of substantial bakery provision for this exact location.",YES,There is evidence on their website of a bakery available inside the store
1598992,Tesco Stores Plc,Tesco,"Tesco, 480-486 Bromley Road, London, BR1 4PB",BR1 4PB,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Tesco.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1600655,KGEB Community Supernarket,,SE26,SE26,NEEDS_CHECK,The postcode SE26 is too broad to identify a specific store and assess bakery provision.,NO,There is insufficient evidence of bakery provisions
1662779,Superstore,,"105 St Mildreds Road, London, SE12 0RL",SE12 0RL,NEEDS_CHECK,"The address ""105 St Mildreds Road, London, SE12 0RL"" appears to be a motorcycle shop, not a supermarket.",NO,There is insufficient evidence of bakery provisions
232110,Tesco,Tesco,"120 Wimbledon Hill Road, Wimbledon",,NEEDS_CHECK,"The postcode is unknown, and ""120 Wimbledon Hill Road, Wimbledon"" is not specific enough to identify a Tesco store with bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
640326,Tesco,Tesco,"36 - 40 Barking Road, East Ham, London, E6 3BP",E6 3BP,NEEDS_CHECK,Insufficient information is available to determine the bakery provision for this specific Tesco location.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
640420,Tesco,Tesco,"326 Katherine Road, Forest Gate, London, E7 8PG",E7 8PG,NEEDS_CHECK,Insufficient information to confirm the specific store format and bakery provision.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
640543,Marks & Spencer,M&S,"43 The Arcade, Westfield Stratford City, Montfichet Road, E20 1EH",E20 1EH,NEEDS_CHECK,Insufficient information to confirm the specific M&S store format and bakery provision.,YES,This is a large M&S with images and online evidence of a large bakery section and sufficient provision
1010367,Sainsburys - Unit G,Sainsbury's,"11 Royal Crest Avenue, Silvertown, London, E16 2PG",E16 2PG,NEEDS_CHECK,The exact branch could not be confidently identified as a substantial supermarket.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1844764,Asian Grocery Point,,"430 High Street North, Manor Park, London, E12 6RH",E12 6RH,NEEDS_CHECK,There is no specific information about bakery provision for Asian Grocery Point.,NO,There is insufficient evidence of bakery provisions
1927090,E7 Supermarket,,"323 Romford Road, Forest Gate, London, E7 9HA",E7 9HA,NEEDS_CHECK,There is no specific information about bakery provision for E7 Supermarket.,NO,There is insufficient evidence of bakery provisions
443102,Sainsbury's,Sainsbury's,"Units 1 And 2, King George Avenue, IG2 7SH",IG2 7SH,NEEDS_CHECK,"The specific Sainsbury's at this address is not clearly identified as a superstore or local, and no bakery information is available.",YES,There is evidence on their website of a bakery available inside the store
443420,Quality Foods,,"118-126 Ilford Lane, IG1 2LE",IG1 2LE,NEEDS_CHECK,"Quality Foods is identified as a supermarket, but there is no specific mention of bakery provision.",NO,There is insufficient evidence of bakery provisions
443794,Sainsbury's,Sainsbury's,"555-557 Cranbrook Road, IG2 6HE",IG2 6HE,NEEDS_CHECK,"No specific Sainsbury's at this address, and no information on bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1659343,B B Fatima Cash and Carry,,"1171 High Road, RM6 4AL",RM6 4AL,NEEDS_CHECK,There is insufficient information to determine bakery provision for B B Fatima Cash and Carry.,NO,There is insufficient evidence of bakery provisions
1574197,Tesco,Tesco,"4 Station Parade, Richmond",,NEEDS_CHECK,"The exact Tesco branch could not be confidently identified without a postcode, and therefore bakery provision is unclear.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1690045,Marks & Spencer,M&S,"5 Bessant Drive, Richmond",,NEEDS_CHECK,"The postcode for Marks & Spencer 5 Bessant Drive, Richmond is unknown, making it difficult to verify the exact store and its bakery provision.",YES,There is sufficient evidence in images and online to prove that there is substantial bakery provisions
1931904,Richmond food centre,,"2 The Parade Lower Richmond Road, Richmond, TW9 4LX",TW9 4LX,NEEDS_CHECK,"""Richmond food centre 2 The Parade Lower Richmond Road, Richmond, TW9 4LX"" is not clearly identifiable as a major supermarket with substantial bakery provision.",NO,There is insufficient evidence of bakery provisions
364904,Marks and spencer,M&S,"Unit 3, 6, More London Place, SE1 2DA",SE1 2DA,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific M&S location.,YES,This is a medium M&S with images and online evidence of a large bakery section and sufficient provision
467672,Daily fresh supermarket,,"48, East Street, SE17 2DN",SE17 2DN,NEEDS_CHECK,Insufficient information to determine bakery provision for this independent supermarket.,NO,There is insufficient evidence of bakery provisions
745075,Sainsbury's,Sainsbury's,"171, Long Lane, SE1 4PN",SE1 4PN,NEEDS_CHECK,"The Sainsbury's store locator does not specify bakery provision for this ""Local"" format.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1316501,Unity traders limited,,"Warehouse, 310-326, St Jamess Road, SE1 5JX",SE1 5JX,NEEDS_CHECK,"Unity Traders Limited appears to be a wholesaler or a supermarket specializing in Afro-Caribbean foods, with no specific bakery information.",NO,There is insufficient evidence of bakery provisions
1608594,Wyndham supermarket,,"Unit A Gwen Morris House, Wyndham Road, SE5 0AD",SE5 0AD,NEEDS_CHECK,No specific information about bakery provision could be found for this independent supermarket.,NO,This is a convenience store
1727200,Borough supermarket,,"Basement And Ground Floor, 214-216, Borough High Street, SE1 1JX",SE1 1JX,NEEDS_CHECK,Insufficient information to determine bakery provision for Borough Supermarket.,NO,This is a convenience store
1843408,Shop 19,,"Units 1 And 2, 19-19a, Great Guildford Street, SE1 9EZ",SE1 9EZ,NEEDS_CHECK,"""Shop 19"" is identified as a supermarket/hypermarket, but there is no information about bakery provision.",NO,There is insufficient evidence of bakery provisions
1884690,Seehra supermarket,,"Ground Floor Front, 154, Camberwell Road, SE5 0EE",SE5 0EE,NEEDS_CHECK,Insufficient information to determine bakery provision for Sehra Supermarket.,NO,This is an off-license
1916372,Rye afro & caribbean foods,,"143, Rye Lane, SE15 4ST",SE15 4ST,NEEDS_CHECK,Insufficient information to determine bakery provision.,NO,There is insufficient evidence of bakery provisions
1965191,La fama butcher ltd,,"55, Camberwell Road, SE5 0EZ",SE5 0EZ,NEEDS_CHECK,"Primarily a butcher, no evidence of substantial bakery provision.",NO,There is insufficient evidence of bakery provisions
745039,Marks And Spencer,M&S,"144 - 146 High Street, Sutton, SM1 1NQ",SM1 1NQ,NEEDS_CHECK,"M&S Sutton High Street is a larger store, but specific bakery provision is not detailed.",YES,There is evidence in images online of a dedicated bakery section
860656,Wallington  Food Centre,,"120 - 124 Manor Road, Wallington, SM6 0DS",SM6 0DS,NEEDS_CHECK,"""Wallington Food Centre"" is not a recognized chain, and there is insufficient information to verify bakery provision.",NO,There is insufficient evidence of bakery provisions
943552,Holland Bazaar Cash And Carry,,"Unit 1, Beddington Cross, 136 - 138 Beddington Farm Road, CR0 4XH",CR0 4XH,NEEDS_CHECK,There is insufficient information to determine bakery provision for Holland Bazaar Cash And Carry.,NO,There is insufficient evidence of bakery provisions
1582222,OKOK Supermarket,,"66-72 Grove Road, Sutton, SM1 1BT",SM1 1BT,NEEDS_CHECK,There is insufficient information to determine bakery provision for OKOK Supermarket.,NO,There is insufficient evidence of bakery provisions
1673388,Sutton Food Centre,,"6 High Street, Sutton, SM1 1HN",SM1 1HN,NEEDS_CHECK,There is insufficient information to determine bakery provision for Sutton Food Centre.,NO,There is insufficient evidence of bakery provisions
1904418,Seewoo Supermarket,,"Unit 4 Level 1, Times Square Shopping Centre, High Street, SM1 1LF",SM1 1LF,NEEDS_CHECK,There is insufficient information to determine bakery provision for Seewoo Supermarket.,NO,There is insufficient evidence of bakery provisions
67311,Tesco,Tesco,"Tesco  Westward Parade, Pepper Street, London, E14 9DZ",E14 9DZ,NEEDS_CHECK,"The specific store ""Tesco Westward Parade, Pepper Street, London, E14 9DZ"" could not be confidently identified as a larger format store with substantial bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
99704,Tesco,Tesco,"Tesco  Black Lion House, 45 Whitechapel Road, London, E1 1DU",E1 1DU,NEEDS_CHECK,"The specific store ""Tesco Black Lion House, 45 Whitechapel Road, London, E1 1DU"" could not be confidently identified as a larger format store with substantial bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
131663,Tesco,Tesco,"Tesco, 226-228 Commercial Road, London, E1 2NB",E1 2NB,NEEDS_CHECK,"The specific Tesco format (e.g., Express, Metro, Superstore) for this address is not clearly stated, making bakery provision uncertain.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
307970,Tesco,Tesco,"Tesco, 1 Landmark Square, London, E14 9AB",E14 9AB,NEEDS_CHECK,"The specific Tesco format for this address is not clearly stated, making bakery provision uncertain.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
362433,Tesco,Tesco,"Tesco, 4 Fieldgate Street, London, E1 1ES",E1 1ES,NEEDS_CHECK,"The specific Tesco format for this address is not clearly stated, making bakery provision uncertain.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
583280,Tesco,Tesco,"Tesco, 3 Commercial Street, London, E1 6BF",E1 6BF,NEEDS_CHECK,No specific bakery information found for this Tesco Express.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
770190,Tesco,Tesco,"Tesco, 571 Manchester Road, London, E14 3NX",E14 3NX,NEEDS_CHECK,No specific bakery information found for this Tesco.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
811135,Tesco,Tesco,"Tesco, 1 St Katharines Way, London, E1W 1TW",E1W 1TW,NEEDS_CHECK,No specific bakery information found for this Tesco.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1425378,Sainsbury's,Sainsbury's,"Sainsbury's, 50 Hopewell Square, London, E14 0SY",E14 0SY,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Sainsbury's.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1530406,Easy As Fresh Ltd,,"Unit 1, 18 Plumbers Row, London, E1 1EP",E1 1EP,NEEDS_CHECK,"No specific information found for ""Easy As Fresh Ltd"" at the given address regarding bakery provision.",NO,This is a convenience store
1899096,Ban Duo Duo,,"Ban Duo Duo, 40 Millharbour, London, E14 9JS",E14 9JS,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific business.,NO,There is no evidence of a dedicated bakery area
514259,Costco,,"Costco Wholesale Warehouse 1 Shadbolt Avenue, Chingford, E4 8GP",E4 8GP,NEEDS_CHECK,"Costco is a warehouse club, and while it sells bakery items, it's unclear if this specific location has substantial customer-facing bakery provision as defined.",YES,"This is a costco warehouse and as a result very likely to have a bakery, images agree with this point"
1968650,Grogreen,,"3 - 5 Market Parade Forest Road, Walthamstow, E17 6DY",E17 6DY,NEEDS_CHECK,There is insufficient information available to determine bakery provision for Grogreen.,NO,This is a local grocers and off-license
1571458,Waitrose,Waitrose,"322 Queenstown Road, London, SW8 4LT",SW8 4LT,NEEDS_CHECK,"The address is for a Little Waitrose at a Shell petrol station, which typically lacks substantial bakery provision, but specific bakery details are not available.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1571875,MARTIN STORES UK PVT LTD,,"164B Mitcham Road, London, SW17 9NJ",SW17 9NJ,NEEDS_CHECK,"This appears to be a private company, not a supermarket, and bakery provision is not mentioned.",NO,There is no evidence of a dedicated bakery area
1572274,Tesco Stores Ltd,Tesco,"275 - 277 Battersea Park Road, London, SW11 4NE",SW11 4NE,NEEDS_CHECK,The specific Tesco store at this address could not be confidently identified as having substantial bakery provision.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1573065,Tesco Stores,Tesco,"Commodore House Juniper Drive, London",,NEEDS_CHECK,"The postcode is missing, making it difficult to identify the exact store and its bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1588867,Tesco,Tesco,"1 St Georges Grove, London, SW17 0PZ",SW17 0PZ,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Tesco.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1632578,Tesco,Tesco,"129 - 133 Mitcham Road, London, SW17 9PE",SW17 9PE,NEEDS_CHECK,Insufficient information to determine bakery provision for this specific Tesco.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1693438,Tesco Stores Limited,Tesco,"131 - 133 Beaumont Road, London, SW19 6RY",SW19 6RY,NEEDS_CHECK,The specific Tesco format for this address could not be definitively determined.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1950550,Sainsburys Ltd,Sainsbury's,"111 York Road, London, SW11 3JX",SW11 3JX,NEEDS_CHECK,The specific Sainsbury's format for this address could not be definitively determined.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
411026,Marks And Spencer,M&S,"169-173 OXFORD STREET, LONDON, W1D 2JR",W1D 2JR,NEEDS_CHECK,"The M&S Oxford Street store at W1D 2JR is a large department store, but specific bakery provision is not detailed.",YES,There is an evidenced bakery department within this store
411057,Marks and Spencer,M&S,"456-472 OXFORD STREET, LONDON, W1C 1AP",W1C 1AP,NEEDS_CHECK,"The M&S Oxford Street store at W1C 1AP is a large department store, but specific bakery provision is not detailed.",YES,There is an evidenced bakery department within this store
412313,Tesco,Tesco,"UNIT A AND B PORTCULLIS HOUSE BRIDGE STREET, LONDON, SW1A 2LW",SW1A 2LW,NEEDS_CHECK,"The Tesco at Portcullis House, SW1A 2LW, is likely a small format given its location, but specific bakery details are not available.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
413891,Sainsbury's,Sainsbury's,"29-35 MORTIMER STREET, LONDON, W1T 3JE",W1T 3JE,NEEDS_CHECK,"The specific Sainsbury's Local at 29-35 Mortimer Street, W1T 3JE, does not have explicit mention of bakery provision on its store information.",NO,Inactive
414192,Tesco,Tesco,"BASEMENT AND GROUND FLOOR EAST WELLINGTON HOUSE 125-130 STRAND, LONDON, WC2R 0AP",WC2R 0AP,NEEDS_CHECK,"Information for Tesco at 125-130 Strand, WC2R 0AP, is insufficient to determine bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
414538,Tesco,Tesco,"UNIT 8 WEST END QUAY SOUTH WHARF ROAD, LONDON, W2 1LA",W2 1LA,NEEDS_CHECK,"Information for Tesco at Unit 8 West End Quay South Wharf Road, W2 1LA, is insufficient to determine bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
414578,Tesco,Tesco,"138-142 QUEENSWAY, LONDON, W2 6LS",W2 6LS,NEEDS_CHECK,"Information for Tesco at 138-142 Queensway, W2 6LS, is insufficient to determine bakery provision.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
427976,Tesco,Tesco,"2-4 DEAN STREET, LONDON, W1D 3RG",W1D 3RG,NEEDS_CHECK,Insufficient information to confidently identify the specific store and its bakery provision.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
715214,Sainsbury's,Sainsbury's,"QUEENS HOUSE 73-77 QUEENSWAY, LONDON, W2 4RA",W2 4RA,NEEDS_CHECK,"The exact Sainsbury's store at this address could not be confidently identified, and bakery provision is not listed.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
720251,Sainsbury's,Sainsbury's,"14-20 ELIZABETH STREET, LONDON, SW1W 9RB",SW1W 9RB,NEEDS_CHECK,"The exact Sainsbury's store at this address could not be confidently identified, and bakery provision is not listed.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
741334,Tesco,Tesco,"101 NEW CAVENDISH STREET, LONDON, W1W 6XH",W1W 6XH,NEEDS_CHECK,"The exact Tesco store at this address could not be confidently identified, and bakery provision is not listed.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
741339,Sainsbury's,Sainsbury's,"10 ROCHESTER ROW, LONDON, SW1P 1NS",SW1P 1NS,NEEDS_CHECK,Insufficient information to confirm substantial bakery provision.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1026631,Tesco Metro Paddington,Tesco,"94 CHURCH STREET, LONDON, NW8 8EX",NW8 8EX,NEEDS_CHECK,Insufficient information to confirm substantial bakery provision.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1679185,Basma,,"270 HARROW ROAD, LONDON, W2 5ES",W2 5ES,NEEDS_CHECK,"The business ""Basma"" at 270 Harrow Road, London, W2 5ES could not be confidently identified as a supermarket with bakery provision.",NO,There is not enough evidence for bakery provisions
1955304,General Store,,"177 QUEENSWAY, LONDON, W2 5HL",W2 5HL,NEEDS_CHECK,The General Store at 177 Queensway could not be confidently identified as having substantial bakery provision.,NO,There is not enough evidence for bakery provisions
469905,Tesco,Tesco,"130 KINGSLAND HIGH STREET, Hackney, E8 2NS",E8 2NS,NEEDS_CHECK,"The specific Tesco at 130 Kingsland High Street is not clearly identified as an Express or Superstore, and no bakery details are available.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
470453,Tesco,Tesco,"523 KINGSLAND ROAD, Hackney, E8 4AR",E8 4AR,NEEDS_CHECK,The specific store type and bakery provision for this Tesco location could not be confidently identified.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
898588,Tesco North Cheam,Tesco,"666 - 680 London Road, North Cheam, SM3 9BY",SM3 9BY,NEEDS_CHECK,Insufficient information to confirm bakery provision for Tesco North Cheam.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
898592,Tesco,Tesco,"50 Malden Road, Cheam, SM3 8QF",SM3 8QF,NEEDS_CHECK,"Insufficient information to confirm bakery provision for Tesco 50 Malden Road, Cheam.",NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
1782285,Sainsburys Supermarkets Ltd,Sainsbury's,"Tideway Industrial Estate Nine Elms Lane, London, SW8 5BP",SW8 5BP,NEEDS_CHECK,The specific Sainsbury's at Tideway Industrial Estate Nine Elms Lane could not be confidently identified.,NO,"Though there is evidence online of a bakery section, it does not look like there is an instore bakery"
531852,Shopping Basket,,"13-15 Hay Lane, London, NW9 0NH",NW9 0NH,NEEDS_CHECK,"The business is registered at the address, but there is no information about its retail operations or bakery provision.",NO,There is not enough evidence for bakery provisions
