AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode.longitude,geocode.latitude,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,Chain,BusinessNameText,Address,ScreenStatus,ScreenReason
114-120 Notting Hill Gate,LONDON,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,333548,INSPF/05/901916,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W11 3QE,2023-10-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.198527,51.509038,0.0,5.0,0.0,Tesco,tesco,"114-120 Notting Hill Gate, LONDON, W11 3QE",NEEDS_CHECK,Tesco store format unclear from FHRS record
63-97 Kensington High Street,LONDON,,,Whole Foods Market,Retailers - supermarkets/hypermarkets,7840,0,,333654,INSPF/06/008901,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W8 5SE,2025-08-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.190627,51.501462,0.0,5.0,0.0,,whole foods market,"63-97 Kensington High Street, LONDON, W8 5SE",NEEDS_CHECK,Independent or other supermarket
Sainsburys,161-165 Ladbroke Grove,LONDON,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,334202,INSPF/11/101080,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W10 6HJ,2024-01-02T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2105023,51.5176671,0.0,0.0,0.0,Sainsbury's,sainsbury's,"Sainsburys, 161-165 Ladbroke Grove, LONDON, W10 6HJ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
158A Cromwell Road,LONDON,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,334461,INSPF/92/525677,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW7 4EJ,2025-10-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.18792,51.495611,0.0,5.0,0.0,Sainsbury's,sainsbury's,"158A Cromwell Road, LONDON, SW7 4EJ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
85-95 King's Road,LONDON,,,Marks & Spencer,Retailers - supermarkets/hypermarkets,7840,0,,334501,INSPF/92/526530,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW3 4NX,2023-11-27T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.164258,51.488966,0.0,0.0,0.0,M&S,marks & spencer,"85-95 King's Road, LONDON, SW3 4NX",NEEDS_CHECK,Larger M&S store: bakery provision to confirm
224-226 Portobello Road,LONDON,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,334583,INSPF/92/528732,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W11 1LJ,2024-07-01T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.205843,51.517235,0.0,5.0,0.0,Tesco,tesco,"224-226 Portobello Road, LONDON, W11 1LJ",NEEDS_CHECK,Tesco store format unclear from FHRS record
80-81 Royal Hospital Road,LONDON,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,334665,INSPF/93/532911,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW3 4HN,2023-11-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.161517,51.485848,0.0,0.0,0.0,Tesco,tesco,"80-81 Royal Hospital Road, LONDON, SW3 4HN",NEEDS_CHECK,Tesco store format unclear from FHRS record
248 Fulham Road,LONDON,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,334764,INSPF/93/543300,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW10 9NA,2026-07-21T00:00:00,fhrs_5_en-gb,5,,FHRS,,,0.0,5.0,0.0,Tesco,tesco,"248 Fulham Road, LONDON, SW10 9NA",NEEDS_CHECK,Tesco store format unclear from FHRS record
2 Canal Way,LONDON,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,334836,INSPF/94/552848,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W10 5AZ,2025-01-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.217825,51.52631,0.0,5.0,0.0,Sainsbury's,sainsbury's,"2 Canal Way, LONDON, W10 5AZ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
113 Kensington High Street,LONDON,,,Marks & Spencer,Retailers - supermarkets/hypermarkets,7840,0,,334885,INSPF/94/561017,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W8 5SQ,2025-01-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.191578,51.500739,0.0,5.0,0.0,M&S,marks & spencer,"113 Kensington High Street, LONDON, W8 5SQ",NEEDS_CHECK,Larger M&S store: bakery provision to confirm
459 Fulham Road,LONDON,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,334983,INSPF/97/636400,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW10 9UZ,2025-06-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.185887,51.482594,0.0,5.0,0.0,Tesco,tesco,"459 Fulham Road, LONDON, SW10 9UZ",NEEDS_CHECK,Tesco store format unclear from FHRS record
100A West Cromwell Road,LONDON,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,335024,INSPF/99/682926,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W14 8PB,2026-06-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.201606,51.493052,0.0,0.0,0.0,Tesco,tesco,"100A West Cromwell Road, LONDON, W14 8PB",NEEDS_CHECK,Tesco store format unclear from FHRS record
346 Kensington High Street,LONDON,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,489738,INSPF/12/127242,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W14 8NS,2025-09-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.205114,51.497269,0.0,0.0,0.0,Sainsbury's,sainsbury's,"346 Kensington High Street, LONDON, W14 8NS",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
Ground Floor,13-15 North Pole Road,LONDON,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,499782,INSPF/13/128450,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W10 6QH,2024-12-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.225691,51.519766,0.0,0.0,0.0,Tesco,tesco,"Ground Floor, 13-15 North Pole Road, LONDON, W10 6QH",NEEDS_CHECK,Tesco store format unclear from FHRS record
61-65 Kensington Church Street,LONDON,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,499784,INSPF/13/128475,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W8 4BA,2025-09-18T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.193459,51.504176,0.0,10.0,0.0,Sainsbury's,sainsbury's,"61-65 Kensington Church Street, LONDON, W8 4BA",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
177-179 Ladbroke Grove,LONDON,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,594274,INSPF/13/136829,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W10 6HH,2025-06-17T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.211008,51.518572,5.0,10.0,0.0,Tesco,tesco,"177-179 Ladbroke Grove, LONDON, W10 6HH",NEEDS_CHECK,Tesco store format unclear from FHRS record
Local,268 Fulham Road,LONDON,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,605931,INSPF/13/140827,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW10 9EW,2026-02-24T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.185072,51.483876,0.0,0.0,0.0,Sainsbury's,sainsbury's,"Local, 268 Fulham Road, LONDON, SW10 9EW",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
Local,268 Fulham Road,LONDON,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,605931,INSPF/13/140827,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW10 9EW,2026-02-24T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.185072,51.483876,0.0,0.0,0.0,Sainsbury's,sainsbury's,"Local, 268 Fulham Road, LONDON, SW10 9EW",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
266-268 Earl's Court Road,LONDON,,,Marks & Spencer,Retailers - supermarkets/hypermarkets,7840,0,,640112,INSPF/04/812686,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW5 9AS,2025-10-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.192015,51.49116,0.0,5.0,0.0,M&S,marks & spencer,"266-268 Earl's Court Road, LONDON, SW5 9AS",NEEDS_CHECK,Larger M&S store: bakery provision to confirm
75 Sloane Avenue,LONDON,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,676404,INSPF/01/749405,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW3 3DJ,2023-09-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.166345,51.492245,0.0,0.0,0.0,Sainsbury's,sainsbury's,"75 Sloane Avenue, LONDON, SW3 3DJ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
188-192 Portobello Road,LONDON,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,716743,INSPF/14/158708,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W11 1LA,2024-01-19T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.205224,51.51647,0.0,5.0,0.0,Sainsbury's,sainsbury's,"188-192 Portobello Road, LONDON, W11 1LA",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
132-136 Notting Hill Gate,LONDON,,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,716758,INSPF/14/159801,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W11 3QG,2023-10-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1991368,51.5089111,0.0,5.0,0.0,Waitrose,waitrose,"132-136 Notting Hill Gate, LONDON, W11 3QG",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm
Ground Floor  Edwardes House,294 Old Brompton Road,LONDON,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,943188,INSPF/17/199356,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW5 9JF,2025-10-01T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.193488,51.488502,0.0,5.0,0.0,Tesco,tesco,"Ground Floor  Edwardes House, 294 Old Brompton Road, LONDON, SW5 9JF",NEEDS_CHECK,Tesco store format unclear from FHRS record
126 Holland Park Avenue,LONDON,,,Supermarket of Dreams,Retailers - supermarkets/hypermarkets,7840,0,,1286251,INSPF/20/258799,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W11 4UE,2025-02-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2085142,51.5066202,0.0,5.0,5.0,,supermarket of dreams,"126 Holland Park Avenue, LONDON, W11 4UE",NEEDS_CHECK,Independent or other supermarket
104-106 Notting Hill Gate,LONDON,,,Marks & Spencer Simply Foods Ltd,Retailers - supermarkets/hypermarkets,7840,0,,1286254,INSPF/20/266709,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W11 3QA,2025-08-04T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1979682,51.5091205,0.0,5.0,0.0,M&S,marks & spencer simply foods ltd,"104-106 Notting Hill Gate, LONDON, W11 3QA",NEEDS_CHECK,Larger M&S store: bakery provision to confirm
388-390 King's Road,LONDON,,,Prezzemolo & Vitale,Retailers - supermarkets/hypermarkets,7840,0,,1350183,INSPF/21/277054,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW3 5UZ,2026-06-01T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1770881,51.4840139,0.0,0.0,0.0,,prezzemolo & vitale,"388-390 King's Road, LONDON, SW3 5UZ",NEEDS_CHECK,Independent or other supermarket
196-198 King's Road,LONDON,,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,1627526,INSPF/23/324362,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW3 5XP,2025-08-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.167031,51.488416,0.0,0.0,0.0,Waitrose,waitrose,"196-198 King's Road, LONDON, SW3 5XP",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm
66-68 Notting Hill Gate,LONDON,,,Amazon E.U S.A.R.L,Retailers - supermarkets/hypermarkets,7840,0,,1677308,INSPF/23/334135,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W11 3HT,2023-12-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1959005,51.5092955,0.0,0.0,0.0,,amazon e.u s.a.r.l,"66-68 Notting Hill Gate, LONDON, W11 3HT",NEEDS_CHECK,Independent or other supermarket
172-174 Kensington High Street,LONDON,,,La Mart,Retailers - supermarkets/hypermarkets,7840,0,,1710048,INSPF/24/340771,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W8 7RG,2024-05-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.197052,51.500023,0.0,5.0,0.0,,la mart,"172-174 Kensington High Street, LONDON, W8 7RG",NEEDS_CHECK,Independent or other supermarket
120 King's Road,LONDON,,,Whole Foods Market,Retailers - supermarkets/hypermarkets,7840,0,,1799332,INSPF/25/356731,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW3 4TR,2025-05-27T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.16278253,51.4900621,0.0,0.0,0.0,,whole foods market,"120 King's Road, LONDON, SW3 4TR",NEEDS_CHECK,Independent or other supermarket
190 Kensington Church Street,LONDON,,,Nisa Local,Retailers - supermarkets/hypermarkets,7840,0,,1855174,INSPF/25/365392,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W8 4DP,2025-08-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1949334,51.5086062,0.0,5.0,5.0,,nisa local,"190 Kensington Church Street, LONDON, W8 4DP",NEEDS_CHECK,Independent or other supermarket
Development Site,66-74 Notting Hill Gate,LONDON,,Whole Foods Market,Retailers - supermarkets/hypermarkets,7840,0,,1958444,INSPF/26/371629,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,,1901-01-01T00:00:00,fhrs_awaitinginspection_en-gb,AwaitingInspection,,FHRS,-0.1959188,51.5093947,,,,,whole foods market,"Development Site, 66-74 Notting Hill Gate, LONDON",NEEDS_CHECK,Independent or other supermarket
Ground Floor,Apex Tower,7 High Street,New Malden,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,1385286,08/15993/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT3 4DQ,2026-01-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2570352,51.4032522,0.0,5.0,0.0,Tesco,tesco,"Ground Floor, Apex Tower, 7 High Street, KT3 4DQ",NEEDS_CHECK,Tesco store format unclear from FHRS record
Quebec House,1 Cromwell Road,Kingston Upon Thames,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,1385312,10/25442/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT2 6BJ,2025-12-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.300294,51.412549,0.0,5.0,0.0,Tesco,tesco,"Quebec House, 1 Cromwell Road, Kingston Upon Thames, KT2 6BJ",NEEDS_CHECK,Tesco store format unclear from FHRS record
324 Hook Road,Chessington,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,1385381,15/03302/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT9 1NU,2025-08-04T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3072315,51.367397,0.0,5.0,0.0,Sainsbury's,sainsbury's,"324 Hook Road, Chessington, KT9 1NU",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
75 Penrhyn Road,Kingston Upon Thames,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,1385492,17/96133/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT1 2EQ,2026-03-26T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3039651,51.4022232,0.0,5.0,5.0,Sainsbury's,sainsbury's,"75 Penrhyn Road, Kingston Upon Thames, KT1 2EQ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
11 Richmond Road,Kingston Upon Thames,,,Kingston Food Centre,Retailers - supermarkets/hypermarkets,7840,0,,1385700,20/96866/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT2 5BW,2025-12-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.300917,51.4130517,,,,,kingston food centre,"11 Richmond Road, Kingston Upon Thames, KT2 5BW",NEEDS_CHECK,Independent or other supermarket
39 Cox Lane,Chessington,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,1385704,20/97082/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT9 1SG,2025-03-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2954345,51.3692417,0.0,5.0,0.0,Tesco,tesco,"39 Cox Lane, Chessington, KT9 1SG",NEEDS_CHECK,Tesco store format unclear from FHRS record
106 Tolworth Broadway,Surbiton,,,Kourosh Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,1385792,20/97758/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT6 7HT,2025-05-17T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.2820216,51.3800066,5.0,10.0,5.0,,kourosh supermarket,"106 Tolworth Broadway, Surbiton, KT6 7HT",NEEDS_CHECK,Independent or other supermarket
138-140 Cambridge Road,Kingston Upon Thames,,,Cambridge International,Retailers - supermarkets/hypermarkets,7840,0,,1385812,21/00146/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT1 3LE,2024-07-09T00:00:00,fhrs_3_en-gb,3,,FHRS,-0.2857891,51.408425,10.0,10.0,10.0,,cambridge international,"138-140 Cambridge Road, Kingston Upon Thames, KT1 3LE",NEEDS_CHECK,Independent or other supermarket
6-12 Eden Walk,Kingston Upon Thames,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,1385848,21/00547/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT1 1BU,2024-05-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3033712,51.4096881,5.0,5.0,0.0,Sainsbury's,sainsbury's,"6-12 Eden Walk, Kingston Upon Thames, KT1 1BU",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
17 Wood Street,Kingston Upon Thames,,,Longdan Express,Retailers - supermarkets/hypermarkets,7840,0,,1385878,21/01547/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT1 1TY,2025-07-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3058029,51.4122892,,,,,longdan express,"17 Wood Street, Kingston Upon Thames, KT1 1TY",NEEDS_CHECK,Independent or other supermarket
24-28 High Street,New Malden,,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,1385887,21/01996/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT3 4HE,2025-10-03T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2557217,51.4023877,5.0,0.0,0.0,Waitrose,waitrose,"24-28 High Street, New Malden, KT3 4HE",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm
15A Claremont Road,Surbiton,,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,1385924,21/02779/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT6 4QR,2026-02-24T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3050212,51.3938217,0.0,5.0,0.0,Waitrose,waitrose,"15A Claremont Road, Surbiton, KT6 4QR",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm
374 Ewell Road,Surbiton,,,B&M Retail Ltd,Retailers - supermarkets/hypermarkets,7840,0,,1385930,21/03048/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT6 7BB,2026-04-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2874235,51.3825853,5.0,5.0,5.0,,b&m retail ltd,"374 Ewell Road, Surbiton, KT6 7BB",NEEDS_CHECK,Independent or other supermarket
Waitrose John Lewis,Wood Street,Kingston Upon Thames,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,1385976,21/04388/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT1 1TE,2026-06-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3066726,51.4115981,0.0,0.0,0.0,Waitrose,waitrose,"Waitrose John Lewis, Wood Street, Kingston Upon Thames, KT1 1TE",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm
26-32 Clarence Street,Kingston Upon Thames,,,Marks & Spencer Foodhall,Retailers - supermarkets/hypermarkets,7840,0,,1385990,21/05387/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT1 1NU,2024-05-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3037643,51.4106482,0.0,5.0,0.0,M&S,marks & spencer foodhall,"26-32 Clarence Street, Kingston Upon Thames, KT1 1NU",NEEDS_CHECK,Larger M&S store: bakery provision to confirm
2 Regent House,Hawks Road,Kingston Upon Thames,,BM Superstore,Retailers - supermarkets/hypermarkets,7840,0,,1386000,21/05659/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT1 3DG,2024-02-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.293197,51.408111,5.0,5.0,5.0,,bm superstore,"2 Regent House, Hawks Road, Kingston Upon Thames, KT1 3DG",NEEDS_CHECK,Independent or other supermarket
Sainsburys,Sury Basin,Kingston Upon Thames,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,1386001,21/05703/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT2 5NZ,2025-01-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.303036,51.41579,0.0,5.0,0.0,Sainsbury's,sainsbury's,"Sainsburys, Sury Basin, Kingston Upon Thames, KT2 5NZ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
381 Hook Road,Chessington,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,1386008,21/06442/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT9 1EL,2024-07-24T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.306380987167358,51.3669357299805,5.0,5.0,0.0,Tesco,tesco,"381 Hook Road, Chessington, KT9 1EL",NEEDS_CHECK,Tesco store format unclear from FHRS record
396 Ewell Road,Surbiton,,,Vaishna Super Foods,Retailers - supermarkets/hypermarkets,7840,0,,1386165,21/14344/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT6 7HF,2026-02-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2857028,51.3822464,0.0,5.0,5.0,,vaishna super foods,"396 Ewell Road, Surbiton, KT6 7HF",NEEDS_CHECK,Independent or other supermarket
36 High Street,New Malden,,,Seoul Plaza,Retailers - supermarkets/hypermarkets,7840,0,,1386190,21/15907/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT3 4HE,2025-02-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2561004,51.4022585,0.0,5.0,5.0,,seoul plaza,"36 High Street, New Malden, KT3 4HE",NEEDS_CHECK,Independent or other supermarket
142 London Road,Kingston Upon Thames,,,Asda Stores Limited,Retailers - supermarkets/hypermarkets,7840,0,,1386250,21/18287/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT2 6QL,2025-06-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2902737,51.4113564,0.0,5.0,0.0,Asda,asda stores limited,"142 London Road, Kingston Upon Thames, KT2 6QL",NEEDS_CHECK,Asda store format unclear from FHRS record
8-14 North Parade,Chessington,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,1386282,21/19622/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT9 1QF,2024-02-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2988361,51.3640148,5.0,5.0,0.0,Sainsbury's,sainsbury's,"8-14 North Parade, Chessington, KT9 1QF",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
101 - 115 Robin Hood Way,Kingston Vale,,,Suroor Market,Retailers - supermarkets/hypermarkets,7840,0,,1386310,21/21223/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,SW15 3QE,2026-04-14T00:00:00,fhrs_5_en-gb,5,,FHRS,,,0.0,0.0,0.0,,suroor market,"101 - 115 Robin Hood Way, Kingston Vale, SW15 3QE",NEEDS_CHECK,Independent or other supermarket
50-58 Victoria Road,Surbiton,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,1386349,21/23735/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT6 4NG,2025-09-01T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3077822,51.3914515,0.0,0.0,0.0,Sainsbury's,sainsbury's,"50-58 Victoria Road, Surbiton, KT6 4NG",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record
