AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode.longitude,geocode.latitude,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,Chain,BusinessNameText,Address,ScreenStatus,ScreenReason,PostCodeClean,SiteRecords,FinalBakeryProvision,AIReason,ManualDecision,ManualReason,BakeryClass
196-198 King's Road,LONDON,,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,1627526,INSPF/23/324362,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW3 5XP,2025-08-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.167031,51.488416,0.0,0.0,0.0,Waitrose,waitrose,"196-198 King's Road, LONDON, SW3 5XP",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm,SW35XP,1,YES,Waitrose King's Road has a dedicated bakery department.,,,GROCER_BAKERY
31-35 Blagdon Road,New Malden,,,Lidl UK GMBH,Retailers - supermarkets/hypermarkets,7840,0,,1385257,07/07793/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT3 4AH,2026-01-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2538214,51.4002894,5.0,5.0,0.0,Lidl,lidl uk gmbh,"31-35 Blagdon Road, New Malden, KT3 4AH",AUTO_INCLUDE,Lidl supermarket with established bakery provision,KT34AH,1,YES,"The Lidl on Blagdon Road, New Malden, offers a fresh bakery.",,,GROCER_BAKERY
6-12 Eden Walk,Kingston Upon Thames,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,1385848,21/00547/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT1 1BU,2024-05-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3033712,51.4096881,5.0,5.0,0.0,Sainsbury's,sainsbury's,"6-12 Eden Walk, Kingston Upon Thames, KT1 1BU",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,KT11BU,1,YES,"Sainsbury's at Eden Walk is a ""Sainsbury's Supermarket"" and its official listing mentions a bakery counter.",,,GROCER_BAKERY
24-28 High Street,New Malden,,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,1385887,21/01996/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT3 4HE,2025-10-03T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2557217,51.4023877,5.0,0.0,0.0,Waitrose,waitrose,"24-28 High Street, New Malden, KT3 4HE",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm,KT34HE,1,YES,"Waitrose New Malden lists a ""Patisserie"" as one of its facilities, indicating substantial bakery provision.",,,GROCER_BAKERY
15A Claremont Road,Surbiton,,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,1385924,21/02779/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT6 4QR,2026-02-24T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3050212,51.3938217,0.0,5.0,0.0,Waitrose,waitrose,"15A Claremont Road, Surbiton, KT6 4QR",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm,KT64QR,1,YES,Waitrose Surbiton lists a bakery and patisserie as available services.,,,GROCER_BAKERY
Waitrose John Lewis,Wood Street,Kingston Upon Thames,,Waitrose,Retailers - supermarkets/hypermarkets,7840,0,,1385976,21/04388/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT1 1TE,2026-06-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3066726,51.4115981,0.0,0.0,0.0,Waitrose,waitrose,"Waitrose John Lewis, Wood Street, Kingston Upon Thames, KT1 1TE",NEEDS_CHECK,Full Waitrose store: bakery provision to confirm,KT11TE,1,YES,Waitrose John Lewis in Kingston has substantial bakery and patisserie areas.,,,GROCER_BAKERY
26-32 Clarence Street,Kingston Upon Thames,,,Marks & Spencer Foodhall,Retailers - supermarkets/hypermarkets,7840,0,,1385990,21/05387/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT1 1NU,2024-05-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3037643,51.4106482,0.0,5.0,0.0,M&S,marks & spencer foodhall,"26-32 Clarence Street, Kingston Upon Thames, KT1 1NU",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,KT11NU,1,YES,M&S Foodhall Kingston has a large bakery and an in-store bakery.,,,GROCER_BAKERY
Sainsburys,Sury Basin,Kingston Upon Thames,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,1386001,21/05703/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT2 5NZ,2025-01-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.303036,51.41579,0.0,5.0,0.0,Sainsbury's,sainsbury's,"Sainsburys, Sury Basin, Kingston Upon Thames, KT2 5NZ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,KT25NZ,1,YES,Sainsbury's Sury Basin is a superstore with an in-store bakery.,,,GROCER_BAKERY
142 London Road,Kingston Upon Thames,,,Asda Stores Limited,Retailers - supermarkets/hypermarkets,7840,0,,1386250,21/18287/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT2 6QL,2025-06-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2902737,51.4113564,0.0,5.0,0.0,Asda,asda stores limited,"142 London Road, Kingston Upon Thames, KT2 6QL",NEEDS_CHECK,Asda store format unclear from FHRS record,KT26QL,1,YES,"Asda Kingston on Thames is a supermarket, but no specific mention of substantial bakery provision was found.",YES,There is sufficient evidence including images of a bakery section and department in store as well as online,GROCER_BAKERY
50-58 Victoria Road,Surbiton,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,1386349,21/23735/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT6 4NG,2025-09-01T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3077822,51.3914515,0.0,0.0,0.0,Sainsbury's,sainsbury's,"50-58 Victoria Road, Surbiton, KT6 4NG",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,KT64NG,1,YES,Sainsbury's Superstore lists a bakery in its services.,,,GROCER_BAKERY
64 Gordon Road,Kingston Upon Thames,,,Lidl Great Britain Limited,Retailers - supermarkets/hypermarkets,7840,0,,1583159,23/00012/COM,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT2 6FN,2025-04-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2905221,51.4126037,0.0,5.0,5.0,Lidl,lidl great britain limited,"64 Gordon Road, Kingston Upon Thames, KT2 6FN",AUTO_INCLUDE,Lidl supermarket with established bakery provision,KT26FN,1,YES,"The Lidl on Gordon Road, Kingston Upon Thames, features an in-store bakery.",,,GROCER_BAKERY
78 Victoria Road,Surbiton,,,M&S Food,Retailers - supermarkets/hypermarkets,7840,0,,1638987,23/00285/COM,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT6 4NS,2025-07-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3054291,51.3925056,5.0,5.0,0.0,M&S,m&s food,"78 Victoria Road, Surbiton, KT6 4NS",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,KT64NS,1,YES,M&S Simply Food lists a bakery in its services.,,,GROCER_BAKERY
56 High Street,New Malden,,,M&S Food,Retailers - supermarkets/hypermarkets,7840,0,,1692095,24/00029/COM,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT3 4EZ,2024-02-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2558722,51.4018324,0.0,5.0,0.0,M&S,m&s food,"56 High Street, New Malden, KT3 4EZ",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,KT34EZ,1,YES,"M&S Food at 53-59 High Street, New Malden, KT3 4BY has an in-house M&S Bakery.",,,GROCER_BAKERY
64 Leatherhead Road,Chessington,,,Lidl Great Britain Limited,Retailers - supermarkets/hypermarkets,7840,0,,1783143,24/00509/COM,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT9 2HY,2025-02-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3102794,51.3606874,5.0,5.0,5.0,Lidl,lidl great britain limited,"64 Leatherhead Road, Chessington, KT9 2HY",AUTO_INCLUDE,Lidl supermarket with established bakery provision,KT92HY,1,YES,"The Lidl on Leatherhead Road, Chessington, has a renowned bakery.",,,GROCER_BAKERY
Unit 1,Kingston Station,Wood Street,Kingston Upon Thames,Sainsburys Supermarkets,Retailers - supermarkets/hypermarkets,7840,0,,1946993,26/00252/COM,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT1 1UJ,2026-06-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3013146,51.4126288,0.0,0.0,5.0,Sainsbury's,sainsburys supermarkets,"Unit 1, Kingston Station, Wood Street, KT1 1UJ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,KT11UJ,1,YES,Sainsbury's Kingston Station Local lists a bakery in its Food to Go section.,,,GROCER_BAKERY
13 Acre Lane,London,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,482932,00100/0013/2/000,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW2 5RS,2024-02-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.119779,51.459863,0.0,5.0,0.0,Tesco,tesco,"13 Acre Lane, London, SW2 5RS",NEEDS_CHECK,Tesco store format unclear from FHRS record,SW25RS,1,YES,Tesco Brixton Superstore has a bakery and Krispy Kreme.,,,GROCER_BAKERY
425 Brixton Road,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,482997,05/00033/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW9 8HE,2025-03-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.114564,51.462747,0.0,0.0,0.0,Sainsbury's,sainsbury's,"425 Brixton Road, London, SW9 8HE",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SW98HE,1,YES,Sainsbury's Brixton Station Local lists a bakery and Krispy Kreme.,,,GROCER_BAKERY
132A Herne Hill,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,483016,05/00072/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SE24 9QJ,2023-11-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.10138,51.453289,5.0,5.0,0.0,Sainsbury's,sainsbury's,"132A Herne Hill, London, SE24 9QJ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SE249QJ,1,YES,Sainsbury's Herne Hill Local lists a bakery counter.,,,GROCER_BAKERY
101 Waterloo Road,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,483047,05/00131/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SE1 8UL,2023-10-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.110076,51.502727,0.0,5.0,5.0,Sainsbury's,sainsbury's,"101 Waterloo Road, London, SE1 8UL",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SE18UL,1,YES,Sainsbury's Waterloo Local lists a bakery and Krispy Kreme.,,,GROCER_BAKERY
Lidl Store,71 - 73 Acre Lane,London,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,483068,05/00179/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW2 5TN,2026-02-19T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.123265,51.459451,0.0,0.0,5.0,Lidl,lidl,"Lidl Store, 71 - 73 Acre Lane, London, SW2 5TN",AUTO_INCLUDE,Lidl supermarket with established bakery provision,SW25TN,1,YES,Lidl stores typically feature an in-store bakery with a substantial range of fresh bread and pastries.,,,GROCER_BAKERY
646 - 650 Wandsworth Road,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,483106,05/00280/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW8 3SB,2025-03-31T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.150043,51.466486,0.0,0.0,0.0,Sainsbury's,sainsbury's,"646 - 650 Wandsworth Road, London, SW8 3SB",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SW83SB,1,YES,Sainsbury's Wandsworth Road Local lists a bakery.,,,GROCER_BAKERY
The Concourse,Waterloo Station,London,,Marks & Spencer Main Store  (Opp Plat 6&7),Retailers - supermarkets/hypermarkets,7840,0,,483170,05/00684/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SE1 7LY,2019-08-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.113271,51.503157,0.0,0.0,5.0,M&S,marks & spencer main store  (opp plat 6&7),"The Concourse, Waterloo Station, London, SE1 7LY",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,SE17LY,2,YES,M&S Waterloo Station has a large in-store bakery.,,,GROCER_BAKERY
Sainsburys Local,47A - 47B Streatham Hill,London,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,483312,06/01290/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW2 4TS,2026-04-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.125175,51.440588,0.0,0.0,0.0,Sainsbury's,sainsbury's,"Sainsburys Local, 47A - 47B Streatham Hill, London, SW2 4TS",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SW24TS,1,YES,"Sainsbury's Local at 47A - 47B Streatham Hill lists ""Bakery"" under its Food to Go services.",,,GROCER_BAKERY
222 - 224 Streatham High Road,London,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,483334,07/00071/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW16 1BB,2026-06-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.129792,51.431472,5.0,5.0,5.0,Lidl,lidl,"222 - 224 Streatham High Road, London, SW16 1BB",AUTO_INCLUDE,Lidl supermarket with established bakery provision,SW161BB,1,YES,Lidl stores typically feature an in-store bakery with a substantial range of fresh bread and pastries.,,,GROCER_BAKERY
Tesco Store,128 Clapham Common South Side,London,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,483345,08/00420/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW4 9DF,2025-03-26T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.146530002355576,51.4529876708984,0.0,5.0,0.0,Tesco,tesco,"Tesco Store, 128 Clapham Common South Side, London, SW4 9DF",NEEDS_CHECK,Tesco store format unclear from FHRS record,SW49DF,1,YES,"Tesco Clapham Superstore at 128 Clapham Common South Side explicitly lists ""Bakery"" under its food counters.",,,GROCER_BAKERY
266 - 270 Brixton Hill,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,483363,08/00471/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW2 1HP,2026-01-09T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.124591,51.446757,0.0,5.0,0.0,Sainsbury's,sainsbury's,"266 - 270 Brixton Hill, London, SW2 1HP",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SW21HP,1,YES,"Sainsbury's Local at 266 - 270 Brixton Hill lists ""Bakery"" under its Food to Go services.",,,GROCER_BAKERY
55A The Cut,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,483823,11/00467/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SE1 8LL,2019-08-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.107944,51.502702,5.0,5.0,0.0,Sainsbury's,sainsbury's,"55A The Cut, London, SE1 8LL",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SE18LL,1,YES,"Sainsbury's Lambeth The Cut Local lists ""Bakery"" under its Food to Go services.",,,GROCER_BAKERY
Sainsburys,133 Clapham High Street,London,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,483957,13440/0139/2/000,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW4 7SL,2024-02-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.135901,51.462351,0.0,5.0,5.0,Sainsbury's,sainsbury's,"Sainsburys, 133 Clapham High Street, London, SW4 7SL",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SW47SL,1,YES,Sainsbury's Clapham Common Superstore has a bakery counter.,,,GROCER_BAKERY
Tesco Stores,Kennington Lane,London,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,484167,42470/0271/2/000,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SE11 5QU,2023-10-27T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.113545,51.48675,0.0,0.0,0.0,Tesco,tesco,"Tesco Stores, Kennington Lane, London, SE11 5QU",NEEDS_CHECK,Tesco store format unclear from FHRS record,SE115QU,1,YES,Tesco Kennington Superstore is a larger format store and likely has substantial bakery provision.,,,GROCER_BAKERY
480 Streatham High Road,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,484534,68890/0480/2/000,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW16 3PY,2023-11-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.129293,51.419737,5.0,5.0,5.0,Sainsbury's,sainsbury's,"480 Streatham High Road, London, SW16 3PY",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SW163PY,1,YES,Sainsbury's Streatham Common Superstore is a larger format store and likely has substantial bakery provision.,,,GROCER_BAKERY
Sainsburys,62 Wandsworth Road,London,,Sainsbury's - Main Store,Retailers - supermarkets/hypermarkets,7840,0,,484644,83810/0062/2/000,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW8 2LF,2026-03-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.128248,51.481554,0.0,0.0,0.0,Sainsbury's,sainsbury's - main store,"Sainsburys, 62 Wandsworth Road, London, SW8 2LF",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SW82LF,1,YES,"Sainsbury's Nine Elms lists ""Bakery"" under its Food to Go services and also has a Krispy Kreme.",,,GROCER_BAKERY
384 Streatham High Road,London,,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,623106,13/00335/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW16 6HP,2025-03-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.131255,51.425596,0.0,0.0,0.0,Tesco,tesco,"384 Streatham High Road, London, SW16 6HP",NEEDS_CHECK,Tesco store format unclear from FHRS record,SW166HP,2,YES,This is a Tesco Extra which typically includes a bakery.,,,GROCER_BAKERY
2 Tulse Hill,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,665343,13/00145/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW2 2TP,2026-01-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.113496,51.453737,0.0,0.0,0.0,Sainsbury's,sainsbury's,"2 Tulse Hill, London, SW2 2TP",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SW22TP,1,YES,Sainsbury's store details for this specific address were not found.,YES,There is evidence on their website of a bakery available inside the store,GROCER_BAKERY
7 - 11 South Lambeth Place,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,729726,14/00296/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW8 1SP,2025-03-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.123662,51.485563,5.0,5.0,5.0,Sainsbury's,sainsbury's,"7 - 11 South Lambeth Place, London, SW8 1SP",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SW81SP,1,YES,Sainsbury's Lambeth Vauxhall Station Local lists a bakery and hot food counter.,,,GROCER_BAKERY
189 Clapham Road,London,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,830139,13/00250/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW9 0QE,2026-03-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.120244,51.473395,0.0,0.0,0.0,Lidl,lidl,"189 Clapham Road, London, SW9 0QE",AUTO_INCLUDE,Lidl supermarket with established bakery provision,SW90QE,1,YES,Lidl stores typically feature an in-store bakery with a substantial range of fresh bread and pastries.,,,GROCER_BAKERY
446 - 450 Brixton Road,London,,,Marks & Spencer,Retailers - supermarkets/hypermarkets,7840,0,,911506,05650/0446/2/000,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW9 8ED,2025-01-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.115554,51.463509,0.0,5.0,0.0,M&S,marks & spencer,"446 - 450 Brixton Road, London, SW9 8ED",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,SW98ED,1,YES,M&S Brixton has a fresh market-style food hall with a show-stopping bakery and pastries baked throughout the day.,,,GROCER_BAKERY
314 - 318 Clapham Road,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,942309,13/00213/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW9 9AE,2026-03-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.124601,51.4711,0.0,0.0,0.0,Sainsbury's,sainsbury's,"314 - 318 Clapham Road, London, SW9 9AE",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SW99AE,1,YES,Sainsbury's Stockwell Clapham Road Local lists a bakery.,,,GROCER_BAKERY
399 - 407 Clapham Road,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,942310,13/00214/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW9 9BT,2023-02-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.128219,51.466769,0.0,5.0,5.0,Sainsbury's,sainsbury's,"399 - 407 Clapham Road, London, SW9 9BT",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SW99BT,1,YES,Sainsbury's Clapham North Station Local lists a bakery.,,,GROCER_BAKERY
33 Clapham High Street,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,950565,13440/0033/2/000,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW4 7TP,2025-12-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.131397,51.464041,5.0,5.0,5.0,Sainsbury's,sainsbury's,"33 Clapham High Street, London, SW4 7TP",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SW47TP,1,YES,Sainsbury's Clapham High Street Local lists a bakery.,,,GROCER_BAKERY
2A - 2D Binfield Road,London,,,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,0,,950569,15/00324/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW4 6TA,2023-03-04T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.122792,51.472725,0.0,5.0,5.0,Sainsbury's,sainsbury's,"2A - 2D Binfield Road, London, SW4 6TA",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SW46TA,1,YES,Sainsbury's Stockwell Station Local lists a bakery.,,,GROCER_BAKERY
Unit 4 142-170 Streatham Hill,London,,,Marks & Spencer,Retailers - supermarkets/hypermarkets,7840,0,,1009672,17/00345/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW2 4RU,2026-04-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.126968994736671,51.4386024475098,0.0,0.0,0.0,M&S,marks & spencer,"Unit 4 142-170 Streatham Hill, London, SW2 4RU",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,SW24RU,1,YES,This M&S Foodhall explicitly lists a bakery department.,,,GROCER_BAKERY
156-164 Clapham High Street Clapham Common,London,,,Marks & Spencer,Retailers - supermarkets/hypermarkets,7840,0,,1875602,25/00316/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW4 7UG,2026-01-03T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.136872,51.4626719,0.0,0.0,0.0,M&S,marks & spencer,"156-164 Clapham High Street Clapham Common, London, SW4 7UG",NEEDS_CHECK,Larger M&S store: bakery provision to confirm,SW47UG,1,YES,This M&S Simply Food store lists a bakery department.,,,GROCER_BAKERY
Sainsbury's,14 Burnt Ash Road,London,,J Sainsbury plc,Retailers - supermarkets/hypermarkets,7840,0,,1598603,FR/000000256,523,environmentalhealth@lewisham.gov.uk,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,False,,SE12 8PZ,2024-03-25T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0101157,51.4561606,0.0,5.0,0.0,Sainsbury's,j sainsbury plc,"Sainsbury's, 14 Burnt Ash Road, London, SE12 8PZ",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SE128PZ,2,YES,Sainsbury's Lee Green is a superstore that lists a bakery in its food-to-go section.,,,GROCER_BAKERY
Tesco Superstore,290-290a Lewisham Road,Ladywell,London,Tesco,Retailers - supermarkets/hypermarkets,7840,0,,1598629,FR/000000619,523,environmentalhealth@lewisham.gov.uk,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,False,,SE13 7PA,2024-03-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0131982,51.4672143,5.0,5.0,0.0,Tesco,tesco,"Tesco Superstore, 290-290a Lewisham Road, Ladywell, SE13 7PA",NEEDS_CHECK,Tesco store format unclear from FHRS record,SE137PA,1,YES,Tesco Lewisham Superstore explicitly lists a bakery among its food counters.,,,GROCER_BAKERY
Sainsbury's Central Square,Lewisham Shopping Centre,Molesworth Street,Ladywell,Sainsbury's Supermarkets Ltd.,Retailers - supermarkets/hypermarkets,7840,0,,1598650,FR/000000943,523,environmentalhealth@lewisham.gov.uk,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,False,,SE13 7HB,2023-11-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0123308,51.4623255,0.0,5.0,0.0,Sainsbury's,sainsbury's supermarkets ltd.,"Sainsbury's Central Square, Lewisham Shopping Centre, Molesworth Street, SE13 7HB",NEEDS_CHECK,Sainsbury's store format unclear from FHRS record,SE137HB,1,YES,"While Sainsbury's Lewisham Shopping Centre is a supermarket, there is no specific mention of substantial bakery provision for this exact location.",YES,There is evidence on their website of a bakery available inside the store,GROCER_BAKERY
