AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode.longitude,geocode.latitude,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,Chain,BusinessNameText,Address,ScreenStatus,ScreenReason
Morrisons,10 Hertslet Road,London,N7 6PL,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,416027,PI/000004797,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,N7 6PL,2025-10-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1166953,51.5571957,0.0,5.0,0.0,Morrisons,morrisons,"Morrisons, 10 Hertslet Road, London, N7 6PL",AUTO_INCLUDE,Full-format Morrisons supermarket
Lidl,422-434 Holloway Road,London,N7 6QA,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1255910,PI/000286286,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,N7 6QA,2026-03-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1182327,51.5573463,0.0,0.0,0.0,Lidl,lidl,"Lidl, 422-434 Holloway Road, London, N7 6QA",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Lidl,Ground Floor reception Arts Building,2-10 Morris Place,London,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1403339,PI/000287257,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,N4 3JG,2026-03-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1077119,51.5661425,5.0,0.0,0.0,Lidl,lidl,"Lidl, Ground Floor reception Arts Building, 2-10 Morris Place, N4 3JG",AUTO_INCLUDE,Lidl supermarket with established bakery provision
35 Lots Road,LONDON,,,Sainsburys Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,1947594,INSPF/26/371548,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW10 0QH,1901-01-01T00:00:00,fhrs_awaitinginspection_en-gb,AwaitingInspection,,FHRS,-0.1808728,51.4783996,,,,Sainsbury's,sainsburys supermarket,"35 Lots Road, LONDON, SW10 0QH",AUTO_INCLUDE,Large Sainsbury's supermarket format
31-35 Blagdon Road,New Malden,,,Lidl UK GMBH,Retailers - supermarkets/hypermarkets,7840,0,,1385257,07/07793/RBK,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT3 4AH,2026-01-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2538214,51.4002894,5.0,5.0,0.0,Lidl,lidl uk gmbh,"31-35 Blagdon Road, New Malden, KT3 4AH",AUTO_INCLUDE,Lidl supermarket with established bakery provision
64 Gordon Road,Kingston Upon Thames,,,Lidl Great Britain Limited,Retailers - supermarkets/hypermarkets,7840,0,,1583159,23/00012/COM,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT2 6FN,2025-04-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2905221,51.4126037,0.0,5.0,5.0,Lidl,lidl great britain limited,"64 Gordon Road, Kingston Upon Thames, KT2 6FN",AUTO_INCLUDE,Lidl supermarket with established bakery provision
64 Leatherhead Road,Chessington,,,Lidl Great Britain Limited,Retailers - supermarkets/hypermarkets,7840,0,,1783143,24/00509/COM,521,food.safety@kingston.gov.uk,Kingston-Upon-Thames,http://www.kingston.gov.uk,False,,KT9 2HY,2025-02-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3102794,51.3606874,5.0,5.0,5.0,Lidl,lidl great britain limited,"64 Leatherhead Road, Chessington, KT9 2HY",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Lidl Store,71 - 73 Acre Lane,London,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,483068,05/00179/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW2 5TN,2026-02-19T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.123265,51.459451,0.0,0.0,5.0,Lidl,lidl,"Lidl Store, 71 - 73 Acre Lane, London, SW2 5TN",AUTO_INCLUDE,Lidl supermarket with established bakery provision
222 - 224 Streatham High Road,London,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,483334,07/00071/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW16 1BB,2026-06-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.129792,51.431472,5.0,5.0,5.0,Lidl,lidl,"222 - 224 Streatham High Road, London, SW16 1BB",AUTO_INCLUDE,Lidl supermarket with established bakery provision
189 Clapham Road,London,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,830139,13/00250/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SW9 0QE,2026-03-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.120244,51.473395,0.0,0.0,0.0,Lidl,lidl,"189 Clapham Road, London, SW9 0QE",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Lidl,0 Bestwood Street,London,,LIDL,Retailers - supermarkets/hypermarkets,7840,0,,1598695,FR/000001775,523,environmentalhealth@lewisham.gov.uk,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,False,,SE8 5AB,2026-05-02T00:00:00,fhrs_5_en-gb,5,,FHRS,,,0.0,0.0,0.0,Lidl,lidl,"Lidl, 0 Bestwood Street, London, SE8 5AB",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Unit,2B Catford Island,Plassy Road,London,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1598757,FR/000002562,523,environmentalhealth@lewisham.gov.uk,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,False,,SE6 2DD,2025-10-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0188911,51.4444688,0.0,0.0,0.0,Lidl,lidl,"Unit, 2B Catford Island, Plassy Road, SE6 2DD",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Lidl,106-112 Sydenham Road,London,,Lidl UK Gmbh,Retailers - supermarkets/hypermarkets,7840,0,,1598792,FR/000002825,523,environmentalhealth@lewisham.gov.uk,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,False,,SE26 5JX,2023-12-08T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.0481187,51.4252197,5.0,10.0,5.0,Lidl,lidl uk gmbh,"Lidl, 106-112 Sydenham Road, London, SE26 5JX",AUTO_INCLUDE,Lidl supermarket with established bakery provision
104-120 Lee High Road,London,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1599197,FR/000005619,523,environmentalhealth@lewisham.gov.uk,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,False,,SE13 5PR,2026-05-01T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0054407,51.4605448,0.0,0.0,0.0,Lidl,lidl,"104-120 Lee High Road, London, SE13 5PR",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Sainsbury's,Ground Floor Unit,33-35 Lewisham Way,London,Sainsbury's Supermarket Ltd,Retailers - supermarkets/hypermarkets,7840,0,,1599250,FR/000005954,523,environmentalhealth@lewisham.gov.uk,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,False,,SE14 6PP,2026-03-19T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0347715,51.4751231,0.0,0.0,0.0,Sainsbury's,sainsbury's supermarket ltd,"Sainsbury's, Ground Floor Unit, 33-35 Lewisham Way, SE14 6PP",AUTO_INCLUDE,Large Sainsbury's supermarket format
Lidl,0 Bestwood Street,London,,Lidl UK GMBH,Retailers - supermarkets/hypermarkets,7840,0,,1599551,FR/000007331,523,environmentalhealth@lewisham.gov.uk,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,False,,SE8 5AB,2026-05-02T00:00:00,fhrs_5_en-gb,5,,FHRS,,,0.0,0.0,0.0,Lidl,lidl uk gmbh,"Lidl, 0 Bestwood Street, London, SE8 5AB",AUTO_INCLUDE,Lidl supermarket with established bakery provision
159 Bestwood Street,London,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1704532,FR/000010719,523,environmentalhealth@lewisham.gov.uk,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,False,,SE8 5AW,2026-02-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0439521,51.4897462,0.0,5.0,5.0,Lidl,lidl,"159 Bestwood Street, London, SE8 5AW",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Supermarket 51 The Broadway,,Wimbledon,Merton,W M Morrisons Supermarket Limited,Retailers - supermarkets/hypermarkets,7840,0,,455478,PI/000086376,524,foodandsafety@merton.gov.uk,Merton,http://www.merton.gov.uk,False,,SW19 1QD,2025-09-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2043372,51.4195708,0.0,0.0,0.0,Morrisons,w m morrisons supermarket limited,"Supermarket 51 The Broadway, Wimbledon, SW19 1QD",AUTO_INCLUDE,Full-format Morrisons supermarket
216 Rowan Road,Streatham,London,Merton,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,578964,PI/000058343,524,foodandsafety@merton.gov.uk,Merton,http://www.merton.gov.uk,False,,SW16 5HX,2024-07-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1389692,51.4112076,5.0,0.0,0.0,Lidl,lidl,"216 Rowan Road, Streatham, London, SW16 5HX",AUTO_INCLUDE,Lidl supermarket with established bakery provision
29 - 31 Aberconway Road,,Morden,Merton,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,578966,PI/000075221,524,foodandsafety@merton.gov.uk,Merton,http://www.merton.gov.uk,False,,SM4 5LN,2025-11-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1936931,51.401401,,,,Lidl,lidl,"29 - 31 Aberconway Road, Morden, SM4 5LN",AUTO_INCLUDE,Lidl supermarket with established bakery provision
14 London Road,,Tooting,Merton,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,578970,PI/000078780,524,foodandsafety@merton.gov.uk,Merton,http://www.merton.gov.uk,False,,SW17 9HW,2026-04-30T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1637975,51.4196781,0.0,0.0,0.0,Lidl,lidl,"14 London Road, Tooting, SW17 9HW",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Supermarket 9 - 17 Western Road,,Mitcham,Merton,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,669658,PI/000094974,524,foodandsafety@merton.gov.uk,Merton,http://www.merton.gov.uk,False,,CR4 3ED,2023-10-24T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1661896,51.4058457,0.0,0.0,0.0,Lidl,lidl,"Supermarket 9 - 17 Western Road, Mitcham, CR4 3ED",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Unit 1 Plough Lane Retail Park Plough Lane,,Summerstown,Merton,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1022850,PI/000112302,524,foodandsafety@merton.gov.uk,Merton,http://www.merton.gov.uk,False,,SW17 0BW,2024-02-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1843957,51.430985,0.0,0.0,5.0,Lidl,lidl,"Unit 1 Plough Lane Retail Park Plough Lane, Summerstown, SW17 0BW",AUTO_INCLUDE,Lidl supermarket with established bakery provision
15 The Grove,Stratford,London,,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,641135,77640/0091/2/000,525,food@newham.gov.uk,Newham,https://www.newham.gov.uk,False,,E15 1EN,2025-01-25T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0047160000540316,51.5446624755859,5.0,5.0,0.0,Morrisons,morrisons,"15 The Grove, Stratford, London, E15 1EN",AUTO_INCLUDE,Full-format Morrisons supermarket
182 - 184 High Street North,East Ham,London,,Lidl UK,Retailers - supermarkets/hypermarkets,7840,0,,747715,69050/0182/0/000,525,food@newham.gov.uk,Newham,https://www.newham.gov.uk,False,,E6 2JA,2023-12-22T00:00:00,fhrs_5_en-gb,5,,FHRS,0.051435,51.539005,0.0,5.0,0.0,Lidl,lidl uk,"182 - 184 High Street North, East Ham, London, E6 2JA",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Units 41 And 42,West Mall,The Mall,Stratford,Lidl UK,Retailers - supermarkets/hypermarkets,7840,0,,864084,15/00268/FOOD,525,food@newham.gov.uk,Newham,https://www.newham.gov.uk,False,,E15 1XE,2026-06-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.000441,51.541835,5.0,5.0,0.0,Lidl,lidl uk,"Units 41 And 42, West Mall, The Mall, E15 1XE",AUTO_INCLUDE,Lidl supermarket with established bakery provision
3 Silvertown Square,Canning Town,London,,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,919446,14/00733/FOOD,525,food@newham.gov.uk,Newham,https://www.newham.gov.uk,False,,E16 1GW,2025-04-08T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0104205,51.5149212,5.0,5.0,5.0,Morrisons,morrisons,"3 Silvertown Square, Canning Town, London, E16 1GW",AUTO_INCLUDE,Full-format Morrisons supermarket
198 Tollgate Road,Beckton,London,,Lidl UK,Retailers - supermarkets/hypermarkets,7840,0,,919728,77840/2018/0/000,525,food@newham.gov.uk,Newham,https://www.newham.gov.uk,False,,E6 5YA,2025-01-28T00:00:00,fhrs_4_en-gb,4,,FHRS,0.0542229,51.515801,5.0,10.0,5.0,Lidl,lidl uk,"198 Tollgate Road, Beckton, London, E6 5YA",AUTO_INCLUDE,Lidl supermarket with established bakery provision
4 Claps Gate Lane,Beckton,London,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1274362,20/00393/FOOD,525,food@newham.gov.uk,Newham,https://www.newham.gov.uk,False,,E6 6LG,2024-09-28T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0691063,51.5207967,5.0,0.0,5.0,Lidl,lidl,"4 Claps Gate Lane, Beckton, London, E6 6LG",AUTO_INCLUDE,Lidl supermarket with established bakery provision
374 - 378 Green Street,Upton Park,London,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1516673,22/00887/FOOD,525,food@newham.gov.uk,Newham,https://www.newham.gov.uk,False,,E13 9AP,2025-09-17T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0345694,51.5359909,0.0,5.0,0.0,Lidl,lidl,"374 - 378 Green Street, Upton Park, London, E13 9AP",AUTO_INCLUDE,Lidl supermarket with established bakery provision
363 Barking Road,East Ham,London,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1686900,23/00730/FOOD,525,food@newham.gov.uk,Newham,https://www.newham.gov.uk,False,,E6 1FG,2024-02-02T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0535395,51.5331786,0.0,0.0,0.0,Lidl,lidl,"363 Barking Road, East Ham, London, E6 1FG",AUTO_INCLUDE,Lidl supermarket with established bakery provision
43 Woodgrange Road,Forest Gate,London,,Lidl Great Britain Limited,Retailers - supermarkets/hypermarkets,7840,0,,1780815,24/00723/FOOD,525,food@newham.gov.uk,Newham,https://www.newham.gov.uk,False,,E7 8BA,2025-02-07T00:00:00,fhrs_5_en-gb,5,,FHRS,0.024984,51.547676,5.0,5.0,5.0,Lidl,lidl great britain limited,"43 Woodgrange Road, Forest Gate, London, E7 8BA",AUTO_INCLUDE,Lidl supermarket with established bakery provision
19 - 23 Minnie Baldock Street,Canning Town,London,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1795612,25/00063/FOOD,525,food@newham.gov.uk,Newham,https://www.newham.gov.uk,False,,E16 1DT,2025-04-11T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0102992,51.514543,5.0,5.0,5.0,Lidl,lidl,"19 - 23 Minnie Baldock Street, Canning Town, London, E16 1DT",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,261-275 High Road,,Ilford,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,443451,160838,526,themis.skouros@redbridge.gov.uk,Redbridge,http://www.redbridge.gov.uk/,False,,IG1 1NJ,2026-03-26T00:00:00,fhrs_5_en-gb,5,,FHRS,0.078896,51.5606,0.0,0.0,0.0,Lidl,lidl,"261-275 High Road, IG1 1NJ",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,250-260 Fencepiece Road,,Ilford,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,595054,179822,526,themis.skouros@redbridge.gov.uk,Redbridge,http://www.redbridge.gov.uk/,False,,IG6 2SU,2025-02-17T00:00:00,fhrs_5_en-gb,5,,FHRS,0.084819,51.603659,5.0,5.0,5.0,Lidl,lidl,"250-260 Fencepiece Road, IG6 2SU",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,155-161 High Road,,Ilford,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1684186,170400,526,themis.skouros@redbridge.gov.uk,Redbridge,http://www.redbridge.gov.uk/,False,,IG1 1DG,2025-01-21T00:00:00,fhrs_4_en-gb,4,,FHRS,0.0731868,51.5591994,10.0,5.0,5.0,Lidl,lidl,"155-161 High Road, IG1 1DG",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,2 Springfield Drive,,Barkingside,Lidl Great Britain Limited,Retailers - supermarkets/hypermarkets,7840,0,,1725215,202780,526,themis.skouros@redbridge.gov.uk,Redbridge,http://www.redbridge.gov.uk/,False,,IG2 6QG,2024-10-17T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0825697,51.5744512,5.0,5.0,5.0,Lidl,lidl great britain limited,"2 Springfield Drive, IG2 6QG",AUTO_INCLUDE,Lidl supermarket with established bakery provision
50 South Road,,Twickenham,Richmond Upon Thames,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1574249,PI/000423667,527,foodandsafety@merton.gov.uk,Richmond-Upon-Thames,http://www.richmond.gov.uk,False,,,2024-02-28T00:00:00,fhrs_5_en-gb,5,,FHRS,,,0.0,5.0,0.0,Lidl,lidl,"50 South Road, Twickenham",AUTO_INCLUDE,Lidl supermarket with established bakery provision
38 - 48 High Street,,Whitton,Richmond Upon Thames,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1735818,PI/000477463,527,foodandsafety@merton.gov.uk,Richmond-Upon-Thames,http://www.richmond.gov.uk,False,,TW2 7LT,2025-08-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3582539,51.4522215,5.0,5.0,5.0,Lidl,lidl,"38 - 48 High Street, Whitton, TW2 7LT",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Morrisons Butterfly Walk,,Denmark Hill,London,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,363257,171803,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE5 8RW,2024-11-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.092452,51.473432,0.0,5.0,0.0,Morrisons,morrisons,"Morrisons Butterfly Walk, Denmark Hill, SE5 8RW",AUTO_INCLUDE,Full-format Morrisons supermarket
,264-276,Walworth Road,London,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,363258,171854,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE17 2TE,2026-01-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.095423,51.486816,0.0,5.0,0.0,Morrisons,morrisons,"264-276, Walworth Road, SE17 2TE",AUTO_INCLUDE,Full-format Morrisons supermarket
Morrisons Petrol Station The,,Rye Lane,London,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,363594,175427,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE15 5EW,2026-03-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.068693,51.472746,0.0,0.0,0.0,Morrisons,morrisons,"Morrisons Petrol Station The, Rye Lane, SE15 5EW",AUTO_INCLUDE,Full-format Morrisons supermarket
Morrisons The Aylesham Centre,,Rye Lane,London,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,364536,3324,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE15 5EW,2026-01-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0694128,51.4723656,0.0,0.0,0.0,Morrisons,morrisons,"Morrisons The Aylesham Centre, Rye Lane, SE15 5EW",AUTO_INCLUDE,Full-format Morrisons supermarket
,96-120,Old Kent Road,London,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,364625,40434,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 4NY,2026-02-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0833675,51.4920701,0.0,0.0,0.0,Lidl,lidl,"96-120, Old Kent Road, SE1 4NY",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Unit 5 Bellenden Road Retail Park,,Bellenden Road,London,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,364761,48914,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE15 5BA,2024-09-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.070666,51.4721764,0.0,0.0,0.0,Lidl,lidl,"Unit 5 Bellenden Road Retail Park, Bellenden Road, SE15 5BA",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,760,Old Kent Road,London,Lidl uk gmbh,Retailers - supermarkets/hypermarkets,7840,0,,1274660,193127,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE15 1NJ,2026-04-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.059212,51.480701,0.0,0.0,0.0,Lidl,lidl uk gmbh,"760, Old Kent Road, SE15 1NJ",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,307-319,Walworth Road,London,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1918120,202463,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE17 2TG,2026-03-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.09492599,51.48685951,0.0,5.0,0.0,Lidl,lidl,"307-319, Walworth Road, SE17 2TG",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,56-60,Denmark Hill,London,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1960396,197582,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE5 8RZ,2026-02-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0934872,51.4727308,0.0,5.0,0.0,Lidl,lidl,"56-60, Denmark Hill, SE5 8RZ",AUTO_INCLUDE,Lidl supermarket with established bakery provision
16-18 Beddington Gardens,Wallington,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,809156,04134/0016/0/000,529,food.safety@sutton.gov.uk,Sutton,http://www.sutton.gov.uk,False,,SM6 0HU,2024-03-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1507293,51.3587639,0.0,5.0,5.0,Lidl,lidl,"16-18 Beddington Gardens, Wallington, SM6 0HU",AUTO_INCLUDE,Lidl supermarket with established bakery provision
1 Spinning Wheel Way,Hackbridge,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1320539,21/00009/COM,529,food.safety@sutton.gov.uk,Sutton,http://www.sutton.gov.uk,False,,SM6 7DS,2024-05-01T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1552818,51.3778714,0.0,5.0,0.0,Lidl,lidl,"1 Spinning Wheel Way, Hackbridge, SM6 7DS",AUTO_INCLUDE,Lidl supermarket with established bakery provision
262-270 High Street,Sutton,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1389518,21/00237/COM,529,food.safety@sutton.gov.uk,Sutton,http://www.sutton.gov.uk,False,,SM1 1PG,2024-07-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1946276,51.3680304,0.0,5.0,5.0,Lidl,lidl,"262-270 High Street, Sutton, SM1 1PG",AUTO_INCLUDE,Lidl supermarket with established bakery provision
78 - 82 High Street,Sutton,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1917348,26/00086/COM,529,food.safety@sutton.gov.uk,Sutton,http://www.sutton.gov.uk,False,,SM1 1EZ,2026-03-09T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.192027,51.361829,0.0,0.0,0.0,Lidl,lidl,"78 - 82 High Street, Sutton, SM1 1EZ",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Lidl,306 Burdett Road,London,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,44488,10792,530,foodsafety@towerhamlets.gov.uk,Tower Hamlets,http://www.towerhamlets.gov.uk,False,,E14 7DL,2026-01-09T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.028171,51.512521,0.0,0.0,0.0,Lidl,lidl,"Lidl, 306 Burdett Road, London, E14 7DL",AUTO_INCLUDE,Lidl supermarket with established bakery provision
19 Selborne Walk,,Walthamstow,London,Asda Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,515002,5773,531,food.safety@walthamforest.gov.uk,Waltham Forest,http://www.walthamforest.gov.uk,False,,E17 7JR,2025-08-16T00:00:00,fhrs_3_en-gb,3,,FHRS,,,10.0,10.0,10.0,Asda,asda supermarket,"19 Selborne Walk, Walthamstow, E17 7JR",AUTO_INCLUDE,Large Asda supermarket format
6 Salisbury Hall Gardens Chingford Road,,Chingford,London,Morrison's Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,515531,9094,531,food.safety@walthamforest.gov.uk,Waltham Forest,http://www.walthamforest.gov.uk,False,,E4 8SA,2025-10-07T00:00:00,fhrs_3_en-gb,3,,FHRS,-0.0172519,51.6080276,5.0,10.0,10.0,Morrisons,morrison's supermarket,"6 Salisbury Hall Gardens Chingford Road, Chingford, E4 8SA",AUTO_INCLUDE,Full-format Morrisons supermarket
43 - 49 High Street,,Walthamstow,London,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,621702,8117,531,food.safety@walthamforest.gov.uk,Waltham Forest,http://www.walthamforest.gov.uk,False,,E17 7AD,2025-01-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.03195,51.58207,0.0,5.0,0.0,Lidl,lidl,"43 - 49 High Street, Walthamstow, E17 7AD",AUTO_INCLUDE,Lidl supermarket with established bakery provision
38 Selborne Walk,,Walthamstow,London,Lidl UK,Retailers - supermarkets/hypermarkets,7840,0,,1025296,340679,531,food.safety@walthamforest.gov.uk,Waltham Forest,http://www.walthamforest.gov.uk,False,,E17 7JR,2025-01-19T00:00:00,fhrs_5_en-gb,5,,FHRS,,,0.0,0.0,0.0,Lidl,lidl uk,"38 Selborne Walk, Walthamstow, E17 7JR",AUTO_INCLUDE,Lidl supermarket with established bakery provision
141 Falcon Lane,,London,Wandsworth,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1572022,PI/000435789,532,foodandsafety@merton.gov.uk,Wandsworth,http://www.wandsworth.gov.uk,False,,SW11 2LG,2025-07-29T00:00:00,fhrs_5_en-gb,5,,FHRS,,,0.0,0.0,0.0,Lidl,lidl,"141 Falcon Lane, London, SW11 2LG",AUTO_INCLUDE,Lidl supermarket with established bakery provision
181 Upper Tooting Road,,London,Wandsworth,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1572263,PI/000437064,532,foodandsafety@merton.gov.uk,Wandsworth,http://www.wandsworth.gov.uk,False,,SW17 7TG,2024-07-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1644053,51.4312537,0.0,0.0,0.0,Lidl,lidl,"181 Upper Tooting Road, London, SW17 7TG",AUTO_INCLUDE,Lidl supermarket with established bakery provision
